Mek1-PP	Erk2	Mos	Erk2-P	Erk2-PP	Mos-P	Mek1	Mek1-P	(phosphorylation of MAPKK).KK3	(MAPKKK activation).K1	(dephosphorylation of MAPK-PP).V9	(phosphorylation of MAPK).k7	(phosphorylation of MAPK-P).k8	(MAPKKK inactivation).KK2	(MAPKKK inactivation).V2	(phosphorylation of MAPKK).k3	(phosphorylation of MAPKK-P).k4	(dephosphorylation of MAPKK-PP).KK5	(dephosphorylation of MAPK-PP).KK9	(dephosphorylation of MAPKK-P).KK6	(phosphorylation of MAPKK-P).KK4	(MAPKKK activation).V1	(MAPKKK activation).Ki	(phosphorylation of MAPK).KK7	(dephosphorylation of MAPK-P).KK10	(phosphorylation of MAPK-P).KK8	(dephosphorylation of MAPKK-PP).V5	(dephosphorylation of MAPK-P).V10	(dephosphorylation of MAPKK-P).V6	(MAPKKK activation).n	RSS
10	280	90	10	10	10	280	10	13.0466	10.672	0.479273	0.0267873	0.026016	8.13771	0.248166	0.0247016	0.0256555	12.8301	12.3448	11.7605	16.1576	2.42128	8.87434	21.6488	12.557	16.7949	0.736827	0.496541	0.71242	1	108.128
10	280	90	10	10	10	280	10	13.0436	10.6738	0.479263	0.0267869	0.0260146	8.13894	0.248172	0.0247012	0.0256557	12.8279	12.3462	11.758	16.1563	2.4215	8.87402	21.6513	12.5569	16.7928	0.736842	0.496498	0.712414	1	108.127
10	280	90	10	10	10	280	10	13.0406	10.6756	0.479252	0.0267866	0.0260132	8.14019	0.248178	0.0247009	0.0256559	12.8257	12.3476	11.7555	16.155	2.42173	8.87367	21.6538	12.5568	16.7907	0.736856	0.496453	0.712406	1	108.126
10	280	90	10	10	10	280	10	13.0375	10.6774	0.479244	0.0267864	0.0260119	8.14146	0.248184	0.0247006	0.0256561	12.8234	12.3491	11.7529	16.1537	2.42196	8.8733	21.6563	12.5567	16.7886	0.736867	0.496407	0.712401	1	108.125
10	280	90	10	10	10	280	10	13.0344	10.6792	0.479236	0.0267861	0.0260106	8.14275	0.248189	0.0247003	0.0256561	12.8211	12.3506	11.7503	16.1524	2.42219	8.87293	21.6589	12.5565	16.7864	0.736877	0.496361	0.712397	1	108.123
10	280	90	10	10	10	280	10	13.0313	10.6811	0.479229	0.0267858	0.0260093	8.14406	0.248196	0.0246999	0.0256561	12.8188	12.3521	11.7477	16.1512	2.42243	8.87257	21.6615	12.5563	16.7843	0.736884	0.496315	0.712391	1	108.122
10	280	90	10	10	10	280	10	13.0281	10.683	0.479223	0.0267855	0.026008	8.14537	0.248202	0.0246995	0.0256561	12.8165	12.3536	11.745	16.1499	2.42266	8.8722	21.6641	12.5561	16.7822	0.736892	0.496269	0.712389	1	108.121
10	280	90	10	10	10	280	10	13.0249	10.6849	0.479218	0.0267852	0.0260068	8.1467	0.248209	0.0246992	0.025656	12.8141	12.3552	11.7423	16.1486	2.42291	8.87183	21.6667	12.5559	16.7801	0.736898	0.496223	0.712385	1	108.12
10	280	90	10	10	10	280	10	13.0216	10.6868	0.479214	0.026785	0.0260056	8.14805	0.248217	0.0246989	0.0256559	12.8117	12.3568	11.7395	16.1472	2.42315	8.87144	21.6694	12.5557	16.7779	0.736902	0.496177	0.712378	1	108.118
10	280	90	10	10	10	280	10	13.0183	10.6887	0.479209	0.0267849	0.0260044	8.14942	0.248225	0.0246988	0.0256558	12.8092	12.3585	11.7367	16.1459	2.42339	8.87107	21.6722	12.5554	16.7757	0.736904	0.496129	0.712374	1	108.117
10	280	90	10	10	10	280	10	13.015	10.6906	0.479204	0.0267848	0.0260033	8.15081	0.248232	0.0246986	0.0256557	12.8067	12.3601	11.7339	16.1445	2.42364	8.8707	21.6749	12.5551	16.7735	0.736906	0.496082	0.712372	1	108.116
10	280	90	10	10	10	280	10	13.0116	10.6926	0.4792	0.0267847	0.0260021	8.15223	0.24824	0.0246984	0.0256555	12.8042	12.3618	11.731	16.1431	2.42388	8.87031	21.6777	12.5548	16.7713	0.736906	0.496033	0.712364	1	108.115
10	280	90	10	10	10	280	10	13.0082	10.6946	0.479195	0.0267846	0.026001	8.15366	0.248248	0.0246983	0.0256553	12.8017	12.3635	11.7282	16.1416	2.42413	8.86992	21.6806	12.5545	16.7691	0.736904	0.495985	0.71236	1	108.113
10	280	90	10	10	10	280	10	13.0047	10.6966	0.479188	0.0267845	0.0259997	8.1551	0.248255	0.0246982	0.0256551	12.7991	12.3652	11.7252	16.1402	2.42438	8.86952	21.6834	12.5542	16.7669	0.7369	0.495936	0.712351	1	108.112
10	280	90	10	10	10	280	10	13.0012	10.6986	0.479182	0.0267844	0.0259985	8.15653	0.248263	0.0246981	0.0256549	12.7965	12.3669	11.7223	16.1388	2.42463	8.86913	21.6863	12.5538	16.7646	0.736894	0.495887	0.712345	1	108.111
10	280	90	10	10	10	280	10	12.9977	10.7006	0.479177	0.0267844	0.0259972	8.15798	0.248271	0.024698	0.0256547	12.7939	12.3686	11.7193	16.1374	2.42488	8.86874	21.6892	12.5535	16.7624	0.736886	0.495839	0.712337	1	108.11
10	280	90	10	10	10	280	10	12.9941	10.7026	0.479173	0.0267843	0.025996	8.15946	0.24828	0.0246979	0.0256545	12.7912	12.3703	11.7163	16.136	2.42513	8.86833	21.6921	12.5531	16.7602	0.736881	0.49579	0.71233	1	108.109
10	280	90	10	10	10	280	10	12.9905	10.7047	0.479171	0.0267842	0.0259946	8.16095	0.24829	0.0246979	0.0256543	12.7885	12.372	11.7132	16.1346	2.42538	8.86789	21.695	12.5527	16.758	0.736873	0.49574	0.712318	1	108.108
10	280	90	10	10	10	280	10	12.9868	10.7068	0.479167	0.026784	0.0259933	8.16247	0.2483	0.0246977	0.025654	12.7857	12.3737	11.7101	16.1331	2.42563	8.86745	21.698	12.5523	16.7557	0.736865	0.49569	0.712307	1	108.107
10	280	90	10	10	10	280	10	12.9832	10.7089	0.479163	0.0267838	0.0259919	8.16398	0.248309	0.0246975	0.0256536	12.7829	12.3754	11.7069	16.1317	2.42588	8.86704	21.701	12.5519	16.7535	0.736856	0.49564	0.712293	1	108.106
10	280	90	10	10	10	280	10	12.9794	10.711	0.479158	0.0267836	0.0259906	8.16552	0.248319	0.0246973	0.0256534	12.7801	12.3772	11.7037	16.1302	2.42614	8.8666	21.704	12.5514	16.7512	0.736848	0.495589	0.712278	1	108.105
10	280	90	10	10	10	280	10	12.9757	10.7132	0.479154	0.0267832	0.0259892	8.16708	0.248328	0.024697	0.0256532	12.7772	12.3789	11.7005	16.1287	2.4264	8.86618	21.7071	12.5509	16.7489	0.736842	0.495537	0.71226	1	108.104
10	280	90	10	10	10	280	10	12.9719	10.7153	0.479149	0.026783	0.0259878	8.16865	0.248336	0.0246967	0.0256531	12.7743	12.3805	11.6973	16.1272	2.42667	8.86579	21.7102	12.5504	16.7466	0.736838	0.495483	0.712241	1	108.103
10	280	90	10	10	10	280	10	12.968	10.7175	0.479145	0.0267827	0.0259863	8.17025	0.248345	0.0246963	0.025653	12.7713	12.3823	11.694	16.1256	2.42694	8.86538	21.7133	12.5498	16.7442	0.736836	0.495428	0.71222	1	108.102
10	280	90	10	10	10	280	10	12.9641	10.7197	0.479142	0.0267824	0.0259848	8.17183	0.248355	0.0246959	0.025653	12.7683	12.384	11.6906	16.124	2.42721	8.86494	21.7165	12.5492	16.7418	0.736836	0.495372	0.712197	1	108.101
10	280	90	10	10	10	280	10	12.9602	10.7219	0.479141	0.0267821	0.0259832	8.1734	0.248365	0.0246954	0.0256531	12.7653	12.3858	11.6872	16.1224	2.42748	8.8645	21.7197	12.5485	16.7394	0.736838	0.495316	0.712176	1	108.1
10	280	90	10	10	10	280	10	12.9563	10.7242	0.47914	0.0267818	0.0259817	8.175	0.248376	0.024695	0.0256532	12.7622	12.3876	11.6838	16.1208	2.42776	8.86404	21.723	12.5479	16.7369	0.736838	0.49526	0.712157	1	108.099
10	280	90	10	10	10	280	10	12.9523	10.7265	0.47914	0.0267814	0.0259801	8.17662	0.248387	0.0246945	0.0256533	12.7591	12.3893	11.6804	16.1192	2.42804	8.86358	21.7263	12.5472	16.7346	0.73684	0.495203	0.71214	1	108.098
10	280	90	10	10	10	280	10	12.9482	10.7288	0.479141	0.0267809	0.0259784	8.17826	0.248397	0.0246941	0.0256535	12.7559	12.3911	11.6769	16.1176	2.42832	8.86312	21.7296	12.5464	16.7322	0.736842	0.495145	0.71212	1	108.097
10	280	90	10	10	10	280	10	12.9442	10.7311	0.479144	0.0267804	0.0259767	8.17992	0.248408	0.0246937	0.0256536	12.7528	12.3929	11.6733	16.1161	2.42861	8.86264	21.733	12.5457	16.7298	0.736846	0.495089	0.712105	1	108.096
10	280	90	10	10	10	280	10	12.9401	10.7334	0.479148	0.0267798	0.0259749	8.1816	0.248418	0.0246932	0.0256538	12.7495	12.3948	11.6698	16.1146	2.4289	8.86213	21.7364	12.5449	16.7274	0.736852	0.495034	0.712092	1	108.095
10	280	90	10	10	10	280	10	12.9359	10.7357	0.479151	0.0267793	0.0259732	8.18328	0.248428	0.0246927	0.0256539	12.7463	12.3966	11.6662	16.1131	2.4292	8.8616	21.7399	12.544	16.7249	0.73686	0.494979	0.71208	1	108.095
10	280	90	10	10	10	280	10	12.9317	10.7381	0.479155	0.0267787	0.0259715	8.18498	0.248438	0.0246922	0.025654	12.743	12.3984	11.6626	16.1116	2.42951	8.86107	21.7433	12.5432	16.7224	0.736867	0.494924	0.71207	1	108.094
10	280	90	10	10	10	280	10	12.9275	10.7405	0.479159	0.0267781	0.0259698	8.18668	0.248449	0.0246916	0.0256541	12.7398	12.4003	11.659	16.1101	2.42982	8.86054	21.7468	12.5423	16.7199	0.736875	0.494868	0.712059	1	108.093
10	280	90	10	10	10	280	10	12.9233	10.743	0.479163	0.0267775	0.0259681	8.1884	0.248459	0.024691	0.0256543	12.7365	12.4021	11.6553	16.1086	2.43012	8.86001	21.7503	12.5415	16.7174	0.736883	0.494813	0.712047	1	108.092
10	280	90	10	10	10	280	10	12.919	10.7454	0.479168	0.026777	0.0259663	8.19012	0.248469	0.0246904	0.0256545	12.7332	12.404	11.6517	16.1071	2.43042	8.85948	21.7538	12.5406	16.7149	0.736892	0.494758	0.712036	1	108.091
10	280	90	10	10	10	280	10	12.9146	10.7479	0.479174	0.0267763	0.0259645	8.19186	0.248479	0.0246898	0.0256546	12.7299	12.4058	11.648	16.1055	2.43072	8.85897	21.7573	12.5397	16.7124	0.7369	0.494703	0.712024	1	108.091
10	280	90	10	10	10	280	10	12.9102	10.7503	0.479182	0.0267756	0.0259628	8.1936	0.248488	0.0246892	0.0256547	12.7265	12.4076	11.6443	16.104	2.43102	8.85849	21.7609	12.5388	16.71	0.736908	0.494648	0.712017	1	108.09
10	280	90	10	10	10	280	10	12.9058	10.7527	0.479191	0.0267748	0.025961	8.19532	0.248499	0.0246886	0.0256548	12.7231	12.4094	11.6405	16.1025	2.43133	8.858	21.7644	12.5378	16.7074	0.736917	0.494592	0.712011	1	108.089
10	280	90	10	10	10	280	10	12.9014	10.7552	0.4792	0.0267741	0.0259592	8.19702	0.248509	0.024688	0.025655	12.7198	12.4112	11.6367	16.1009	2.43164	8.85752	21.768	12.5368	16.7049	0.736927	0.494536	0.712007	1	108.089
10	280	90	10	10	10	280	10	12.8969	10.7577	0.47921	0.0267734	0.0259574	8.1987	0.24852	0.0246875	0.025655	12.7164	12.413	11.6329	16.0994	2.43195	8.85701	21.7717	12.5359	16.7024	0.736938	0.494478	0.712001	1	108.088
10	280	90	10	10	10	280	10	12.8923	10.7603	0.479222	0.0267727	0.0259556	8.20036	0.248531	0.024687	0.0256552	12.7129	12.4147	11.6291	16.098	2.43227	8.85653	21.7753	12.535	16.6999	0.736952	0.49442	0.711996	1	108.088
10	280	90	10	10	10	280	10	12.8878	10.7628	0.479233	0.026772	0.0259539	8.20201	0.248542	0.0246865	0.0256553	12.7094	12.4164	11.6252	16.0965	2.43259	8.85605	21.779	12.5341	16.6974	0.736965	0.494363	0.71199	1	108.087
10	280	90	10	10	10	280	10	12.8832	10.7654	0.479246	0.0267713	0.0259521	8.20367	0.248553	0.024686	0.0256554	12.7059	12.4181	11.6213	16.0951	2.43292	8.85559	21.7827	12.5332	16.6949	0.736977	0.494304	0.711984	1	108.087
10	280	90	10	10	10	280	10	12.8785	10.7679	0.47926	0.0267708	0.0259503	8.20531	0.248564	0.0246856	0.0256554	12.7024	12.4198	11.6173	16.0937	2.43325	8.85515	21.7865	12.5323	16.6924	0.736988	0.494245	0.711982	1	108.086
10	280	90	10	10	10	280	10	12.8738	10.7706	0.479276	0.0267702	0.0259485	8.20693	0.248575	0.0246853	0.0256554	12.6988	12.4214	11.6134	16.0924	2.43358	8.85471	21.7903	12.5315	16.6898	0.737	0.494185	0.711978	1	108.086
10	280	90	10	10	10	280	10	12.8691	10.7732	0.479292	0.0267698	0.0259467	8.20853	0.248586	0.024685	0.0256554	12.6953	12.4231	11.6093	16.0911	2.43391	8.85427	21.7942	12.5306	16.6873	0.737011	0.494124	0.711978	1	108.085
10	280	90	10	10	10	280	10	12.8643	10.7759	0.47931	0.0267693	0.0259449	8.2101	0.248598	0.0246847	0.0256553	12.6917	12.4249	11.6052	16.0898	2.43425	8.85381	21.798	12.5298	16.6847	0.737021	0.494061	0.711976	1	108.085
10	280	90	10	10	10	280	10	12.8595	10.7785	0.479329	0.0267688	0.0259432	8.2117	0.24861	0.0246844	0.0256552	12.688	12.4266	11.6011	16.0886	2.4346	8.85335	21.8019	12.529	16.6821	0.737028	0.493997	0.711974	1	108.085
10	280	90	10	10	10	280	10	12.8547	10.7813	0.47935	0.0267683	0.0259415	8.21328	0.248621	0.0246842	0.025655	12.6843	12.4284	11.597	16.0874	2.43494	8.85289	21.8059	12.5282	16.6795	0.737036	0.493933	0.711972	1	108.084
10	280	90	10	10	10	280	10	12.8498	10.784	0.47937	0.0267679	0.0259398	8.21486	0.248633	0.0246839	0.0256549	12.6806	12.4302	11.5928	16.0862	2.43529	8.85243	21.8098	12.5274	16.6768	0.737044	0.493869	0.711971	1	108.084
10	280	90	10	10	10	280	10	12.8449	10.7867	0.479391	0.0267674	0.0259382	8.21641	0.248644	0.0246836	0.0256548	12.677	12.4319	11.5887	16.085	2.43564	8.85197	21.8137	12.5266	16.6742	0.737052	0.493805	0.711969	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259365	8.21797	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.493741	0.711967	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259365	8.21797	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.493741	0.711964	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259365	8.21796	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.493741	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259365	8.21796	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.493741	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259365	8.21796	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.493741	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259365	8.21796	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.493741	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259365	8.21796	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.493741	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259365	8.21796	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.493741	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259365	8.21796	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.493741	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259365	8.21796	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.493741	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259366	8.21796	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.493741	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259366	8.21796	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.493741	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259366	8.21796	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.49374	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259366	8.21796	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.49374	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259366	8.21796	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.49374	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259366	8.21795	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.49374	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259367	8.21795	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.49374	0.711965	1	108.084
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259367	8.21794	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5258	16.6715	0.737059	0.49374	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259367	8.21793	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5257	16.6715	0.737059	0.49374	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259368	8.21793	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5257	16.6715	0.737059	0.49374	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259368	8.21792	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5846	16.0838	2.43598	8.85151	21.8176	12.5257	16.6715	0.737059	0.49374	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259368	8.21791	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5845	16.0838	2.43598	8.85151	21.8176	12.5257	16.6715	0.737059	0.49374	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259369	8.2179	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5845	16.0838	2.43598	8.85151	21.8176	12.5257	16.6715	0.737059	0.49374	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7894	0.479412	0.0267669	0.0259369	8.21789	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5845	16.0838	2.43598	8.85151	21.8176	12.5257	16.6715	0.737059	0.49374	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7893	0.479413	0.0267669	0.025937	8.21788	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5845	16.0838	2.43598	8.85151	21.8176	12.5257	16.6715	0.737059	0.49374	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7893	0.479413	0.0267669	0.025937	8.21787	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5845	16.0838	2.43598	8.85151	21.8176	12.5257	16.6715	0.737059	0.49374	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7893	0.479413	0.0267669	0.0259371	8.21786	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5845	16.0838	2.43598	8.85151	21.8176	12.5257	16.6715	0.737059	0.49374	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7893	0.479413	0.0267669	0.0259371	8.21785	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5845	16.0838	2.43598	8.85151	21.8176	12.5257	16.6715	0.737059	0.493739	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7893	0.479413	0.0267669	0.0259372	8.21784	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5845	16.0838	2.43598	8.85151	21.8176	12.5257	16.6715	0.737059	0.493739	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7893	0.479413	0.0267669	0.0259372	8.21783	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5845	16.0838	2.43598	8.85151	21.8176	12.5257	16.6715	0.737059	0.493739	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7893	0.479413	0.0267669	0.0259373	8.21781	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5845	16.0838	2.43598	8.85151	21.8176	12.5257	16.6715	0.737059	0.493739	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7893	0.479413	0.0267669	0.0259373	8.2178	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493739	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7893	0.479413	0.0267669	0.0259374	8.21779	0.248656	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493739	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7893	0.479414	0.0267669	0.0259374	8.21778	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259375	8.21777	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259375	8.21775	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259376	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259377	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.84	10.7892	0.479414	0.0267669	0.0259377	8.21774	0.248657	0.0246833	0.0256547	12.6733	12.4337	11.5844	16.0838	2.43598	8.85151	21.8176	12.5256	16.6715	0.737059	0.493738	0.711965	1	108.083
