Mek1-PP	Erk2	Mos	Erk2-P	Erk2-PP	Mos-P	Mek1	Mek1-P	(phosphorylation of MAPKK).KK3	(MAPKKK activation).K1	(dephosphorylation of MAPK-PP).V9	(phosphorylation of MAPK).k7	(phosphorylation of MAPK-P).k8	(MAPKKK inactivation).KK2	(MAPKKK inactivation).V2	(phosphorylation of MAPKK).k3	(phosphorylation of MAPKK-P).k4	(dephosphorylation of MAPKK-PP).KK5	(dephosphorylation of MAPK-PP).KK9	(dephosphorylation of MAPKK-P).KK6	(phosphorylation of MAPKK-P).KK4	(MAPKKK activation).V1	(MAPKKK activation).Ki	(phosphorylation of MAPK).KK7	(dephosphorylation of MAPK-P).KK10	(phosphorylation of MAPK-P).KK8	(dephosphorylation of MAPKK-PP).V5	(dephosphorylation of MAPK-P).V10	(dephosphorylation of MAPKK-P).V6	(MAPKKK activation).n	RSS
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21778	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.21779	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493736	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
10	280	90	10	10	10	280	10	12.8399	10.7891	0.479414	0.0267669	0.025938	8.2178	0.248656	0.0246833	0.0256546	12.6733	12.4338	11.5842	16.0838	2.43598	8.8515	21.8176	12.5255	16.6715	0.737059	0.493735	0.711965	1	108.083
