[Mek1-PP]_0	[Erk2]_0	[Mos]_0	[Erk2-P]_0	[Erk2-PP]_0	[Mos-P]_0	[Mek1]_0	[Mek1-P]_0	(phosphorylation of MAPKK).KK3	(MAPKKK activation).K1	(dephosphorylation of MAPK-PP).V9	(phosphorylation of MAPK).k7	(phosphorylation of MAPK-P).k8	(MAPKKK inactivation).KK2	(MAPKKK inactivation).V2	(phosphorylation of MAPKK).k3	(phosphorylation of MAPKK-P).k4	(dephosphorylation of MAPKK-PP).KK5	(dephosphorylation of MAPK-PP).KK9	(dephosphorylation of MAPKK-P).KK6	(phosphorylation of MAPKK-P).KK4	(MAPKKK activation).V1	(MAPKKK activation).Ki	(phosphorylation of MAPK).KK7	(dephosphorylation of MAPK-P).KK10	(phosphorylation of MAPK-P).KK8	(dephosphorylation of MAPKK-PP).V5	(dephosphorylation of MAPK-P).V10	(dephosphorylation of MAPKK-P).V6	(MAPKKK activation).n	TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Value
10	280	90	10	10	10	280	10	5.19134	1.05255	0.107764	0.0195953	0.717704	321.997	1.63189	0.023715	0.115685	0.128508	40316.8	15.4457	207.092	4617.48	0.00265501	0.345394	4800.89	2626.73	0.726232	1e-006	0.879969	1	156.137
10	280	90	10	10	10	280	10	5.14981	1.04413	0.10763	0.0195953	0.717704	321.997	1.63189	0.023715	0.115685	0.128677	40471.9	15.5693	207.092	4617.48	0.00265501	0.347622	4800.89	2626.73	0.726232	1e-006	0.839355	1	155.851
10	280	90	10	10	10	280	10	5.15812	1.04581	0.107603	0.0195639	0.717704	322.512	1.63189	0.023715	0.115685	0.128711	40502.9	15.5693	207.092	4617.48	0.00265501	0.347176	4799.76	2626.73	0.726232	1e-006	0.847478	1	155.554
10	280	90	10	10	10	280	10	5.16642	1.0475	0.107576	0.0195326	0.717704	323.027	1.63189	0.0237529	0.1155	0.128778	40502.9	15.594	207.092	4617.48	0.00265501	0.346285	4798.62	2630.93	0.727394	1.00213e-006	0.850185	1	155.312
10	280	90	10	10	10	280	10	5.17473	1.04918	0.107549	0.0195326	0.718853	324.058	1.63189	0.0238288	0.1155	0.12888	40533.9	15.6187	207.092	4610.09	0.00265501	0.344948	4796.35	2635.13	0.728556	1.00426e-006	0.851539	1	155.022
10	280	90	10	10	10	280	10	5.18303	1.05087	0.107523	0.0195326	0.720001	324.573	1.63189	0.0239047	0.115685	0.129015	40595.9	15.6681	207.092	4595.32	0.00265501	0.343165	4795.21	2639.33	0.729718	1.00638e-006	0.854247	1	154.895
10	280	90	10	10	10	280	10	5.19134	1.05255	0.107496	0.0195639	0.721149	325.088	1.63189	0.0239806	0.116055	0.129184	40689	15.7423	207.092	4580.54	0.00265501	0.341828	4792.94	2643.54	0.73088	1.00638e-006	0.856954	1	154.815
10	280	90	10	10	10	280	10	5.193	1.05289	0.107491	0.0195576	0.721149	324.985	1.63189	0.023973	0.116055	0.129191	40695.2	15.7472	207.092	4582.02	0.00265501	0.341918	4792.94	2643.54	0.731113	1.00596e-006	0.858579	1	154.725
10	280	90	10	10	10	280	10	5.19632	1.05356	0.10748	0.0195514	0.72092	324.985	1.63137	0.0239578	0.116092	0.129204	40707.6	15.7571	207.092	4584.97	0.00265501	0.342096	4792.94	2642.7	0.731577	1.00596e-006	0.858579	1	154.608
10	280	90	10	10	10	280	10	5.20131	1.05457	0.107464	0.0195514	0.72069	324.882	1.63085	0.023935	0.116166	0.129218	40726.2	15.7719	207.092	4589.41	0.00265501	0.342363	4792.71	2641.86	0.732274	1.00553e-006	0.85885	1	154.477
10	280	90	10	10	10	280	10	5.20795	1.05592	0.107442	0.0195451	0.72046	324.882	1.63085	0.0239123	0.11624	0.129238	40751	15.7917	207.092	4595.32	0.00265501	0.34272	4792.48	2641.01	0.732972	1.00468e-006	0.85912	1	154.359
10	280	90	10	10	10	280	10	5.21626	1.0576	0.107416	0.0195326	0.720001	324.779	1.63085	0.0238819	0.116314	0.129265	40782	15.8164	207.092	4601.23	0.00265501	0.342987	4792.26	2641.01	0.733436	1.00383e-006	0.85885	1	154.25
10	280	90	10	10	10	280	10	5.22623	1.05962	0.107383	0.01952	0.719771	324.676	1.63137	0.0238592	0.116351	0.129299	40819.2	15.8461	207.092	4607.14	0.00265501	0.343165	4791.8	2641.01	0.733669	1.00255e-006	0.85885	1	154.158
10	280	90	10	10	10	280	10	5.23785	1.06198	0.107346	0.0195075	0.719542	324.676	1.63189	0.0238364	0.116351	0.12934	40862.6	15.8807	207.092	4611.57	0.00265501	0.343255	4791.12	2641.01	0.733669	1.00085e-006	0.858579	1	154.058
10	280	90	10	10	10	280	10	5.25114	1.06468	0.107309	0.0195012	0.719312	324.779	1.63294	0.0238212	0.116351	0.12938	40906.1	15.9202	207.092	4614.52	0.00265501	0.343255	4790.21	2641.01	0.733436	1e-006	0.858308	1	153.932
10	280	90	10	10	10	280	10	5.2661	1.06771	0.107266	0.0195012	0.719312	324.882	1.63398	0.0238136	0.116314	0.129428	40955.7	15.9647	207.092	4616	0.00265501	0.343165	4789.3	2641.01	0.732972	1e-006	0.858037	1	153.771
10	280	90	10	10	10	280	10	5.28271	1.07108	0.107228	0.0195012	0.719312	325.088	1.63502	0.0238136	0.11624	0.129482	41011.5	16.0141	207.159	4617.48	0.00265501	0.342987	4788.62	2641.01	0.732274	1.00043e-006	0.858308	1	153.569
10	280	90	10	10	10	280	10	5.30098	1.07478	0.107196	0.0195012	0.719542	325.294	1.63659	0.0238212	0.116129	0.129543	41067.3	16.0685	207.225	4618.96	0.00265501	0.34272	4787.94	2641.86	0.731345	1.00128e-006	0.858308	1	153.352
10	280	90	10	10	10	280	10	5.32092	1.07882	0.107159	0.0194949	0.719542	325.603	1.63868	0.0238288	0.116018	0.12961	41129.4	16.1278	207.358	4620.43	0.00265501	0.342363	4787.26	2642.7	0.730415	1.00213e-006	0.85912	1	153.14
10	280	90	10	10	10	280	10	5.34251	1.0832	0.107121	0.0194949	0.719771	326.016	1.64025	0.0238364	0.115907	0.129678	41191.4	16.192	207.556	4621.91	0.00265501	0.342007	4786.35	2643.54	0.729486	1.0034e-006	0.859391	1	152.927
10	280	90	10	10	10	280	10	5.36577	1.08792	0.107078	0.0194949	0.720231	326.325	1.64181	0.023844	0.115833	0.129752	41259.6	16.2612	207.755	4621.91	0.00265501	0.341561	4785.44	2645.22	0.728789	1.00511e-006	0.859933	1	152.732
10	280	90	10	10	10	280	10	5.39069	1.09297	0.10703	0.0195012	0.72092	326.737	1.64338	0.0238516	0.115796	0.129833	41334	16.3354	207.888	4620.43	0.00265501	0.341026	4784.53	2646.9	0.728091	1.00681e-006	0.860474	1	152.523
10	280	90	10	10	10	280	10	5.41727	1.09836	0.106987	0.0195075	0.721609	327.252	1.64547	0.0238592	0.115796	0.129915	41402.3	16.4145	207.954	4618.96	0.00265501	0.340581	4783.62	2648.58	0.727627	1.00894e-006	0.861557	1	152.292
10	280	90	10	10	10	280	10	5.44551	1.10408	0.106939	0.0195137	0.722068	327.87	1.64756	0.0238668	0.115796	0.130003	41476.7	16.4985	208.02	4617.48	0.00265501	0.340046	4782.49	2649.42	0.727394	1.01149e-006	0.862099	1	152.046
10	280	90	10	10	10	280	10	5.47541	1.11015	0.106896	0.0195137	0.722298	328.489	1.64965	0.0238743	0.115833	0.130097	41557.3	16.5875	208.086	4616	0.00265501	0.339422	4781.58	2650.26	0.727394	1.01404e-006	0.863453	1	151.775
10	280	90	10	10	10	280	10	5.50697	1.11655	0.106848	0.0195137	0.722527	329.21	1.65173	0.0238895	0.11587	0.130199	41644.2	16.6814	208.153	4614.52	0.00265501	0.338709	4780.44	2651.94	0.727627	1.01659e-006	0.864806	1	151.473
10	280	90	10	10	10	280	10	5.5402	1.12328	0.106794	0.0195075	0.722987	329.931	1.65382	0.0239047	0.115944	0.130307	41737.2	16.7802	208.153	4613.05	0.00265501	0.337906	4779.3	2653.62	0.728091	1.01957e-006	0.866431	1	151.136
10	280	90	10	10	10	280	10	5.57508	1.13036	0.106736	0.0195012	0.723216	330.755	1.65643	0.0239199	0.116055	0.130422	41836.5	16.884	208.153	4613.05	0.00265501	0.337015	4778.39	2656.14	0.728789	1.02255e-006	0.868326	1	150.77
10	280	90	10	10	10	280	10	5.61163	1.13777	0.106671	0.0194887	0.723676	331.683	1.65905	0.023935	0.116129	0.130544	41941.9	16.9927	208.219	4613.05	0.00265501	0.336035	4777.49	2658.67	0.729718	1.0251e-006	0.869951	1	150.385
10	280	90	10	10	10	280	10	5.64984	1.14551	0.106602	0.0194761	0.723905	332.713	1.66166	0.0239502	0.11624	0.130672	42053.5	17.1064	208.219	4613.05	0.00265501	0.334965	4776.8	2661.19	0.73088	1.02723e-006	0.872388	1	149.993
10	280	90	10	10	10	280	10	5.68971	1.1536	0.106527	0.0194636	0.724365	333.744	1.66427	0.0239654	0.116388	0.130801	42171.4	17.2251	208.153	4611.57	0.00265501	0.333806	4775.89	2663.71	0.732274	1.02979e-006	0.874824	1	149.615
10	280	90	10	10	10	280	10	5.73124	1.16202	0.106452	0.0194573	0.724824	334.877	1.66688	0.0239882	0.116573	0.130936	42295.4	17.3486	208.153	4610.09	0.00265501	0.332558	4774.76	2666.23	0.733669	1.03276e-006	0.877532	1	149.257
10	280	90	10	10	10	280	10	5.77443	1.17077	0.106371	0.0194448	0.725054	336.01	1.67001	0.0240109	0.116758	0.131071	42425.7	17.4771	208.153	4608.61	0.00265501	0.331221	4773.62	2668.75	0.735063	1.03574e-006	0.879969	1	148.926
10	280	90	10	10	10	280	10	5.81928	1.17987	0.106286	0.019426	0.725054	337.247	1.67367	0.0240337	0.116981	0.131213	42562.2	17.6106	208.219	4607.14	0.00265501	0.329795	4772.49	2671.27	0.736225	1.03915e-006	0.882135	1	148.608
10	280	90	10	10	10	280	10	5.8658	1.1893	0.106195	0.0194071	0.725283	338.483	1.67732	0.0240565	0.117166	0.131362	42704.8	17.749	208.285	4605.66	0.00265501	0.32828	4771.12	2673.8	0.737155	1.04298e-006	0.884572	1	148.307
10	280	90	10	10	10	280	10	5.91397	1.19907	0.106098	0.0193946	0.725513	339.617	1.6815	0.0240716	0.117351	0.131511	42847.5	17.8923	208.418	4605.66	0.00265501	0.326676	4769.53	2676.32	0.737852	1.04681e-006	0.886467	1	147.998
10	280	90	10	10	10	280	10	5.96381	1.20917	0.106002	0.0193821	0.725743	340.75	1.68568	0.0240792	0.117499	0.131666	42996.3	18.0406	208.617	4605.66	0.00265501	0.324982	4767.71	2678.84	0.738317	1.05064e-006	0.888092	1	147.676
10	280	90	10	10	10	280	10	6.01531	1.21961	0.1059	0.0193758	0.726202	341.987	1.68986	0.0240792	0.117647	0.131829	43151.4	18.1938	208.815	4607.14	0.00265501	0.323199	4765.67	2680.52	0.738549	1.05447e-006	0.889987	1	147.349
10	280	90	10	10	10	280	10	6.06847	1.23039	0.105793	0.0193758	0.726661	343.12	1.69403	0.0240792	0.117758	0.131998	43312.7	18.352	209.081	4608.61	0.00265501	0.321328	4763.85	2682.2	0.738549	1.05787e-006	0.891612	1	147.015
10	280	90	10	10	10	280	10	6.12329	1.2415	0.105681	0.0193758	0.727121	344.253	1.69873	0.0240868	0.117832	0.132167	43473.9	18.5151	209.412	4610.09	0.00265501	0.319367	4761.8	2683.88	0.738317	1.0617e-006	0.892965	1	146.671
10	280	90	10	10	10	280	10	6.17977	1.25296	0.105563	0.0193695	0.72735	345.49	1.70343	0.0240944	0.117869	0.132343	43635.2	18.6831	209.743	4611.57	0.00265501	0.317317	4759.76	2685.56	0.737852	1.06595e-006	0.895131	1	146.334
10	280	90	10	10	10	280	10	6.23791	1.26474	0.10544	0.0193695	0.72781	346.726	1.70813	0.0241096	0.117869	0.132525	43802.7	18.8561	210.075	4613.05	0.00265501	0.315177	4757.49	2687.25	0.737155	1.07063e-006	0.896756	1	146.014
10	280	90	10	10	10	280	10	6.29772	1.27687	0.105311	0.0193633	0.728039	347.86	1.71283	0.0241248	0.117869	0.132715	43976.3	19.0341	210.406	4614.52	0.00265501	0.312949	4754.99	2688.93	0.736458	1.07531e-006	0.898651	1	145.728
10	280	90	10	10	10	280	10	6.35918	1.28933	0.105177	0.019357	0.728269	349.096	1.71753	0.0241324	0.117906	0.132911	44156.2	19.2169	210.804	4616	0.00265501	0.310632	4752.26	2689.77	0.73576	1.08042e-006	0.900547	1	145.472
10	280	90	10	10	10	280	10	6.42231	1.30213	0.105038	0.019357	0.728499	350.333	1.72223	0.0241399	0.11798	0.133114	44342.3	19.4048	211.267	4617.48	0.00265501	0.308225	4749.31	2690.61	0.735296	1.08553e-006	0.902442	1	145.244
10	280	90	10	10	10	280	10	6.4871	1.31459	0.104894	0.019357	0.728728	351.569	1.72693	0.0241475	0.118091	0.133323	44534.6	19.5975	211.665	4618.96	0.00265501	0.305729	4746.58	2691.45	0.735063	1.09021e-006	0.904879	1	145.031
10	280	90	10	10	10	280	10	6.55355	1.32672	0.104744	0.019357	0.728958	352.909	1.73163	0.0241551	0.118239	0.13354	44733.1	19.7952	212.063	4620.43	0.00265501	0.303144	4743.62	2692.29	0.735063	1.09531e-006	0.907316	1	144.829
10	280	90	10	10	10	280	10	6.62166	1.33851	0.104588	0.0193507	0.728958	354.248	1.73633	0.0241703	0.118424	0.133763	44937.7	19.9979	212.527	4621.91	0.00265501	0.30047	4740.44	2693.13	0.735296	1.10085e-006	0.909482	1	144.637
10	280	90	10	10	10	280	10	6.69143	1.35063	0.104433	0.0193382	0.728728	355.588	1.74103	0.0241779	0.118646	0.13398	45148.6	20.2055	212.924	4623.39	0.00265501	0.297707	4737.26	2693.97	0.73576	1.10638e-006	0.911919	1	144.445
10	280	90	10	10	10	280	10	6.76286	1.36242	0.104272	0.0193194	0.728499	357.03	1.74573	0.0241855	0.118906	0.134189	45365.7	20.418	213.256	4624.87	0.00265501	0.294855	4733.85	2694.81	0.736458	1.11233e-006	0.914897	1	144.259
10	280	90	10	10	10	280	10	6.83596	1.37387	0.104106	0.0193006	0.728269	358.37	1.75043	0.0242007	0.119202	0.134406	45589	20.6355	213.653	4626.35	0.00265501	0.291913	4730.22	2695.65	0.737155	1.11787e-006	0.917875	1	144.098
10	280	90	10	10	10	280	10	6.91071	1.38499	0.103935	0.0192817	0.72781	359.709	1.75513	0.0242234	0.119461	0.134622	45818.5	20.8579	214.051	4626.35	0.00265501	0.288883	4726.58	2696.49	0.73762	1.12382e-006	0.920583	1	143.965
10	280	90	10	10	10	280	10	6.98713	1.39577	0.103758	0.0192567	0.72735	361.049	1.75983	0.0242462	0.11972	0.134832	46054.2	21.0852	214.448	4626.35	0.00265501	0.285763	4723.17	2697.33	0.738084	1.12935e-006	0.923561	1	143.858
10	280	90	10	10	10	280	10	7.06521	1.40621	0.103576	0.0192378	0.726891	362.388	1.76453	0.024269	0.119979	0.135048	46296.1	21.3175	214.846	4626.35	0.00265501	0.282554	4719.76	2697.33	0.738549	1.13531e-006	0.926269	1	143.778
10	280	90	10	10	10	280	10	7.14495	1.41631	0.103389	0.0192253	0.726432	363.728	1.76923	0.0242841	0.120238	0.135258	46544.2	21.5548	215.244	4626.35	0.00265501	0.279256	4716.58	2697.33	0.739014	1.14127e-006	0.929247	1	143.722
10	280	90	10	10	10	280	10	7.22635	1.42608	0.103201	0.019219	0.726202	365.17	1.77393	0.0242993	0.12046	0.135474	46798.5	21.797	215.708	4626.35	0.00265501	0.275869	4713.63	2697.33	0.739246	1.14765e-006	0.932226	1	143.675
10	280	90	10	10	10	280	10	7.30941	1.43551	0.103009	0.0192128	0.726202	366.613	1.77863	0.0243145	0.120645	0.135684	47059	22.0441	216.171	4626.35	0.00265501	0.272393	4710.9	2697.33	0.739479	1.15403e-006	0.935204	1	143.651
10	280	90	10	10	10	280	10	7.39081	1.4446	0.102811	0.0192128	0.726202	368.056	1.78333	0.0243221	0.120831	0.135887	47325.7	22.2962	216.635	4626.35	0.00265501	0.268828	4708.17	2697.33	0.739711	1.16042e-006	0.938182	1	143.642
10	280	90	10	10	10	280	10	7.39047	1.44454	0.102809	0.019214	0.726202	368.035	1.78333	0.0243236	0.120838	0.135885	47327	22.2972	216.649	4626.05	0.00265484	0.26881	4708.22	2697.33	0.739665	1.16042e-006	0.938507	1	143.637
10	280	90	10	10	10	280	10	7.38981	1.4444	0.102807	0.0192165	0.726202	368.035	1.78333	0.0243266	0.120845	0.135883	47329.5	22.2992	216.662	4625.46	0.00265467	0.268774	4708.26	2697.16	0.739572	1.16033e-006	0.938507	1	143.629
10	280	90	10	10	10	280	10	7.38881	1.4442	0.102804	0.0192178	0.726156	368.035	1.78333	0.0243312	0.120845	0.135879	47333.2	22.3021	216.688	4624.87	0.0026545	0.268721	4708.35	2697	0.739432	1.16025e-006	0.938615	1	143.62
10	280	90	10	10	10	280	10	7.38748	1.44393	0.102801	0.0192178	0.72611	368.035	1.78333	0.0243373	0.120838	0.135873	47338.1	22.3061	216.728	4624.28	0.00265433	0.268649	4708.49	2696.83	0.739293	1.16025e-006	0.93867	1	143.609
10	280	90	10	10	10	280	10	7.38582	1.44359	0.102797	0.0192178	0.726018	368.035	1.78333	0.0243418	0.120838	0.135868	47344.4	22.311	216.755	4623.98	0.00265416	0.268578	4708.63	2696.66	0.7392	1.16033e-006	0.938886	1	143.598
10	280	90	10	10	10	280	10	7.38383	1.44319	0.102791	0.0192165	0.725926	368.035	1.78333	0.0243448	0.120845	0.135861	47350.6	22.3169	216.794	4623.98	0.00265399	0.268489	4708.81	2696.32	0.739153	1.16042e-006	0.938994	1	143.585
10	280	90	10	10	10	280	10	7.3815	1.44272	0.102785	0.0192165	0.725789	368.035	1.78333	0.0243464	0.12086	0.135854	47358	22.3239	216.847	4623.98	0.00265382	0.268382	4709.03	2695.82	0.739153	1.16042e-006	0.939157	1	143.569
10	280	90	10	10	10	280	10	7.37885	1.44218	0.102777	0.0192178	0.725651	368.056	1.78323	0.0243464	0.120882	0.135846	47366.7	22.3318	216.887	4623.98	0.00265365	0.268257	4709.31	2695.15	0.7392	1.16033e-006	0.939319	1	143.55
10	280	90	10	10	10	280	10	7.37586	1.44157	0.102769	0.019219	0.725513	368.056	1.78323	0.0243448	0.120912	0.135837	47376.6	22.3407	216.927	4624.28	0.00265348	0.268115	4709.53	2694.47	0.739293	1.16033e-006	0.939482	1	143.528
10	280	90	10	10	10	280	10	7.37253	1.4409	0.102759	0.019219	0.725329	368.076	1.78323	0.0243418	0.120949	0.135826	47387.8	22.3506	216.98	4624.57	0.00265331	0.267954	4709.81	2693.8	0.739386	1.16025e-006	0.939644	1	143.503
10	280	90	10	10	10	280	10	7.36888	1.44016	0.102748	0.019219	0.725146	368.076	1.78323	0.0243388	0.120993	0.135814	47400.2	22.3614	217.033	4624.87	0.00265314	0.267776	4710.08	2693.13	0.739479	1.16016e-006	0.939807	1	143.476
10	280	90	10	10	10	280	10	7.36489	1.43935	0.102737	0.019219	0.724962	368.076	1.78323	0.0243373	0.12103	0.135802	47413.8	22.3733	217.099	4625.16	0.00265297	0.26758	4710.4	2692.46	0.739525	1.15999e-006	0.939915	1	143.448
10	280	90	10	10	10	280	10	7.36057	1.43847	0.102726	0.019219	0.724778	368.056	1.78323	0.0243357	0.121067	0.135788	47427.5	22.3861	217.165	4625.46	0.0026528	0.267366	4710.67	2691.62	0.739572	1.15991e-006	0.940078	1	143.417
10	280	90	10	10	10	280	10	7.35592	1.43753	0.102714	0.019219	0.724548	368.035	1.78323	0.0243342	0.121104	0.135773	47442.4	22.4	217.232	4625.75	0.00265263	0.267134	4710.94	2690.78	0.739572	1.15982e-006	0.94024	1	143.384
10	280	90	10	10	10	280	10	7.35094	1.43652	0.102701	0.0192178	0.724319	368.014	1.78323	0.0243327	0.121134	0.135757	47458.5	22.4148	217.298	4626.05	0.00265246	0.266902	4711.22	2689.93	0.739572	1.15974e-006	0.940402	1	143.349
10	280	90	10	10	10	280	10	7.34562	1.43544	0.102688	0.0192178	0.724089	367.994	1.78323	0.0243312	0.121164	0.135741	47475.8	22.4306	217.364	4626.35	0.00265229	0.266653	4711.53	2689.09	0.739572	1.15957e-006	0.940673	1	143.312
10	280	90	10	10	10	280	10	7.33997	1.4343	0.102676	0.0192178	0.723859	367.973	1.78323	0.0243297	0.121201	0.135725	47494.5	22.4474	217.444	4626.64	0.00265212	0.266385	4711.9	2688.25	0.739572	1.1594e-006	0.940836	1	143.272
10	280	90	10	10	10	280	10	7.33399	1.43309	0.102662	0.0192178	0.72363	367.952	1.78323	0.0243281	0.121238	0.135707	47514.3	22.4652	217.537	4626.94	0.00265195	0.2661	4712.22	2687.41	0.739572	1.15923e-006	0.941052	1	143.231
10	280	90	10	10	10	280	10	7.32768	1.43181	0.102647	0.0192178	0.7234	367.932	1.78323	0.0243266	0.121282	0.135689	47535.4	22.484	217.629	4627.23	0.00265178	0.265797	4712.58	2686.57	0.739572	1.15905e-006	0.941377	1	143.187
10	280	90	10	10	10	280	10	7.32104	1.43046	0.102633	0.0192178	0.72317	367.911	1.78323	0.0243251	0.121327	0.135672	47556.5	22.5038	217.722	4627.53	0.00265161	0.265476	4712.99	2685.56	0.739572	1.15888e-006	0.941594	1	143.141
10	280	90	10	10	10	280	10	7.31406	1.42904	0.102618	0.0192178	0.722895	367.891	1.78323	0.0243221	0.121371	0.135653	47577.6	22.5245	217.828	4627.82	0.00265144	0.265138	4713.44	2684.56	0.739572	1.1588e-006	0.941865	1	143.093
10	280	90	10	10	10	280	10	7.30675	1.42756	0.102602	0.019219	0.722665	367.891	1.78323	0.024319	0.121415	0.135633	47599.9	22.5463	217.934	4627.82	0.00265144	0.264781	4713.94	2683.55	0.739618	1.1588e-006	0.942135	1	143.044
10	280	90	10	10	10	280	10	7.29911	1.42601	0.102585	0.0192203	0.722435	367.87	1.78323	0.024316	0.121467	0.135611	47622.2	22.569	218.027	4627.53	0.00265144	0.264407	4714.44	2682.54	0.739618	1.1588e-006	0.942406	1	142.992
10	280	90	10	10	10	280	10	7.29113	1.4244	0.102566	0.0192215	0.722206	367.849	1.78323	0.024313	0.121519	0.135588	47645.8	22.5927	218.133	4627.23	0.00265144	0.264015	4714.94	2681.53	0.739618	1.15871e-006	0.942677	1	142.938
10	280	90	10	10	10	280	10	7.28283	1.42271	0.102547	0.0192215	0.72193	367.829	1.78323	0.0243115	0.121571	0.135564	47669.4	22.6175	218.239	4626.94	0.00265144	0.263604	4715.44	2680.35	0.739618	1.15863e-006	0.943056	1	142.883
10	280	90	10	10	10	280	10	7.27419	1.42096	0.102528	0.0192215	0.721609	367.808	1.78323	0.0243099	0.121623	0.135538	47691.7	22.6432	218.345	4626.64	0.00265144	0.263177	4715.99	2679.18	0.739618	1.15854e-006	0.943327	1	142.825
10	280	90	10	10	10	280	10	7.26522	1.41914	0.102507	0.0192215	0.721287	367.767	1.78323	0.0243084	0.121682	0.135511	47715.3	22.6698	218.464	4626.35	0.00265144	0.262731	4716.58	2678	0.739618	1.15846e-006	0.943652	1	142.766
10	280	90	10	10	10	280	10	7.25592	1.41726	0.102488	0.0192203	0.72092	367.726	1.78312	0.0243069	0.121741	0.135482	47740.1	22.6975	218.584	4626.05	0.00265144	0.262285	4717.12	2676.82	0.739618	1.15837e-006	0.944085	1	142.705
10	280	90	10	10	10	280	10	7.24628	1.4153	0.102468	0.0192203	0.720598	367.664	1.78302	0.0243054	0.1218	0.135453	47766.1	22.7262	218.703	4626.05	0.00265144	0.26184	4717.67	2675.65	0.739665	1.1582e-006	0.944518	1	142.642
10	280	90	10	10	10	280	10	7.23631	1.41328	0.102446	0.019219	0.720277	367.623	1.78291	0.0243023	0.121867	0.135422	47793.4	22.7559	218.835	4626.05	0.00265144	0.261376	4718.17	2674.3	0.739711	1.15812e-006	0.944897	1	142.577
10	280	90	10	10	10	280	10	7.22601	1.41119	0.102424	0.019219	0.719909	367.582	1.78281	0.0242993	0.121934	0.135389	47820.7	22.7865	218.968	4626.05	0.00265144	0.260895	4718.67	2672.96	0.739758	1.15812e-006	0.94533	1	142.511
