[Mek1-PP]_0	[Erk2]_0	[Mos]_0	[Erk2-P]_0	[Erk2-PP]_0	[Mos-P]_0	[Mek1]_0	[Mek1-P]_0	(phosphorylation of MAPKK).KK3	(MAPKKK activation).K1	(dephosphorylation of MAPK-PP).V9	(phosphorylation of MAPK).k7	(phosphorylation of MAPK-P).k8	(MAPKKK inactivation).KK2	(MAPKKK inactivation).V2	(phosphorylation of MAPKK).k3	(phosphorylation of MAPKK-P).k4	(dephosphorylation of MAPKK-PP).KK5	(dephosphorylation of MAPK-PP).KK9	(dephosphorylation of MAPKK-P).KK6	(phosphorylation of MAPKK-P).KK4	(MAPKKK activation).V1	(MAPKKK activation).Ki	(phosphorylation of MAPK).KK7	(dephosphorylation of MAPK-P).KK10	(phosphorylation of MAPK-P).KK8	(dephosphorylation of MAPKK-PP).V5	(dephosphorylation of MAPK-P).V10	(dephosphorylation of MAPKK-P).V6	(MAPKKK activation).n	TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Value
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.67479e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.6568e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.64041e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.62604e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.6141e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.60488e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.59839e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.59465e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.59372e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.59349e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.59333e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.59308e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.59275e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.59234e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.59186e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.59132e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.59071e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.59005e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.58934e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.58859e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.58781e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.58701e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.5862e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.58537e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.58454e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.58371e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.58289e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.5821e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.58133e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.5806e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.57991e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.57927e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.5787e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.5782e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.57779e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.57748e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.57727e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.57715e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.57712e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.52862e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.5269e+06
10	280	90	10	10	10	280	10	10.9952	0.127421	1.29598e-05	0.0191301	0.58306	557.643	2.72164	0.0237853	0.0585721	2.13481e-06	754701	51528.9	80.4557	9.37691	1.42825	0.0578695	0.00177443	2156.69	0.746185	0.00545105	617.596	1	1.52679e+06
