Mek1-PP	Erk2	Mos	Erk2-P	Erk2-PP	Mos-P	Mek1	Mek1-P	(phosphorylation of MAPKK).KK3	(MAPKKK activation).K1	(dephosphorylation of MAPK-PP).V9	(phosphorylation of MAPK).k7	(phosphorylation of MAPK-P).k8	(MAPKKK inactivation).KK2	(MAPKKK inactivation).V2	(phosphorylation of MAPKK).k3	(phosphorylation of MAPKK-P).k4	(dephosphorylation of MAPKK-PP).KK5	(dephosphorylation of MAPK-PP).KK9	(dephosphorylation of MAPKK-P).KK6	(phosphorylation of MAPKK-P).KK4	(MAPKKK activation).V1	(MAPKKK activation).Ki	(phosphorylation of MAPK).KK7	(dephosphorylation of MAPK-P).KK10	(phosphorylation of MAPK-P).KK8	(dephosphorylation of MAPKK-PP).V5	(dephosphorylation of MAPK-P).V10	(dephosphorylation of MAPKK-P).V6	(MAPKKK activation).n	RSS
5.29359	113.45	1e-06	1e-06	0.00700646	47596.8	1e-06	1.41017	965236.0	73986.0	6757.65	0.0169325	74.1479	1e-06	1.0984	0.274659	2.4161e-05	0.000608379	0.0014188	1.82452e-05	0.000323189	1e-06	132837	2.06699e-06	1e-06	0.0024199	4418.58	1.69185e-06	25.2925	3.45808	2055300000.0
5.29359	113.45	1e-06	1e-06	0.00856346	47596.8	1e-06	1.41017	1000000.0	89162.7	7751.42	0.0197546	86.5058	1e-06	1.29555	0.366212	2.4161e-05	0.000669217	0.000709402	1.56387e-05	0.000645379	1e-06	132837	2.06699e-06	1e-06	1e-06	2651.15	1.01511e-06	28.7811	3.68861	2046860000.0
3.52906	151.266	1e-06	1e-06	0.0103799	1.00003e-05	1e-06	1.41017	1000000.0	104339.0	8745.19	0.0225766	98.8638	1e-06	1.52087	0.503541	2.4161e-05	0.000730055	1e-06	1.30323e-05	0.000645379	1e-06	132837	2.48039e-06	37.6783	1e-06	1e-06	1e-06	33.1419	3.91915	116542.0
3.52906	143.703	1.21136e-06	172.654	0.0104318	1.00003e-05	1e-06	1.69221	1000000.0	104339.0	8705.44	0.0226895	101.335	1e-06	1.51523	0.503541	2.48513e-05	0.000717888	0.00014288	1.35536e-05	0.000580941	1e-06	132837	2.39771e-06	45.2139	1e-06	1e-06	1e-06	33.1419	3.91915	113517.0
3.45848	142.19	1.25363e-06	138.123	0.0104422	1.00003e-05	1e-06	1.46658	1000000.0	104415.0	8697.49	0.0226669	101.83	1e-06	1.51636	0.503541	2.48513e-05	0.000715454	0.000171257	1.34493e-05	0.000580941	1e-06	132837	2.41425e-06	43.7068	1e-06	1e-06	1.01353e-06	33.1419	3.91915	113415.0
3.3879	140.678	1.2959e-06	138.123	0.010463	1.00003e-05	1e-06	1.46658	1000000.0	104491.0	8689.54	0.0226444	102.324	1e-06	1.51749	0.503541	2.48513e-05	0.00071302	0.000199633	1.3345e-05	0.000580941	1e-06	132837	2.43079e-06	42.1997	1e-06	1e-06	1.02707e-06	33.1419	3.91915	113383.0
3.24674	139.165	1.38044e-06	138.123	0.0104941	1.00003e-05	1e-06	1.52299	999010.0	104643.0	8673.64	0.0225992	103.313	1e-06	1.51974	0.503541	2.48513e-05	0.000708153	0.000256385	1.3345e-05	0.000580941	1.25297e-05	132837	2.46386e-06	39.1854	1e-06	1e-06	1.05414e-06	33.1768	3.91915	113322.0
3.03499	136.14	1.50726e-06	138.123	0.0105356	1.00003e-05	1e-06	1.57939	997030.0	104795.0	8649.79	0.0225315	104.796	1e-06	1.52312	0.503541	2.47132e-05	0.000700853	0.000341513	1.3345e-05	0.000580941	2.40593e-05	132837	2.51346e-06	34.664	1e-06	1e-06	1.09474e-06	33.2466	3.91915	113237.0
2.75267	133.114	1.67634e-06	172.654	0.0105875	1.00003e-05	1e-06	1.57939	994060.0	104870.0	8617.99	0.0224412	106.773	1e-06	1.52537	0.503541	2.45752e-05	0.000691119	0.000455017	1.34493e-05	0.000580941	3.5589e-05	132837	2.57961e-06	28.6355	1e-06	1e-06	1.14888e-06	33.3512	3.91915	113117.0
2.47034	130.089	1.84543e-06	172.654	0.0106498	1.00003e-05	1e-06	1.57939	991090.0	104946.0	8586.19	0.0223509	108.75	1e-06	1.52763	0.503541	2.44371e-05	0.000681385	0.000568522	1.35536e-05	0.000580941	4.71186e-05	132837	2.64575e-06	22.607	1e-06	1e-06	1.20302e-06	33.4559	3.91915	112999.0
2.11744	125.551	2.05679e-06	172.654	0.0107225	1.00003e-05	1e-06	1.57939	987130.0	105022.0	8546.44	0.022238	111.222	1e-06	1.53101	0.503541	2.4161e-05	0.000669217	0.000710402	1.36578e-05	0.000580941	5.86483e-05	132837	2.72843e-06	15.0713	1e-06	1e-06	1.2707e-06	33.5257	3.91915	112872.0
1.69395	121.013	2.31042e-06	172.654	0.0108055	1.00003e-05	1e-06	1.57939	982180.0	105098.0	8498.74	0.0221025	114.188	1e-06	1.53551	0.503541	2.38849e-05	0.000654616	0.000880659	1.38663e-05	0.000580941	8.17076e-05	132837	2.82765e-06	6.02852	1e-06	1e-06	1.3519e-06	33.6303	3.91915	112749.0
1.19988	114.962	2.60632e-06	172.654	0.0108989	1.00003e-05	1e-06	1.57939	976240.0	105174.0	8443.08	0.0219445	117.648	1e-06	1.54114	0.503541	2.37468e-05	0.000637581	0.00107929	1.39706e-05	0.000580941	0.000116297	132837	2.92686e-06	1e-06	1e-06	1e-06	1.44665e-06	33.7699	3.91915	112646.0
0.635232	108.912	2.94449e-06	172.654	0.0110027	1.00003e-05	1e-06	1.57939	969310.0	105250.0	8379.48	0.0217639	121.602	1e-06	1.5479	0.503541	2.36087e-05	0.000618113	0.0013063	1.41791e-05	0.000580941	0.000150885	132837	3.04262e-06	1e-06	1e-06	1e-06	1.55493e-06	33.9443	3.91915	112580.0
0.141163	102.861	3.32493e-06	172.654	0.0111169	1.00003e-05	1e-06	1.57939	961391.0	105326.0	8307.93	0.0216058	126.051	1e-06	1.55579	0.503541	2.34707e-05	0.000601079	0.00156168	1.43876e-05	0.000580941	0.000185474	132837	3.14183e-06	1.50713	1e-06	1e-06	1.64967e-06	34.1187	3.91915	112567.0
0.15528	103.164	3.33339e-06	179.56	0.011119	1.00003e-05	1e-06	1.53427	961391.0	105341.0	8306.34	0.0216104	126.15	1e-06	1.55556	0.503541	2.34707e-05	0.000600592	0.00156736	1.43876e-05	0.000580941	0.000185474	132837	3.13852e-06	1.80856	1e-06	1e-06	1.64696e-06	34.1187	3.91915	112546.0
0.15528	103.466	3.3503e-06	186.466	0.0111232	1.00003e-05	1e-06	1.53427	961193.0	105341.0	8303.16	0.0216104	126.348	1e-06	1.55511	0.503541	2.34707e-05	0.000599619	0.00157871	1.44085e-05	0.000580941	0.000183169	132837	3.13852e-06	1.80856	1e-06	1e-06	1.64696e-06	34.1257	3.91915	112539.0
0.152456	103.406	3.35199e-06	186.466	0.0111236	76.1549	0.290054	1.54329	961193.0	105341.0	8302.84	0.0216094	126.368	0.454833	1.55507	0.503468	2.34707e-05	0.000599521	0.00157985	1.44043e-05	0.000581456	0.000182707	132837	3.13852e-06	1.74827	1e-06	1e-06	1.6475e-06	34.1243	3.91915	104276.0
0.151892	103.418	3.35232e-06	186.742	0.0111235	91.3858	0.290054	1.54284	961200.0	105342.0	8302.78	0.0216093	126.372	0.363867	1.55508	0.503468	2.34696e-05	0.000599541	0.00158007	1.44051e-05	0.000581456	0.000182615	132837	3.13852e-06	1.73622	1e-06	1e-06	1.64761e-06	34.1246	3.91915	103937.0
0.151327	103.43	3.35266e-06	187.019	0.0111234	91.3858	0.290054	1.54284	961208.0	105342.0	8302.72	0.0216091	126.376	0.2729	1.55509	0.503468	2.34685e-05	0.00059956	0.0015803	1.4406e-05	0.000581456	0.000182523	132837	3.13852e-06	1.72416	1e-06	1e-06	1.64772e-06	34.1249	3.91915	103937.0
0.150198	103.43	3.35334e-06	187.019	0.0111234	91.3858	0.290054	1.54149	961224.0	105343.0	8302.65	0.0216089	126.384	0.0909675	1.55511	0.503453	2.34685e-05	0.00059958	0.00158075	1.4406e-05	0.000581559	0.000182338	132837	3.13852e-06	1.70004	1e-06	1e-06	1.64794e-06	34.1251	3.91915	103936.0
0.148504	103.418	3.35435e-06	186.742	0.0111235	91.3858	0.290054	1.54104	961240.0	105343.0	8302.59	0.0216087	126.391	0.0909675	1.55513	0.503438	2.34674e-05	0.000599599	0.00158121	1.4406e-05	0.000581663	0.000182154	132837	3.13852e-06	1.67593	1e-06	1e-06	1.64815e-06	34.1251	3.91915	103936.0
0.146245	103.394	3.35571e-06	186.742	0.0111237	91.3858	0.290054	1.53923	961264.0	105344.0	8302.59	0.0216084	126.399	0.0909675	1.55517	0.503424	2.34652e-05	0.000599619	0.00158166	1.44051e-05	0.000581869	0.000181969	132837	3.13852e-06	1.63976	1e-06	1e-06	1.64848e-06	34.1251	3.91915	103936.0
0.143422	103.357	3.3574e-06	186.742	0.0111239	91.3858	0.290054	1.53743	961296.0	105345.0	8302.52	0.0216078	126.411	0.0909675	1.55521	0.503394	2.34629e-05	0.000599619	0.00158234	1.44051e-05	0.000581972	0.000181785	132837	3.13852e-06	1.60359	1e-06	1e-06	1.6488e-06	34.1251	3.91915	103936.0
0.140034	103.309	3.35909e-06	186.742	0.0111242	91.3858	0.290054	1.53607	961335.0	105347.0	8302.46	0.0216071	126.427	0.0909675	1.55527	0.50335	2.34596e-05	0.000599619	0.00158325	1.44043e-05	0.000582075	0.000181508	132837	3.13852e-06	1.55536	1.77437e-06	1e-06	1.64924e-06	34.1251	3.91915	103936.0
0.136082	103.26	3.36112e-06	186.742	0.0111246	91.3858	0.290054	1.53427	961383.0	105349.0	8302.33	0.0216062	126.447	0.0909675	1.55533	0.503292	2.34563e-05	0.000599619	0.00158439	1.44035e-05	0.000582281	0.000181139	132837	3.13852e-06	1.49507	2.54874e-06	1e-06	1.64978e-06	34.1254	3.91915	103936.0
0.131564	103.212	3.36315e-06	187.019	0.0111251	91.3858	0.290054	1.53246	961438.0	105352.0	8302.14	0.0216051	126.471	0.0909675	1.5554	0.503219	2.3453e-05	0.000599619	0.00158575	1.44026e-05	0.000582487	0.000180863	132837	3.13852e-06	1.42273	3.32311e-06	1e-06	1.65043e-06	34.126	3.91915	103935.0
0.126483	103.152	3.36518e-06	187.019	0.0111257	91.3858	0.290054	1.52976	961501.0	105356.0	8301.95	0.0216039	126.494	0.0909675	1.55548	0.503145	2.34497e-05	0.000599619	0.00158734	1.4401e-05	0.000582694	0.000180494	132837	3.13852e-06	1.33833	3.32311e-06	1e-06	1.65119e-06	34.1265	3.91915	103935.0
0.120836	103.091	3.3672e-06	187.019	0.0111264	91.3858	0.290054	1.52705	961573.0	105360.0	8301.76	0.0216024	126.522	0.0909675	1.55557	0.503057	2.34464e-05	0.000599599	0.00158915	1.43985e-05	0.0005829	0.000180032	132837	3.13852e-06	1.24188	3.32311e-06	1e-06	1.65205e-06	34.1274	3.91915	103935.0
0.114625	103.018	3.36957e-06	187.019	0.011127	91.3858	0.290054	1.52479	961652.0	105365.0	8301.51	0.021601	126.554	0.0909675	1.55567	0.502955	2.34442e-05	0.00059958	0.0015912	1.43968e-05	0.000583106	0.000179479	132837	3.13852e-06	1.13336	3.32311e-06	1e-06	1.65303e-06	34.1282	3.91915	103935.0
0.107849	102.946	3.37228e-06	187.019	0.0111276	91.3858	0.290054	1.52118	961739.0	105371.0	8301.19	0.0215993	126.589	0.0909675	1.55578	0.502838	2.34409e-05	0.000599541	0.00159347	1.43943e-05	0.000583312	0.000178833	132837	3.13852e-06	1.01279	2.54874e-06	1e-06	1.65411e-06	34.1293	3.91915	103935.0
0.100509	102.873	3.37532e-06	187.295	0.0111284	91.3858	0.290054	1.51757	961834.0	105377.0	8300.81	0.0215979	126.625	0.0909675	1.5559	0.502706	2.34375e-05	0.000599482	0.00159574	1.43918e-05	0.000583518	0.000178095	132837	3.13866e-06	0.880165	1.77437e-06	1e-06	1.6553e-06	34.1304	3.91915	103935.0
0.0926036	102.789	3.3787e-06	187.295	0.0111292	91.3858	0.290054	1.51441	961937.0	105383.0	8300.36	0.0215963	126.664	0.0909675	1.55602	0.502559	2.34331e-05	0.000599404	0.00159823	1.43884e-05	0.000583621	0.000177265	132837	3.13879e-06	0.735481	1e-06	1e-06	1.6566e-06	34.1316	3.91915	103934.0
0.0841338	102.692	3.38242e-06	187.295	0.0111301	91.3858	0.290054	1.5099	962048.0	105391.0	8299.85	0.0215945	126.708	0.0909675	1.55616	0.502413	2.34287e-05	0.000599327	0.00160073	1.43851e-05	0.000583725	0.000176343	132837	3.13892e-06	0.578739	1e-06	1e-06	1.65801e-06	34.1327	3.91915	103934.0
0.0750994	102.595	3.38648e-06	187.571	0.0111311	91.3858	0.290054	1.50539	962167.0	105398.0	8299.28	0.0215925	126.751	0.0909675	1.5563	0.502252	2.34243e-05	0.000599268	0.00160345	1.43809e-05	0.000583931	0.000175328	132837	3.13919e-06	0.409941	1e-06	1e-06	1.65952e-06	34.1341	3.91915	103934.0
0.0655004	102.498	3.39088e-06	187.571	0.0111322	91.3858	0.290054	1.50042	962293.0	105405.0	8298.65	0.0215903	126.795	0.0909675	1.55646	0.502091	2.34199e-05	0.00059921	0.00160641	1.43759e-05	0.000584137	0.000174314	132837	3.13958e-06	0.241142	1e-06	1e-06	1.66104e-06	34.1355	3.91915	103934.0
0.0553367	102.389	3.39527e-06	187.847	0.0111334	91.3858	0.290054	1.49501	962428.0	105413.0	8297.95	0.021588	126.842	0.0909675	1.55662	0.50193	2.34155e-05	0.000599151	0.00160958	1.43709e-05	0.000584343	0.000173207	132837	3.13998e-06	0.0602862	1.77437e-06	1e-06	1.66266e-06	34.1369	3.91915	103934.0
0.0446083	102.268	3.40001e-06	187.847	0.0111346	91.3858	0.348064	1.48914	962571.0	105422.0	8297.18	0.0215854	126.894	0.0909675	1.55679	0.501754	2.34099e-05	0.000599093	0.00161299	1.43651e-05	0.000584549	0.000172008	132837	3.14038e-06	1e-06	1.77437e-06	1e-06	1.6644e-06	34.1385	3.91915	103933.0
0.0333153	102.147	3.40508e-06	187.847	0.0111359	91.3858	0.348064	1.48282	962721.0	105430.0	8296.36	0.0215827	126.945	0.0909675	1.55697	0.501563	2.34044e-05	0.000599015	0.00161662	1.43593e-05	0.000584756	0.000170717	132837	3.14077e-06	1e-06	1.77437e-06	1e-06	1.66624e-06	34.1405	3.91915	103933.0
0.0214577	102.014	3.41015e-06	188.124	0.0111374	91.3858	0.348064	1.47606	962879.0	105439.0	8295.47	0.02158	127.0	0.0909675	1.55716	0.501358	2.33989e-05	0.000598918	0.00162025	1.43526e-05	0.000585065	0.000169333	132837	3.14117e-06	1e-06	1.77437e-06	1e-06	1.66819e-06	34.1424	3.91915	103933.0
0.0090354	101.881	3.41556e-06	188.124	0.0111388	91.3858	0.348064	1.46884	963046.0	105449.0	8294.57	0.0215771	127.06	0.0909675	1.55736	0.501153	2.33923e-05	0.000598801	0.00162411	1.43459e-05	0.000585374	0.000167857	132837	3.14143e-06	1e-06	1.77437e-06	1e-06	1.67024e-06	34.1447	3.91915	103933.0
1e-06	101.76	3.42131e-06	188.4	0.0111404	91.3858	0.348064	1.46116	963220.0	105459.0	8293.62	0.021574	127.123	0.0909675	1.55757	0.500948	2.33845e-05	0.000598665	0.0016282	1.43384e-05	0.000585787	0.000166289	132837	3.1417e-06	1e-06	1.77437e-06	1e-06	1.67241e-06	34.1472	3.91915	103933.0
1e-06	101.651	3.4274e-06	188.4	0.0111421	91.3858	0.348064	1.45304	963402.0	105470.0	8292.67	0.0215708	127.19	0.0909675	1.55778	0.500728	2.33757e-05	0.000598509	0.00163251	1.43317e-05	0.000586199	0.000164629	132837	3.14196e-06	1e-06	1.77437e-06	1e-06	1.67468e-06	34.15	3.91915	103933.0
1e-06	101.554	3.43382e-06	188.4	0.0111438	91.3858	0.348064	1.44447	963592.0	105480.0	8291.71	0.0215674	127.261	0.0909675	1.55801	0.500509	2.33657e-05	0.000598334	0.0016366	1.43259e-05	0.000586714	0.000162876	132837	3.14223e-06	1e-06	1e-06	1e-06	1.67706e-06	34.1531	3.91915	103933.0
1e-06	101.469	3.44059e-06	188.4	0.0111457	91.3858	0.406075	1.43544	963790.0	105491.0	8290.82	0.0215638	127.337	0.0909675	1.55824	0.500289	2.33547e-05	0.000598139	0.00164046	1.43209e-05	0.000587333	0.000161032	132837	3.14249e-06	1e-06	1e-06	1e-06	1.67955e-06	34.1564	3.91915	103933.0
1e-06	101.397	3.44769e-06	188.4	0.0111476	91.3858	0.406075	1.42597	963996.0	105502.0	8289.93	0.0215601	127.416	0.0909675	1.55848	0.500055	2.33426e-05	0.000597925	0.00164454	1.43167e-05	0.000588055	0.000159095	132837	3.14276e-06	1e-06	1.77437e-06	1e-06	1.68215e-06	34.16	3.91915	103933.0
1e-06	101.336	3.45513e-06	188.4	0.0111496	91.3858	0.406075	1.41604	964210.0	105513.0	8288.98	0.0215563	127.499	0.0909675	1.55874	0.499805	2.33293e-05	0.000597691	0.00164886	1.43134e-05	0.00058888	0.000157065	132837	3.14302e-06	1e-06	2.54874e-06	1e-06	1.68486e-06	34.1639	3.91915	103933.0
1e-06	101.288	3.46291e-06	188.4	0.0111516	91.3858	0.406075	1.40566	964432.0	105525.0	8287.96	0.0215524	127.586	0.0909675	1.559	0.499556	2.33149e-05	0.000597438	0.00165317	1.43109e-05	0.000589807	0.000154944	132837	3.14329e-06	1e-06	4.09748e-06	1e-06	1.68768e-06	34.1681	3.91915	103933.0
1e-06	101.252	3.47102e-06	188.4	0.0111538	91.3858	0.406075	1.39483	964661.0	105538.0	8286.88	0.0215482	127.677	0.0909675	1.55927	0.499293	2.32995e-05	0.000597166	0.00165771	1.43092e-05	0.000590838	0.00015273	132837	3.14355e-06	1e-06	5.64621e-06	1e-06	1.6906e-06	34.1726	3.91915	103933.0
1e-06	101.227	3.47948e-06	188.4	0.011156	91.3858	0.406075	1.38355	964899.0	105551.0	8285.8	0.0215439	127.772	0.0909675	1.55955	0.499014	2.32829e-05	0.000596874	0.00166202	1.43084e-05	0.000591973	0.000150424	132837	3.14382e-06	1e-06	7.19495e-06	1e-06	1.69363e-06	34.1773	3.91915	103933.0
1e-06	101.215	3.48827e-06	188.4	0.0111584	91.3858	0.464085	1.37182	965145.0	105564.0	8284.65	0.0215394	127.87	0.0909675	1.55984	0.498736	2.32652e-05	0.000596562	0.00166611	1.43084e-05	0.00059321	0.000148026	132837	3.14408e-06	1e-06	9.51806e-06	1e-06	1.69677e-06	34.1824	3.91915	103932.0
1e-06	101.215	3.4974e-06	188.4	0.0111608	91.3858	0.464085	1.35963	965398.0	105578.0	8283.44	0.0215347	127.973	0.0909675	1.56013	0.498443	2.32465e-05	0.000596231	0.00166997	1.43092e-05	0.00059455	0.000145536	132837	3.14434e-06	1e-06	1.26155e-05	1e-06	1.70002e-06	34.1877	3.91915	103932.0
1e-06	101.227	3.50687e-06	188.4	0.0111633	91.3858	0.464085	1.347	965659.0	105593.0	8282.17	0.0215298	128.08	0.0909675	1.56044	0.498165	2.32266e-05	0.000595881	0.00167405	1.43109e-05	0.000595994	0.000142953	132837	3.14461e-06	1e-06	1.64874e-05	1e-06	1.70338e-06	34.1932	3.91915	103932.0
1e-06	101.252	3.51668e-06	188.4	0.0111658	91.3858	0.464085	1.33391	965929.0	105608.0	8280.9	0.0215247	128.191	0.0909675	1.56076	0.497901	2.32056e-05	0.000595511	0.00167837	1.43134e-05	0.00059754	0.000140278	132837	3.14487e-06	1e-06	2.03592e-05	1e-06	1.70684e-06	34.1991	3.91915	103932.0
1e-06	101.288	3.52682e-06	188.4	0.0111685	91.3858	0.464085	1.32037	966206.0	105623.0	8279.63	0.0215195	128.305	0.0909675	1.56108	0.497623	2.31835e-05	0.000595121	0.00168291	1.43167e-05	0.00059919	0.000137511	132837	3.14514e-06	1e-06	2.42311e-05	1e-06	1.71041e-06	34.2052	3.91915	103932.0
1e-06	101.336	3.53731e-06	188.4	0.0111712	91.3858	0.522096	1.30638	966491.0	105639.0	8278.36	0.0215141	128.424	0.0909675	1.56141	0.49733	2.31603e-05	0.000594713	0.00168767	1.43209e-05	0.000600942	0.000134652	132837	3.1454e-06	1e-06	2.88773e-05	1e-06	1.7141e-06	34.2117	3.91915	103932.0
1e-06	101.397	3.54813e-06	188.4	0.0111741	91.3858	0.522096	1.29194	966784.0	105655.0	8277.02	0.0215085	128.547	0.0909675	1.56176	0.497022	2.31371e-05	0.000594284	0.00169244	1.43251e-05	0.000602798	0.0001317	132837	3.14567e-06	1e-06	3.42979e-05	1e-06	1.71788e-06	34.2184	3.91915	103932.0
1e-06	101.469	3.55929e-06	188.4	0.011177	91.3858	0.522096	1.27705	967085.0	105672.0	8275.69	0.0215027	128.673	0.0909675	1.56211	0.496715	2.31128e-05	0.000593837	0.00169744	1.43301e-05	0.000604757	0.000128656	132837	3.14593e-06	1e-06	4.04928e-05	1e-06	1.72178e-06	34.2253	3.91915	103932.0
1e-06	101.554	3.57078e-06	188.4	0.01118	91.3858	0.580107	1.26171	967394.0	105689.0	8274.29	0.0214967	128.804	0.0909675	1.56247	0.496392	2.30874e-05	0.000593369	0.00170266	1.43359e-05	0.000606819	0.00012552	132837	3.1462e-06	1e-06	4.66878e-05	1e-06	1.72579e-06	34.2326	3.91915	103932.0
1e-06	101.651	3.58262e-06	188.4	0.011183	91.3858	0.580107	1.24592	967711.0	105706.0	8272.82	0.0214906	128.938	0.0909675	1.56284	0.49607	2.30609e-05	0.000592883	0.00170811	1.43409e-05	0.000608984	0.000122292	132837	3.14646e-06	1e-06	5.36571e-05	1e-06	1.7299e-06	34.2401	3.91915	103932.0
1e-06	101.76	3.59479e-06	188.4	0.0111862	91.3858	0.580107	1.22967	968035.0	105724.0	8271.3	0.0214843	129.077	0.0909675	1.56322	0.495733	2.30333e-05	0.000592376	0.00171378	1.43451e-05	0.000611252	0.000118971	132837	3.14673e-06	1e-06	6.06264e-05	1e-06	1.73413e-06	34.2479	3.91915	103932.0
1e-06	101.857	3.60731e-06	188.4	0.0111894	91.3858	0.580107	1.21297	968368.0	105742.0	8269.71	0.0214778	129.219	0.0909675	1.5636	0.495396	2.30046e-05	0.000591851	0.00171946	1.43484e-05	0.000613521	0.000115559	132837	3.14699e-06	1e-06	6.83701e-05	1e-06	1.73846e-06	34.256	3.91915	103932.0
1e-06	101.941	3.62016e-06	188.4	0.0111927	91.3858	0.638117	1.19583	968709.0	105760.0	8268.12	0.0214711	129.361	0.0909675	1.564	0.495059	2.29748e-05	0.000591325	0.00172536	1.43526e-05	0.000615789	0.000112054	132837	3.14725e-06	1e-06	7.68882e-05	1e-06	1.7429e-06	34.2641	3.91915	103932.0
1e-06	102.014	3.63335e-06	188.4	0.0111961	91.3858	0.638117	1.17823	969057.0	105779.0	8266.46	0.0214642	129.508	0.0909675	1.56441	0.494708	2.29438e-05	0.00059078	0.00173103	1.43568e-05	0.00061816	0.000108456	132837	3.14752e-06	1e-06	8.61806e-05	1e-06	1.74744e-06	34.2725	3.91915	103932.0
1e-06	102.075	3.64687e-06	188.4	0.0111996	91.3858	0.638117	1.16018	969413.0	105797.0	8264.81	0.0214572	129.654	1e-06	1.56482	0.494342	2.29118e-05	0.000590215	0.00173648	1.43618e-05	0.000620635	0.000104767	132837	3.14778e-06	1e-06	9.5473e-05	1e-06	1.7521e-06	34.2812	3.91915	103931.0
