(phosphorylation of MAPKK).KK3	(MAPKKK activation).K1	(dephosphorylation of MAPK-PP).V9	(phosphorylation of MAPK).k7	(phosphorylation of MAPK-P).k8	(MAPKKK inactivation).KK2	(MAPKKK inactivation).V2	(phosphorylation of MAPKK).k3	(phosphorylation of MAPKK-P).k4	(dephosphorylation of MAPKK-PP).KK5	(dephosphorylation of MAPK-PP).KK9	(dephosphorylation of MAPKK-P).KK6	(phosphorylation of MAPKK-P).KK4	(MAPKKK activation).V1	(MAPKKK activation).Ki	(phosphorylation of MAPK).KK7	(dephosphorylation of MAPK-P).KK10	(phosphorylation of MAPK-P).KK8	(dephosphorylation of MAPKK-PP).V5	(dephosphorylation of MAPK-P).V10	(dephosphorylation of MAPKK-P).V6	(MAPKKK activation).n	RSS
99.8368	94.0194	99.5159	3.35921	5.17253	6.80955	10.2522	38.6251	57.6614	0.100086	99.9997	10.5519	99.9844	0.207579	0.19246	100.0	0.1	100.0	0.1	92.6327	0.1	99.6373	30232.4
93.5797	0.986901	0.100729	0.338026	0.100002	12.4355	0.100002	0.1	0.100077	19.2661	99.9971	0.113416	99.9949	1.29684	9.58548	0.128376	10.1937	99.8285	1.18958	69.687	1.15104	99.9999	3125.7
50.5248	99.9793	1.32905	0.1	0.1	24.6269	84.5231	32.0425	20.9966	100.0	0.10001	0.1	0.707984	1.04818	3.8408	0.100001	100.0	99.9996	0.190339	91.938	0.100004	0.782858	24848.8
47.6194	0.182119	39.7414	0.162625	1.83831	5.58609	12.3376	32.2624	20.7758	0.100013	99.7924	0.100836	0.103395	11.9651	0.100031	99.8959	0.100001	99.9866	0.11701	5.34034	0.100004	0.933528	29990.9
95.9429	25.1227	4.63558	1.74637	19.4358	20.0228	0.10437	0.289279	0.100362	4.89775	88.6366	100.0	99.9686	97.8336	12.2988	2.9823	0.653464	0.745352	1.28309	99.7385	8.43705	73.4887	7755.14
100.0	40.8575	11.861	0.533863	0.782969	38.9208	0.1	3.35134	3.86553	99.9995	99.9924	0.100009	100.0	15.7525	87.6263	99.989	0.100002	99.9975	72.7171	9.89177	44.267	99.9765	17019.8
0.535067	10.9391	4.5733	7.30517	20.7399	100.0	0.1	0.1	0.1	0.100013	18.9521	0.100002	3.54451	90.0131	50.1589	3.36355	0.1	2.22769	2.99816	0.935761	3.04096	99.7952	14048.0
30.8477	87.1527	99.883	3.14575	4.75593	48.2333	97.8233	23.3996	50.478	100.0	99.9998	57.5166	74.1668	24.6932	30.6066	100.0	0.1	100.0	0.1	99.7871	0.1	90.524	30161.9
99.9994	0.100101	0.703351	0.1	0.1	9.29511	0.105007	0.1	0.1	16.2719	0.1	99.9993	92.8927	0.393244	99.9999	0.102989	99.9997	99.9996	1.34885	29.4096	3.59964	3.41657	3519.55
