(	0.00247488	0.00301171	0.000385241	0.00118836	1.80925	0.0357795	2.51602e-006	1.55452	0.000152682	0.000345216	5.03511e-005	0.0206236	1.56219e-006	0.00113327	1.31768	515576	43.7443	4.50537e-005	5.02257e-005	45.0842	212.636	0.145153	227.755	0.66929	190.82	2.35855e-005	17010.1	0.0227696	7.92552	112.826	)3.18381e+009
(	137.877	1.16243e-006	326.503	1.59422e-006	2.19957	6.32642e-006	183.787	275036	9.52521	1.11267e-006	453024	0.101617	0.212967	0.027596	2127.07	0.00548459	1036.28	0.000602964	4.3033	48.8244	0.159003	3.2788e-006	0.00409859	1.74223e-006	1.22625e-006	1e-006	1.05541e-006	5.74638	1.10385e-006	1.20704e-006	)363.227
(	119.879	0.000122002	1.67179e-006	1.65558e-006	2.16365	6.78302e-006	177.798	3.82	0.290025	1.13889e-006	539239	0.115211	0.237529	0.000663704	2147.92	0.000391034	9659.71	1e-006	11.7978	30463.8	0.15782	3.75359e-006	0.00411075	1.6753e-006	1.08867e-006	1.17076e-006	1.02431e-006	4.7614	1.14251e-006	0.262665	)250.158
(	131.684	1.2784e-006	264.511	1.95097e-006	2.03539	6.52997e-006	149.955	3.27205	0.300089	1.03416e-006	439548	9.68506e-006	0.0716257	0.000548738	2169.35	739082	42.2301	4.18719e-005	5.26322e-005	44.8978	185.804	0.149508	6.12773e-005	0.512871	1.39569e-006	1e-006	5.97035e-006	1.5799	1.06237e-006	1.40093e-006	)30.3498
(	124.879	0.000130209	1.55485e-006	2.14366e-006	1.79034	5.16657e-006	146.669	2.58062	0.300512	1.10891e-006	561110	9.63491e-006	0.24383	0.000819035	2001.24	668989	40.6238	4.4214e-005	10.9352	43.1344	191.822	0.129546	0.00435239	1.67156e-006	1.03782e-006	1e-006	6.64333e-006	1.15224	1.03036e-006	1.36114e-006	)14.6041
(	114.739	0.000118434	288.953	2.29798e-006	1.94889	5.92334e-006	148.527	2.18769	0.272162	1.03094e-006	552649	8.47877e-006	0.066661	0.000566236	2473.61	818306	45.5684	4.62851e-005	5.71005e-005	42.6915	197.684	0.15495	6.56468e-005	1.89053e-006	1.26149e-006	1e-006	6.85602e-006	1.11016	1e-006	1.39373e-006	)13.5567
(	143.435	0.000126618	2.10386e-006	1.64286e-006	1.71758	7.47986e-006	161.736	2.72422	0.388796	1e-006	514869	8.36558e-006	0.0759351	0.000614559	2667.72	745661	53.2503	4.32061e-005	6.07106e-005	40.8671	192.305	0.174939	6.512e-005	1.64577e-006	1e-006	1.18939e-006	6.69223e-006	1.07792	1e-006	0.235318	)13.3902
(	135.723	0.000132111	2.37847e-006	2.16067e-006	2.13749	4.40258e-006	152.332	3.31688	0.409124	1.0445e-006	388208	9.84617e-006	0.358999	0.00105888	2772.19	665026	43.8837	3.43123e-005	11.3615	40.6639	143.532	0.101949	0.00526449	1.57645e-006	1.09163e-006	1.28641e-006	6.89261e-006	0.872363	1e-006	1.34004e-006	)8.37125
(	139.218	0.000182199	1.87118e-006	2.07906e-006	2.71872	0.202305	0.00026494	3.98344	0.385572	1.14241e-006	338027	1.18422e-005	0.239843	0.00068753	1504.5	0.00620695	9297.07	1e-006	13.7421	34.6704	132.32	0.107427	0.00554635	1.13551e-006	1.00208e-006	1.28023e-006	6.88753e-006	0.862826	1e-006	1.30206e-006	)8.18522
(	151.215	0.000195047	1.62712e-006	2.52613e-006	2.12507	0.190819	0.000209773	4.60936	0.375408	1.36107e-006	351913	1.17006e-005	0.180751	0.000659865	1703.97	0.00617596	8225.14	1e-006	16.0913	37.4042	127.257	0.114233	0.00496852	1.1145e-006	1e-006	1.27025e-006	7.38713e-006	0.856971	1.04627e-006	1.29296e-006	)8.07476
(	142.562	0.000173634	1.86764e-006	2.23534e-006	2.79603	0.196724	0.000295032	3.66932	0.422353	1e-006	378962	1.17927e-005	0.342386	0.000674544	1529.4	0.00467059	8433.01	1.03241e-006	13.0592	38.5305	172.253	0.0930007	0.00593837	1.33255e-006	1e-006	1.39473e-006	6.87125e-006	0.799351	1e-006	1.44358e-006	)7.02466
(	143.026	0.00021027	1.45222e-006	2.3564e-006	2.66079	0.153548	0.000379478	4.48537	0.456837	1e-006	368580	1.09507e-005	0.375189	0.000764809	1336.82	0.00445745	8010.37	1e-006	13.9722	37.9107	160.229	0.107816	0.00501704	1.24402e-006	1.09872e-006	1.39976e-006	6.6842e-006	0.715167	1.18188e-006	1.32593e-006	)5.62169
(	148.475	0.000110442	216.752	2.16524e-006	1.6827	9.17574e-006	171.743	4.25591	0.369426	1.15439e-006	375463	7.93107e-006	0.086473	0.000791317	2329.71	894837	38.7475	1.13133e-006	5.63315e-005	29.985	129.002	0.0989304	0.00543898	1e-006	1.16125e-006	1.63812e-006	5.2978e-006	0.670528	1e-006	1.01421e-006	)4.94583
(	127.982	0.000227125	1.39814e-006	2.90926e-006	2.48218	5.20907e-006	131.062	5.01188	0.529371	1e-006	330316	7.58295e-006	0.263809	0.00044706	2455.72	754786	44.6242	1.06163e-006	13.6196	39.0383	167.005	0.133947	0.00543435	1.19459e-006	1.31862e-006	1e-006	7.10052e-006	0.602847	1.26098e-006	1.56636e-006	)3.99783

(	0.00339559	1982.97	4.63917	417.942	5.00934e-006	53.5887	1.24539e-005	238001	0.048355	0.000293867	2.75258e-006	3.75973e-005	41481.9	3.11402e-005	11.0476	9.57515e-006	0.000172545	14.0653	0.00106238	4.16512e-006	1.57942e-006	0.000541561	278.821	0.000133489	0.00617896	32.2959	4.36597e-005	0.0334882	590240	0.00147802	)4.41137e+014
(	2046.28	0.545955	86206.3	49992.7	0.379433	3.18006e-006	157409	0.0295332	4.15728e-006	96420.9	0.0012035	2.62089	3648.95	0.00335843	112419	222526	0.00812842	0.00324482	1986.16	0.0384458	0.00421899	0.000627807	19.397	0.502574	2.41916e-005	0.00113145	80.5628	0.052954	5.3699e-005	1.30763	)61968.7
(	198.868	0.000171983	1.50965e-006	2.96452e-006	1.5342	5.37186e-006	138.851	5.64815	0.482136	1e-006	61912.9	0.85446	1.27394	0.145316	0.000495638	90.698	0.0179862	9.47204	23476.8	6.15755e-005	134.279	0.117204	0.00503593	1.34577e-006	1e-006	1.06647e-006	6.1848e-006	0.868031	1.05108e-006	1.57851e-006	)8.28828
(	218.407	0.00016062	1.35608e-006	2.65234e-006	1.35315	6.31721e-006	141.635	5.7105	0.437627	3728.25	4.30145	0.772596	1.40237	0.149089	0.000435469	93.0441	0.0166223	9.80231	24483.3	6.03973e-005	136.994	0.150819	0.00491376	1.47672e-006	1e-006	1.03408e-006	7.22022e-006	0.857836	1e-006	1.62876e-006	)8.09472
(	195.11	0.200307	1.30692e-005	292.512	1.91751e-005	6.58389e-006	157.356	5.13968	1922.4	134818	3.49585	2.13302	5724.1	1.51073e-006	0.000399525	1.33205e-005	0.01372	10.2085	21639.9	0.264411	0.0020091	0.143977	0.00488523	1.60254e-006	1e-006	1.10505e-006	7.1706e-006	0.721937	2.14256e-005	0.000420219	)5.7331
(	4.1325	0.000155123	1.10695e-006	2.75569e-006	1.78063	5.81008e-006	135.243	5.43256	0.510815	4741.97	4.89814	0.726857	1.74004	0.136102	7.39306e-005	103.607	0.0199314	11.783	23128.8	6.55367e-005	138.105	0.154391	0.00520968	1.56769e-006	1.07879e-006	1.05527e-006	7.97437e-006	0.291617	1.08981e-006	1.55012e-006	)0.935666
(	192.963	0.000123433	1.51125e-006	0.00439611	1.87277e-005	6.62242e-006	146.18	0.0303798	0.72417	3427.34	5.35459	2.24471	0.934746	0.133794	7.71268e-005	94.9778	0.0207134	12.0138	23640.1	6.67131e-005	154.19	0.159392	0.00517278	1.92393e-006	1.16521e-006	1.17615e-006	8.06899e-006	0.284339	1e-006	1.60154e-006	)0.889556
(	190.37	0.000144892	1.3658e-005	305.513	2.36376e-005	6.37583e-006	135.29	4.7834	0.505395	3968.01	4.94286	0.592808	1.70043	0.161935	7.33885e-005	124.026	0.0136818	10.5799	22502.1	0.255137	0.00181244	0.166033	0.00526076	1.70618e-006	1.07872e-006	1.21055e-006	7.36603e-006	0.251575	2.1651e-005	1.46749e-006	)0.69635
(	267.101	0.000100144	1.44784e-006	1.99776e-006	1.95732e-005	5.22078e-006	162.822	5.91281	2020.9	5135.77	4.86043	1.65429	5965.22	1.51456e-006	0.000429786	1.41807e-005	0.0131897	11.1607	20455.6	6.19738e-005	0.00197517	0.131345	0.00487267	1.61588e-006	1.27497e-006	1.04921e-006	7.5565e-006	0.23828	1e-006	0.000404521	)0.624674
(	276.265	0.000113054	1.64769e-006	2.27984e-006	1.9024	4.80787e-006	188.836	5.59786	1834.22	3715.01	4.80332	0.5557	1.00391	0.137429	0.000465806	1.29622e-005	0.0169172	9.66686	29887.6	0.22275	217.529	0.133178	0.00522632	1.68261e-006	1.11894e-006	1.26263e-006	6.06659e-006	0.223311	1.18231e-006	1.47439e-006	)0.548791
(	214.469	0.000159967	1.22992e-005	311.65	2.87754e-005	5.91689e-006	148.563	4.88206	0.374575	6059.5	5.05696	0.967771	1.92291	0.236574	0.000457834	113.038	0.0195321	11.0919	28453.6	0.260432	0.00165687	0.12288	0.00393806	1.9042e-006	1e-006	1.2027e-006	8.20108e-006	0.207569	1.53307e-006	1.36764e-006	)0.47399
(	157.359	0.0002222	1.39027e-005	293.072	2.42823e-005	7.55301e-006	156.21	4.69816	0.315739	3903.82	4.12468	0.459554	1.27607	0.222594	0.000493603	141.986	0.0180027	11.3674	22612.5	0.262886	0.00162234	0.136432	0.00453053	1.78577e-006	1.23882e-006	1.17101e-006	8.34038e-006	0.185644	1.80738e-005	1.48998e-006	)0.379227
(	257.112	0.000175106	1.33794e-005	300.841	3.69627e-005	5.05636e-006	156.617	5.46449	1766.96	3615.43	4.7582	0.631145	1.01904	0.15607	0.000477065	143.738	0.0200027	10.4231	34148.8	0.221046	245.727	0.113808	0.00480751	1.88592e-006	1e-006	1.07903e-006	8.51791e-006	0.165453	1.75138e-006	1.50797e-006	)0.301336
(	200.307	0.000163143	1e-006	2.90698e-006	2.34737e-005	6.28662e-006	101.998	4.27069	0.400568	4885.99	4.25356	0.566796	1.13915	0.165495	0.000121932	118.227	0.0135338	8.5178	20440	0.298038	0.0013133	0.0939873	0.00550208	1.27642e-006	1e-006	1.57965e-006	5.93209e-006	0.150732	1.32117e-006	1.72382e-006	)0.250107
(	275.745	0.000161016	1.1386e-006	2.82022e-006	3.85024e-005	4.16471e-006	154.371	5.97475	1669.15	5755.47	6.40827	0.953405	1.1347	0.161233	9.21139e-005	154.758	0.0192313	11.2902	27124.4	0.248819	0.00156807	0.127757	0.00471266	2.18911e-006	1.20518e-006	1.323e-006	9.94897e-006	0.132872	1.45403e-006	1.69452e-006	)0.194324

(	0.00168768	0.0764232	0.653143	0.0821322	1.88624e-006	8043.36	48.039	437.574	1.3032	0.00150683	2.06243	0.171329	4.65735e-006	0.000779916	0.000371647	0.0003517	0.0190929	9.22557e-006	0.0607606	0.00158615	1.248e-006	1.0265	12.6484	32550.8	1.56251e-006	6.1411e-006	0.941262	4.58195e-006	7.65687e-006	64.8799	)1.15874e+010
(	1.83462	9.01412e-006	23814.8	6.50673	8.33048	0.000253277	0.0176424	0.00225556	2565.72	1.14279	0.0815539	71.9765	107.146	9.56336e-005	26.913	0.000102189	0.0405495	113129	5.86767	0.000331795	3210.96	2487.17	79.6355	0.00212861	0.46321	0.0119655	9.32866	162.173	0.104545	3928.82	)1.76307e+008
(	2.74245e-005	10759.4	0.0162646	0.00459227	0.00160432	1.72434e-005	0.0196524	13.7949	20968.9	4.34008	8.7884	77.4226	102.91	8.89061e-005	8.72822e-005	1.80887	37.3278	4.95161	378.716	47.8422	0.000449034	16383.6	7.15757	1.17299e-005	3.23629e-005	0.0105396	0.286295	170.336	0.00273601	1.23162	)286063
(	2.76995e-005	1.35457e-005	28685.1	4.7007	0.00146723	17101.4	342450	13.4811	0.00020232	1630.92	9.93806	0.000149552	105.29	0.000104011	9.37188e-005	3.56585e-006	7.86452e-005	0.000348784	9.04318	53.1475	0.000416632	16220.3	7.21161	1.16182e-005	4.49843e-005	0.431401	0.281213	0.000111419	0.00277612	1.23454	)629.309
(	2.67531e-005	10647.2	0.0182705	0.00433031	0.001869	1.66412e-005	0.0172117	19.455	15126.8	2271.19	7.40056	98.4038	3.39469e-005	0.038204	0.53511	3.27178e-006	5.43646e-005	0.000346581	6.10048	61.2815	140498	16010.9	5.48471	1.76151e-005	4.37159e-005	0.389708	0.368633	0.000112545	7.89153e-006	1.28239	)353.799
(	2.43876e-005	11510.3	0.0180712	0.00440725	0.00167963	1.37029e-005	0.0195531	13.8143	17438.3	2224.11	6.91936	125.023	3.37891e-005	9.69e-005	8.93317e-005	3.64899e-006	38.7922	0.000366361	6.09368	59.2196	146661	14809.2	5.26413	1.66248e-005	5.29291e-005	0.0176625	0.22492	9.66479e-005	9.34103e-006	1.2708	)328.296
(	2.88227e-005	12122.6	0.0188239	0.00392588	0.00169332	1.71435e-005	0.0165759	11.9255	17433.3	2171.41	7.29815	96.3013	3.48416e-005	8.64559e-005	8.80126e-005	3.41046e-006	4.5033e-005	0.00039471	5.50145	50.5143	145134	18942.8	4.90509	1.60495e-005	5.03255e-005	0.380031	0.219763	0.000101777	7.82089e-006	1.34748	)296.382
(	2.52531e-005	12467.3	0.0194121	0.00343537	0.00179567	1.29699e-005	0.0174119	23.267	15568.9	2246.96	7.83754	142.003	3.14466e-005	0.0374897	0.550687	4.22619e-006	5.78006e-005	0.000415628	4.72883	61.0246	165250	19356.5	4.93429	1.77117e-005	5.20589e-005	0.337351	0.527389	0.000133937	5.93631e-006	1.27923	)279.388
(	3.40738e-005	9954.11	0.0140454	0.00311338	0.00158654	1.25767e-005	0.0144753	25.325	15028.3	2136.67	6.79278	137.589	3.11627e-005	0.0370759	0.554079	3.52028e-006	6.25368e-005	0.000387467	4.79675	72.0886	175386	18402.9	4.58232	1.6291e-005	5.3648e-005	0.400936	0.581137	0.000140352	6.01113e-006	1.24108	)252.19
(	2.95757e-005	10701.2	0.0165955	0.00559335	0.00147916	1.10913e-005	0.0235128	22.097	0.000249805	1834.93	6.18802	130.399	91.3005	0.000115769	8.48569e-005	2.50636e-006	33.2519	0.000349917	5.67799	50.7919	144057	17827.9	3.8574	2.3665e-005	3.60668e-005	0.392322	0.28133	8.58752e-005	8.96276e-006	1.53405	)236.759
(	3.02836e-005	10901.1	0.0291447	0.00267669	0.00162392	2.02564e-005	294439	20.2449	0.000211452	1318.88	13.1698	0.000114092	5.1982e-005	0.0225786	5.75144e-005	4.69898e-006	27.37	0.000399799	3.71986	0.000845408	181721	17882.1	3.75591	2.35461e-005	3.50661e-005	0.0127002	0.396104	3.15485e-006	7.45052e-006	1.01743	)178.252
(	2.41012e-005	8096.6	0.0131027	0.00332342	0.00172352	1.35689e-005	0.0187747	20.278	17032.4	2201.25	8.27526	121.688	3.07021e-005	0.0491082	0.495605	4.00694e-006	4.01295e-005	0.000326943	5.23862	62.0254	127147	15362	3.23863	1.66289e-005	4.77849e-005	0.372659	0.404943	0.00011449	1.05115e-005	1.15325	)146.897
(	2.69935e-005	10339	0.0211528	0.00284473	0.00154014	1.33292e-005	0.0197981	20.0074	19042.1	2266.95	6.47582	129.681	2.88096e-005	0.0435986	7.04927e-005	5.20245e-006	25.8897	0.000386909	3.11932	0.00100307	156115	13892.9	3.40301	2.00525e-005	5.01832e-005	0.357626	0.392548	3.436e-006	8.84245e-006	1.19521	)139.776
(	2.30113e-005	7691.12	0.0124408	0.00352635	0.00172518	1.4899e-005	0.0215116	18.9972	17677.9	2259.92	8.98247	120.693	2.99214e-005	0.0413858	0.503195	4.16401e-006	4.50139e-005	0.000284871	4.82257	65.2289	188603	15732.1	2.85169	1.65955e-005	4.3303e-005	0.272375	0.615246	0.00015248	4.97179e-006	1.1237	)118.421

(	2.30113e-005	7691.12	0.0124408	0.00352635	0.00172518	1.4899e-005	0.0215116	18.9972	17677.9	2259.92	8.98247	120.693	2.99214e-005	0.0413858	0.503195	4.16401e-006	4.50139e-005	0.000284871	4.82257	65.2289	188603	15732.1	2.85169	1.65955e-005	4.3303e-005	0.272375	0.615246	0.00015248	4.97179e-006	1.1237	)118.421
