(	167.208	0.391007	728477	3.34967e-005	30.4446	0.00430835	0.0248738	8271.72	30089.3	0.00462431	0.000687891	48.4743	1899.67	6.30225e-005	14.5119	5.91791e-005	0.0834329	7.60161e-005	57366.8	4.50875	0.145224	194.811	894876	44199.7	11.432	13849	0.000696482	971767	0.115819	2.98569	)5.41364e+021
(	8.53865	12163.2	0.0681156	0.000825847	1.99357	4.30352e-006	0.000354328	71773.5	609046	0.00644078	0.0124036	2.12549	0.00783993	0.0587876	1.0754	0.00116572	0.000365606	20.4738	6.23405	487168	5.47911e-005	0.618802	0.00620744	3632.98	1.43962e-005	0.0011498	0.0140421	5393.65	1416.73	0.0313152	)4.87248e+008
(	0.0172032	1e-006	1e-006	238484	0.00485882	2.83321e-005	7.65757e-006	3.04258	0.394815	3.26242e-005	526123	1e-006	1e-006	1e-006	1e-006	1e-006	1e-006	1e-006	15.5603	1e-006	1269.98	2421.69	1e-006	1e-006	2468.04	16.3589	0.0209963	1e-006	1e-006	1e-006	)6.70064e+007
(	1.08047e-006	0.117755	0.000273438	1e-006	0.00568991	2.30251e-005	8.44193e-006	2.83357	1e-006	1e-006	1e-006	2260	802889	0.0312136	0.00108329	2.15713	164.074	0.0496806	1e-006	2.46199e-006	1.17207e-006	1e-006	0.266185	1.62727	1.01985e-006	1e-006	1.08137e-006	1e-006	1.11755e-006	1.12107e-006	)29.9022
(	83.8277	0.000102594	1.27764e-005	0.000447473	3.6664e-005	941969	539.353	0.000235786	5.87159	1e-006	1.05783e-006	2573.95	918474	0.0401468	0.00118557	0.01496	155.363	1e-006	1.13903e-006	2.56218e-006	1.02414e-006	1.02348e-006	0.222795	1.36656	1.24906e-006	1e-006	1e-006	1e-006	1e-006	0.566579	)23.219
(	91.1012	9.81957e-005	0.0686271	1e-006	1.86955	3.81589e-006	0.000370011	0.000224732	6.35451	1e-006	1.1025e-006	2494.54	890737	0.0389672	0.0013039	0.0136156	0.028333	1e-006	1e-006	1.08344e-006	0.10695	1e-006	0.237153	1.12851e-006	1.07786e-006	1e-006	1.14437e-006	1e-006	1e-006	0.596355	)4.37401
(	67.9487	8.56699e-005	1e-006	248489	0.00491489	2.29822e-005	8.95359e-006	3.4439	0.462627	1e-006	1.33918e-006	2419.74	869754	0.0411218	0.00122371	0.0115588	0.0302577	1.1819e-006	1.09915e-006	1e-006	0.107869	1e-006	0.191744	1.08599e-006	1e-006	1e-006	1.13586e-006	1e-006	1.19028e-006	0.441021	)2.45567
(	0.0158181	1e-006	1.08816e-006	261347	0.00409417	3.06431e-005	7.5276e-006	0.00023147	7.12753	1e-006	440278	1.0258e-006	1.08286e-006	0.0347902	0.00135727	0.0121445	0.0289208	1.0481e-006	1.05569e-006	1e-006	0.0964797	1.08956e-006	0.215029	1e-006	1e-006	1.13575e-006	1.20494e-006	1e-006	1.12585e-006	1.28879e-006	)0.50612
(	68.3013	0.000105566	1.35711e-005	1.5673e-006	3.79551e-005	1e+006	8.43111e-006	3.38277	0.507283	1e-006	1.35808e-006	2385.1	885259	0.0304691	0.00120463	0.0124132	0.0314718	1.3325e-006	1.14521e-006	2.85159e-006	0.118436	1.1958e-006	0.170084	1e-006	1.11543e-006	1e-006	1.25679e-006	1e-006	1e-006	1.23787e-006	)0.316078
(	66.024	0.000104142	1.12156e-005	1.32039e-006	4.44497e-005	966189	8.75214e-006	3.10995	0.467616	1e-006	1.04918e-006	2595.55	932799	0.0295793	0.00139104	0.0117642	0.0334046	1.10538e-006	1.0151e-006	2.42092e-006	0.118323	1.17278e-006	0.150095	1e-006	1.12816e-006	1e-006	1.43832e-006	1e-006	1.25014e-006	1.06043e-006	)0.246143
(	74.0962	0.000106409	0.056038	1.55844e-006	3.24384e-005	924157	8.78809e-006	3.83081	0.476798	1e-006	1.33418e-006	2077.99	904604	0.0385806	12.6598	0.000947905	0.029707	1.30321e-006	1.16102e-006	3.69011e-006	0.142091	1e-006	0.130265	1.04562e-006	1.10135e-006	1.17228e-006	1.19675e-006	1.05846e-006	1.06986e-006	1.16648e-006	)0.185003
(	90.377	0.000127756	0.0331348	0.000672126	0.0072124	4.41403e-006	0.000306098	11692.4	6.91728	0.00412999	1.19168e-006	3370.36	864038	0.0349995	0.00109321	0.00877361	0.0263794	1.14068e-006	1.37915e-006	2.28792e-006	0.133385	1.30865e-006	0.124154	1.06024e-006	2.08746e-005	1e-006	1.12809e-006	1.09595e-006	1.62419e-006	1.17582e-006	)0.167744
(	91.6122	0.00010603	0.047751	0.000686263	1.57156	5.05934e-006	9.98555e-006	4.80001	0.385029	1.06965e-006	1.47864e-006	3051.04	762200	0.0324806	0.00156121	0.00749757	225.71	1.51328e-006	1.0379e-006	1.11053e-006	0.15407	1.50226e-006	0.116842	1.05166e-006	2.09642e-005	1.52932e-006	1.60911e-006	1e-006	1e-006	1e-006	)0.148843
(	0.0136737	0.000108298	1.09327e-006	1.74302e-006	2.48647e-005	806848	0.000390066	0.000192902	8.14331	0.00434146	1.05511e-006	1.49552e-006	553554	0.0346349	0.00118944	0.00141076	258.377	1.10966e-006	1.26646e-006	1.22191e-006	0.103836	1e-006	0.10812	1e-006	1.22453e-006	1.22734e-006	1.10126e-006	1.47808e-006	1.4166e-006	1e-006	)0.127152
(	88.4327	0.00010772	0.0535759	0.000686907	1.58464	5.18404e-006	8.89815e-006	5.2419	0.268641	1.07523e-006	1.46069e-006	3321.64	810265	0.0270645	0.00127614	0.00853974	262.335	1.22276e-006	1.16664e-006	1.04223e-006	0.138617	1.45627e-006	0.0986249	1.03981e-006	1.93351e-005	1.56726e-006	1.9621e-006	1e-006	1.19031e-006	1e-006	)0.105738

(	1.47915	7.41918e-005	620444	1.01979e-005	0.0108548	65043.6	273.112	20729	3.65737e-006	2.42451e-006	0.000720498	5.11845e-005	0.00350054	0.0468435	0.262714	0.0312493	0.0989996	0.00283742	0.00280168	0.000700316	6310.6	8.48345e-006	7.4026	8.0905e-006	568.399	107379	0.000328375	14206.2	174.972	4948.24	)1.28977e+011
