[monophosphorylated PER]_0	[total PER]_0	[PER mRNA]_0	[nuclear PER]_0	[EmptySet]_0	[unphosphorylated PER]_0	[biphosphorylated PER]_0	(degradation of PER).Kd	(degradation of PER mRNA).Vm	(first phosphorylation of PER).K1	(removal of the first PER phosphate).V2	(transcription of PER).KI	(transcription of PER).Vs	(removal of the second PER phosphate).V4	(second phosphorylation of PER).V3	(transcription of PER).n	(removal of the second PER phosphate).K4	(removal of the first PER phosphate).K2	(translocation of PER to the cytoplasm).k2	(first phosphorylation of PER).V1	(translation of PER).ks	(second phosphorylation of PER).K3	(translocation of PER to the nucleus).k1	(degradation of PER).Vd	(degradation of PER mRNA).Km	TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Value
4.91476e-006	24.1772	0.0806647	9.65551	0	0.00504262	14.5166	294240	0.000260359	225837	0.0184358	2.0603e-006	107.39	0.0398519	0.00628682	13549.2	52.3853	92449.1	0.00221658	35.769	0.00241748	3289.42	0.00647431	0.000192164	8364.72	0.00029807
5.55569e-006	0.0327179	0.0947529	0.0274607	0	0.00524881	2.8046e-006	1.28216e-006	5622.1	4.34574	14.7577	2.31587	0.0128139	213450	27597.8	1.93817e-006	0.0260334	0.00309425	4.68507e-005	0.00447925	0.00214556	3419.34	0.00996861	0.000183707	8983.13	4.4753e-006
4.97891e-006	1.73664	24.8103	0.0399768	0	0.582294	1.11436	8963.22	3176.49	0.00164239	49.5921	0.000900653	0.0102082	0.000159112	51820.3	0.0882541	66.756	0.00337099	2.85947e-005	0.00277691	0.00187256	2970.83	0.00742327	1.45896	0.0432634	5.20738e-006
0.0285108	16762.1	0.00184265	1.27692	0	16756.5	4.34586	0.000729883	9.51098e-006	822301	0.105026	0.00288927	0.00010197	0.044982	0.0157595	509.627	0.376014	2.94595e-005	2.6681e-005	6.64028e-005	0.312026	95.2399	2.611e-005	0.00261672	3.18538e-005	172.21
5.63011e-006	0.941217	1.98485e-006	0.938922	0	0.00224554	4.38331e-005	1.5417	532.908	0.00112417	2453.45	3531.44	9.93762e-006	583.122	0.00235355	1.66631e-005	13954.3	0.0015937	19184	1576.41	2.03371e-006	23.8656	45.8841	8.18e-006	60.0994	3.57563e-006
402.501	494.62	0.043663	92.1155	0	1.46034e-006	0.00337764	439334	0.000178005	643311	561259	0.0130711	0.00126626	0.0097043	0.0154975	0.446456	1.80608e-006	13.7727	0.00119867	0.00513128	0.0125386	2.82862	9.44107e-005	7.17081e-006	4.72653e-006	0.114411
0.184488	0.973335	0.032362	2.91384e-005	0	0.788702	0.000115444	0.000499458	84.5009	3.31027	6.02415e-005	4.80279e-006	0.108788	77.5137	2.03537e-005	13.0593	14879	32.3314	0.000852878	0.000120082	0.0151599	33197.6	9.04908e-005	8.18708e-006	4.58867e-006	3.31009e-006
2.90117e-005	0.698163	0.778038	2.54066e-005	0	0.698042	6.69695e-005	0.00100865	62669.7	3.58741	5.88811e-005	3.44175e-006	0.00663599	4.43209e-005	69345.6	0.131861	15818.7	1.06056e-005	0.662168	18996.7	18.9676	1.86283	0.685635	1.21334e-005	1971.32	2.92033e-006
5.67415e-006	1.57396	0.000362022	1.57386	0	3.11986e-005	6.84811e-005	0.888002	12.1441	0.00831654	0.111974	1.95492e-006	0.00414177	2.43141e-006	70.8412	2.05192e-006	37.6818	2955.48	7.76871e-006	0.0022	91313.8	225375	0.000790306	7.70159e-005	0.000238973	3.07614e-006
1.12899e-005	0.954478	2.956e-005	0.954362	0	2.16787e-006	0.000102924	1.29263	134271	0.00968418	4.81218e-005	1.73158e-005	1.31162e-005	0.163879	2.9144	0.142718	2807.78	0.00109677	0.0217474	9.05518e-006	10.7823	164474	176.401	0.00313601	3.86593e-006	3.60796e-006
9.87583e-006	0.991482	0.239642	0.991122	0	0.000298434	5.158e-005	1.14634	419185	0.0128572	139677	0.0308731	0.0101722	46.3178	3730.99	0.122742	2736.36	16986.7	0.0232776	8.9237e-006	215.556	160468	131.792	0.00212562	850.144	2.92563e-006
0.240322	1.15537	0.195985	0.914703	0	0.000282377	6.33424e-005	434.158	76873.2	0.0010977	149773	0.0296326	0.00787961	48.2166	3342.39	0.12104	554.656	0.0112666	424.256	12463.5	0.00204561	43.9502	161.135	0.0242839	244.77	3.2592e-006
0.136436	0.941484	0.147867	0.80474	0	0.000288753	1.91614e-005	126707	54055.9	6480.43	557463	397215	23.204	40.2474	2828.78	0.180701	752.026	2.43555e-006	0.00373671	1.5577e-005	16.8169	0.0416225	0.110345	0.000331772	0.144662	3.09368e-006
0.136052	0.460172	0.142695	0.323256	0	0.000827087	3.60965e-005	331570	2155.68	0.040531	33.0401	0.0117212	0.0241391	6.34314e-006	9.43215	8.57899e-005	999432	7349.72	0.530126	0.0717828	0.00652816	0.0475089	0.103791	0.000338855	0.15798	3.72064e-006
0.034876	1.2791	0.00113867	0.000489887	0	7.8485e-005	1.24366	396754	3669.75	699.222	0.0334291	18892.7	0.5756	604857	0.113149	0.000948816	3219.59	22.7304	1.73791	3.2394e-006	0.000627254	0.0553159	300.207	0.0188463	8.60232e-006	3.01298e-006
0.0201924	1.66873	0.113077	0.323408	0	0.000787685	1.32434	271988	3.26059e-006	0.797495	0.879492	2.75372	5.53545e-005	872944	0.138845	0.00012469	4430.38	18.7356	1.32413	0.084836	0.00068514	0.0570552	316.134	0.0135639	5.51233e-006	2.6277e-006
0.00126759	0.00283124	2.51482	0.000593599	0	0.000965532	4.51917e-006	136.392	556187	0.000279241	2162.72	1866.4	0.010525	1838.48	0.0322761	1.76855e-005	30277.1	3443.84	77823.8	180.956	0.196852	79.8486	798.847	4177.98	25013.4	4.4887e-006
0.000115198	1.31145	3.95576	0.000944247	0	0.00098575	1.30941	348.473	630469	0.000226453	2109	3218.99	0.00986912	2379.26	0.0280341	0.067531	15.1562	257002	0.0178726	1.22979e-005	0.989147	92.2129	635.172	133.249	15260.5	3.09084e-006
0.000181049	1.08862	1.93935	0.000600832	0	0.00100116	1.08684	0.803451	15857.8	0.000814282	2498.02	0.0502624	1.87997	0.00789044	0.0878257	0.252126	3.47251	4500.07	65295.2	169.965	0.133757	93.9077	745.1	9.81391e-006	3.1465e-005	3.08226e-006
0.202152	0.242952	0.00149158	1.27101e-005	0	0.0407819	5.1563e-006	200634	471.849	36844.9	192.091	0.0604713	2.07507	784.274	0.00166885	62.733	548719	119726	155.752	1.68359	0.00022269	0.000139263	0.189975	0.000596707	392.055	3.16885e-006
0.00710141	0.629656	0.583655	1.67597e-005	0	0.622436	0.000102154	15.0963	0.455026	1.65854e-006	0.0189313	0.800068	0.000202275	4.73462	0.167008	0.00121447	13950.4	4.9033e-006	7.27991	275930	0.00281617	218.6	8115.12	126.632	184.203	3.36353e-006
0.0070205	1.01828	0.000912279	0.000138338	0	1.0111	1.27809e-005	0.181872	0.742924	540312	0.0427283	15.3295	0.000184982	0.792662	3.96939e-006	0.134999	0.0816987	6.15056e-006	4.84212	71567.6	0.00169596	743.344	66700.2	0.000561004	10.9597	3.22422e-006
0.0773248	1.34182	0.026042	0.038613	0	1.07024	0.155634	69.9381	1362.09	17.9535	1.40879e-006	2168.77	0.000219521	241.744	23.5844	0.00572634	1.47466	7.11289	1.40856	2.00324e-005	1.49139e-006	2600.84	35234.8	5.89624	87939.3	3.07215e-006
0.238369	2.1369	0.00135813	0.000258848	0	1.55765	0.340618	2.49569	192.306	0.00317861	0.181671	0.60235	0.000144165	182.57	12.5617	0.00384703	2.85568	11300.8	0.849274	2.56141e-006	2.0286e-006	329685	61486.9	14.362	0.00130943	2.69434e-006
0.00525884	104.395	9.73099e-005	103.9	0	0.366104	0.12359	0.00973907	19331.8	0.0737755	8307.76	0.229097	0.00083312	0.0171291	0.937998	4.22272e-006	7.18136e-005	3.51504e-006	9.39102	1.76213e-006	0.0181742	5748.07	78497.9	0.000261014	0.000287644	0.00857729
0.0105143	0.0324435	7.82294e-005	0.00310013	0	0.0123823	0.00644677	0.00547478	6.95825e-006	0.0653527	8108.05	0.279597	0.00130178	0.0181906	149299	4.19023e-006	9106.6	0.000398241	6.28052	0.00246058	0.00121918	0.000508301	120224	3.59638	0.000546512	4.31242e-006
0.0102679	0.0694302	7.00979e-005	0.00109513	0	0.0499379	0.00812932	0.00514298	25.7827	501247	7.09693	4.52489e-006	0.00154075	0.0252316	140995	3.22607e-006	75.9832	688.489	1.61738e-006	1351.56	22.8041	4763.84	8.5754e-005	0.0271773	2.18369	4.05512e-006
0.00619922	0.45091	8.89655e-005	0.000843482	0	0.073022	0.370845	0.185793	0.00113504	831352	7.44713	3178.86	0.0014527	0.305785	231015	1.41949e-005	65.0322	2.35786e-006	0.00100556	1750.62	0.00710762	1.49013e-005	2.45784	0.0339738	2.41318	3.08187e-006
0.00401617	0.371388	9.64482e-005	0.00112889	0	0.10042	0.265823	0.125429	0.00962397	618832	2.26995	3342.57	0.00147101	0.27667	394887	5.02858e-006	0.0029951	0.0579197	0.00190058	36979.7	0.0176933	4169.94	4.06075	0.0393788	2.2015	3.30485e-006
0.00362674	0.442966	8.55612e-005	2.16808e-006	0	0.0957001	0.343637	3917.26	1e-006	281.395	2.5188	3265.87	0.00131006	0.274242	628018	0.000187501	1.68159	0.0551603	0.00152586	36917.1	2.31201e-005	39870	6.11802e-005	0.0575338	1.46432	3.57482e-006
0.00502309	0.34837	1.51305e-006	2.73735e-006	0	0.0615941	0.28175	3255.05	1e-006	555.477	8.34134	3075.66	0.0016922	0.31305	1.41823e-006	65.7485	1.11456	0.069072	0.00202382	889.456	3.82944e-005	4804.49	3.87591	0.0333113	1.19437	3.56016e-006
0.00591414	0.531029	6.79466e-005	3.64195e-006	0	0.0665689	0.458542	902.577	27.8548	0.000211032	1.63174	0.00651084	0.00113371	0.421094	1.86857e-006	83.9054	1.182	0.0528845	0.00229669	916.324	16.528	3.57061e-005	86991	0.0607076	32886.4	3.18054e-006
0.00387564	0.483844	6.62731e-005	4.07856e-006	0	0.0525663	0.427398	677.447	19.172	0.000168607	9.30536e-006	20700.3	0.0011487	0.358607	1e-006	0.320788	1.14733	0.0437738	0.000968055	668.967	13.559	3.48026e-005	74497.4	2.69827e-005	1.39687	3.22948e-006
4.71098e-006	0.290105	0.0101999	0.0475739	0	0.0974374	0.145089	671116	13954.5	0.000757832	122648	0.967828	0.000392608	1.8409e-006	418007	0.00154577	4.46192	267.732	3.17112	2.8608	3.24471	0.00286548	0.000693446	4.54411	0.000470689	3.9756e-006
7.14438	7.26138	3.80639	2.18441e-006	0	5.13958e-005	0.116951	2.6136	56224.2	0.056499	94.7989	1.12675e-005	0.204978	0.21226	0.00359482	6.58623e-006	1143.38	0.190267	1.39806e-005	0.00257571	4.99965e-006	8.26945e-005	76.5996	0.000154263	0.01832	2.45706e-005
6.76276	6.92658	3.87634	1.87347e-006	0	8.58802e-005	0.163732	0.359991	874446	207228	121.22	675.691	7883.77	0.00384234	417.201	16.0875	0.00453874	0.276767	1.98289e-005	0.00202886	5.01562e-006	7.09942e-005	12309	0.000143577	0.0187637	2.39699e-005
0.00689004	0.109437	2.57679	1.13329e-006	0	0.000295696	0.10225	0.489751	0.0404929	0.0335923	21156.3	7.7659e-006	0.000653041	1.16983	542.64	14.9544	1e-006	8968.18	0.386838	0.00182178	5.56396e-006	0.455929	11886.3	0.00151452	3415.2	3.8709e-006
0.0205455	1.39659	0.00143316	0.00846495	0	1.099	0.26858	0.379911	935930	188200	112.027	7996.28	0.000662097	0.000227697	383.547	0.000474587	1.26303e-006	0.154466	3.28851	38.3264	0.0425787	9.99323e-005	661157	3.32303e-005	1319.43	3.03687e-006
0.103341	4.92226	0.000978952	3.2274	0	1.5915	1.12801e-005	6235.81	822974	0.0558872	1301.9	0.00383063	1237.21	4.15745e-005	3.07513e-006	0.0697561	3.1881	0.000107375	59263.4	1.40087e-005	102.813	0.0741151	22810.9	542.527	0.000215315	3.73431e-006
0.0217588	0.139671	3.50529e-006	0.0459016	0	0.068536	0.00347461	5373.55	943282	406.288	0.0153055	0.00408102	4.66261e-006	431939	348.864	0.000352199	1.468e-006	9.65652e-005	2.34157e-006	56349.8	101.709	0.0681307	52.8342	184848	1.61239e-006	4.26633e-006
0.0372705	0.105799	2.68781e-006	0.00162693	0	0.0668969	4.94097e-006	0.0881267	111705	0.000337025	14670.3	3.47882	967.116	2.1997e-005	1.04164e-006	1.9312	0.0019048	0.0209665	8.03654e-006	7830.41	0.232786	0.000291495	40.9419	4.40524e-005	0.825853	3.70024e-006
0.0446012	2.13382	2.83592e-006	0.00102702	0	0.000702709	2.08749	0.0923347	432406	4829.13	0.0857065	423.298	142028	0.039791	84.3454	0.258907	12298.9	664.025	0.0381161	111.153	0.00486395	0.00303784	48.9962	4.36348	3.70271	3.22618e-006
0.0587945	2.33673	3.22289e-006	0.000859604	0	0.00116112	2.27591	3.13323e-005	410310	3.34312	0.0104593	511.198	109753	0.025164	59.0409	0.243531	13.4813	0.000702719	0.00189467	44.1847	0.0147575	5539.46	50.8989	6.10963	2.65072	2.78141e-006
0.493813	1.08575	0.00102492	0.591936	0	2.56411e-006	2.88205e-006	112.347	1.925	0.195319	4.21455e-006	0.000376595	4.29077e-005	50325.7	652029	1.76804	2.98227e-005	26128.1	109.724	0.0373255	0.0214117	4.64263	716311	5.7797e-006	0.000100419	3.10039e-006
0.546992	1.21073	0.00128716	0.579235	0	0.084506	1.07155e-006	3.36519e-005	1.79335	0.272652	0.000164651	0.000650053	0.00555002	7.94401e-005	649224	1.19294e-005	0.00517089	12874.4	0.00024289	0.043325	0.760011	5.06521	1.46951e-006	6.256e-006	9.64235e-005	3.02586e-006
0.693237	1.32519	1.43599e-006	0.507319	0	0.124637	1.00373e-006	3.74623e-005	0.00032362	0.0307823	284.139	0.000684926	0.00460573	1774.95	314706	0.00492447	4.24059e-005	7.65737	0.000131622	0.000279727	1.45484e-006	0.00110453	1e-006	5.69432e-006	1.31553e-006	2.4422e-006
0.52992	1.16624	2.07068e-006	0.499453	0	0.136867	1e-006	4.4697e-005	0.000208415	0.0326795	261.489	0.000793998	0.00595199	1773.5	344424	0.00550673	6.59987e-005	6.75847	0.000133508	0.000392302	2.46693e-006	0.000930251	1.18191e-006	6.50644e-006	1.20551e-006	2.46607e-006
0.315095	1.13081	1.95033e-006	0.798831	0	0.0155549	0.00132837	193917	0.00127888	0.0366449	257.951	0.000608362	0.00658175	6.76538e-005	1.16391e-005	0.0073211	8.86257e-005	9.66204	141.375	189935	6.19037e-005	0.000218944	101992	0.0057785	1.47616e-006	2.5687e-006
0.01814	1.47494	1.60693e-006	1.45565	0	0.000116503	0.00103102	0.554974	0.00115642	0.02074	0.00895742	1.08023	0.00511052	5.43995e-005	0.0364614	2.95265e-005	70507.1	2997.04	192.459	0.000129179	0.00274924	25.993	509.268	7.85911e-006	1.25011e-006	2.06534e-006
0.513424	2.70452	1.257	1.5265	0	0.663904	0.000693574	39224.2	529734	0.0138561	0.0121911	0.989813	0.00602208	0.000650115	0.0618518	2.7585e-005	67530.3	2504.56	11092.6	1.5036e-005	0.0996852	243647	63990.7	1.0091e-006	1521.75	1.94265e-006
0.489185	2.4573	0.784942	1.46409	0	0.502915	0.00111039	0.513733	35.9921	9339.26	543.937	8.22954e-005	5.42908	1.43331e-006	0.936852	1.32309e-005	0.0148899	0.162006	8.71264e-006	1.29576e-005	0.0763044	172201	56002.9	0.00241169	0.0474202	3.01147e-006
0.188549	0.188724	59.11	1.23056e-005	0	4.23808e-006	0.000158195	41.2786	6.72448	14915.1	3.40937	0.217531	0.00223555	0.0313445	14614.5	0.00521553	8911.39	0.192841	0.000102718	111778	6.77389e-006	0.00101324	0.363169	0.0113894	1.4351e-006	1.78689e-005
0.00620265	1.31626	1.51294	3.13134e-005	0	0.000297383	1.30973	61.5663	64.5997	82.1724	7288.99	0.00290364	0.00727558	75826.9	13.3843	0.000594194	0.070616	18.4374	6.03485e-006	96.342	0.12182	2.18397	1.28493e-005	2.86313e-006	0.713204	3.55933e-006
1.72018	1.77271	0.508708	0.0524853	0	4.0883e-005	4.98445e-006	58.728	0.302257	0.070062	69.5115	2.63382e-006	0.00639381	0.425547	4.81065	0.00179786	8.09905e-005	1.57944	0.00124524	2.47327e-005	9.38497e-006	3.87424e-006	0.000344173	0.000148387	651.641	2.32459e-006
4.75582e-006	3.92883e-005	0.000194766	4.2982e-006	0	2.42744e-005	5.95987e-006	35.7564	99117.8	2.00635	35.9308	0.0535436	0.34007	4.27264e-006	49423	1.59044	3189.09	603.443	6.99948	0.000933304	1.20366e-005	0.014122	601.164	0.455489	67424.9	4.40503e-006
2.7312e-006	0.0660351	0.000220086	2.16488e-006	0	0.0659564	7.38031e-005	0.00926208	8006.28	0.0119851	34551	5.44967	0.251097	0.000120624	4535.89	22.5835	129047	536317	3.52722	88.5928	0.00114928	0.00932748	2715.92	28240.5	73876.9	3.97631e-006
7.00642e-005	522.017	6.17237e-005	0.00036209	0	1.28773	520.729	73.7449	0.0411159	87.6936	1.1128	3.11084e-005	5.16536e-005	2.38636e-006	1.66735e-006	0.0271183	1.90193	38.6311	0.197353	18.5805	1.84995e-006	3206.05	4.56021	166250	0.0377713	0.0102975
0.183428	0.882333	0.0086721	0.000405838	0	0.574447	0.124052	2.36176e-006	0.075841	0.137779	0.000516484	0.00922392	3.85526e-006	24.3672	77.7178	0.040349	94.5679	0.338579	0.480958	9.85917	1.50829e-006	821.521	4.93259	2.22572e-005	0.0696256	3.23863e-006
0.772173	0.832457	0.0312624	0.000208913	0	0.0597836	0.000291533	0.225952	399852	9.9806e-005	554631	0.0125767	86046	3.69593e-005	0.000867842	0.946033	0.000269735	8.38122e-006	0.245918	11.7212	0.0638689	2.19908e-005	0.000106987	215.128	0.0417738	3.55952e-006
0.660306	0.719766	6.30436e-005	0.000121237	0	0.0593235	1.50401e-005	119.173	929494	7.8322e-005	463292	0.0176056	56284.1	2.72142e-005	0.000831513	3.84218e-005	0.000297968	4.25835e-005	0.246155	10.122	0.0460762	2.7563e-005	0.00569031	194.652	0.00542396	3.73392e-006
0.000299856	0.346344	0.0294022	2.11554e-005	0	0.00058522	0.345438	4.7368e-006	31180.2	3.18057e-005	0.255079	0.0125873	2.61347e-005	931.548	2.64831e-006	0.340211	5.76119	478.773	0.00531212	4.1579	0.673824	1e-006	47.2811	1.6337e-005	32729.8	3.87844e-006
0.0672556	0.4406	2.55963e-005	2.54641e-005	0	0.000501869	0.372817	16.0535	174.889	3.16571e-005	0.146792	20713.3	1.56505e-005	737.121	3.85688e-006	0.389267	7.38238	0.780038	64.9556	31590	0.283249	68606	74765.9	2.76485e-005	9.46015e-006	3.8044e-006
0.0542908	0.0548419	0.216231	1.85378e-005	0	0.00044539	8.71551e-005	0.00112023	2.52303	1820.38	2.38851e-005	16799.9	3.34263	5309.14	85139.8	0.00526109	1477.85	2.03045	0.958816	0.000213138	0.0647265	1.9085e-006	0.000354493	0.00791756	0.0197824	4.17143e-006
0.0430104	198.61	1.70844e-006	184.325	0	14.2417	0.000387243	0.0247671	25497.6	3490.6	172304	0.804868	2.59002e-006	0.056913	1790.42	0.000101731	9.27709e-006	3.64433	539978	50.2367	6.57785e-005	2.37606	9609.67	16.8357	3.3521e-006	0.000745132
9.93585	9.94429	1.77941e-006	1.2534e-006	0	3.05748e-006	0.00843274	0.105146	0.000102608	152.039	3.38245	0.853116	4.61773e-006	4.23131e-005	39.531	0.011823	24.1674	1.73631	2302.59	1.17217e-006	2.26791e-006	0.0163049	67555.6	8759.26	3907.26	6.66564e-006
2.00132	2.00191	1.57385e-006	1.45722e-006	0	3.79185e-006	0.000588727	36437.1	0.000296329	2.75828e-005	0.00084711	0.000111404	1.91132e-006	53589.9	2885.25	70.2896	65.4072	9291.03	2328.55	1.6661e-006	7.70212e-005	9.3098	3320.24	15.8381	2071.96	2.55989e-006
1.60055	1.60769	4.15416e-005	1.50842e-006	0	4.01043e-006	0.00713258	56004.1	14.5428	2.80807e-006	29980.2	0.000354609	6566.57	1e-006	1429.15	54.504	22.9468	0.442492	1686.22	39767.4	0.000184829	1.2267e-005	3453.09	1.91545e-005	0.0633903	2.90527e-006
1.62492	1.63096	0.285117	1.73286e-006	0	5.53368e-006	0.00603417	7.95989e-006	41.1225	3.08377	5582.55	0.000277064	5315.41	1.30419e-006	1127.84	50.7732	33.9253	418088	1789.74	0.0307249	0.00888692	0.0206003	4896.71	8.64348e-006	0.0819206	2.99104e-006
2.74631	2.75304	3.73673e-006	1.22189e-006	0	6.38094e-006	0.00672523	0.617563	8425.98	432.545	2585.28	1.78384	0.196594	152.648	2.68332	0.10674	13.7495	3189.34	0.851576	0.0146215	27.7443	0.780168	112942	3.28827	0.0663699	3.40439e-006
1.22107	1.23062	0.549018	2.37761e-006	0	5.45447e-006	0.00953935	0.594644	7743.99	20822.2	3014.63	2.23993	0.167208	189.673	4.70171	0.0933826	19.8643	3640.21	2.55344e-006	0.0149262	1.03892e-006	5.82425	1943.88	0.000142998	0.097705	3.07907e-006
0.658331	0.661472	3.28021e-006	0.000133872	0	0.00227627	0.000730243	39.162	4555.07	1.89622e-005	2328.3	21044.8	5.04817e-005	2.0045e-006	2.45107e-005	1.56442e-006	0.268501	467533	4.33365	1.28367	64549.4	14850.4	5.37335e-006	0.000311466	0.0167866	3.65067e-006
0.0548905	0.0568283	0.870692	4.97294e-006	0	0.00193187	1e-006	2.96429	34208.3	359576	2619.5	27804.9	10504.4	2.19384	0.119139	12.5599	2.43561e-006	3833.52	1.61289e-005	157398	0.015038	0.00113278	1.25642	0.000249777	0.000582134	4.45193e-006
0.0465644	0.41028	1.62337	0.361475	0	0.00224001	1.31092e-006	58.8277	1.11855	573464	2852.89	25252.1	4.52875e-005	1.76388	30.9909	7.93152e-006	0.00514689	586.177	1.66051e-005	203241	0.000517836	11980	6.09185	0.000330719	36.4333	3.8656e-006
0.648982	1.05823	1.91523	0.407217	0	0.00203007	1.23447e-006	170.618	35815.8	626771	536565	0.0079968	5.27745e-005	0.000673317	23.4079	8.9282e-006	0.00598678	460.153	1.65793e-005	207199	0.00833082	5443.91	2.57812e-006	0.0572888	339105	3.12124e-006
0.698257	0.718509	0.00179055	0.00202676	0	0.0151774	0.00304811	1.70041e-005	97110	0.00467345	0.875164	0.305564	8.27597e-005	0.0331753	64628.2	9.52328e-006	311.742	0.000259938	9.13044e-006	0.650804	71.9709	0.107739	89.915	0.00549337	53833.8	3.62368e-006
0.166957	0.16873	0.00082371	0.00176558	0	4.15163e-006	3.30212e-006	1.79563e-005	78439.4	485.207	0.550196	0.438863	5.63058e-005	0.026313	47826.1	3.76815e-005	55737.6	104222	1.75197e-006	0.690551	122.604	0.280519	93.8287	0.00340218	73790.6	3.18772e-006
0.103282	0.107594	0.000406993	0.00176751	0	4.08078e-006	0.00254038	804.031	66769.7	2.96134	0.833947	0.392089	7.55e-005	0.231245	311902	2.61713	62.0383	0.00217308	4.66634e-006	2.93889	131.268	0.226526	17.1285	664.409	55389.4	3.67545e-006
0.0874771	0.0893459	0.00034006	0.00183508	0	1.89888e-006	3.1817e-005	0.000445239	502.297	87.8518	3.04603e-005	0.11503	2.57489e-006	8.02863e-006	3154.37	1.8476	66.1345	0.00232959	4.67047e-006	2.60627	97.6933	512.627	8.65886	673.769	68943.2	3.54168e-006
2.92164	3.70881	1.00363e-006	0.78688	0	1.33195e-006	0.000295638	5.31552e-006	186267	0.00244608	0.00846775	535.994	6.60201	0.600365	3953.27	3.52382	0.045472	0.000267256	0.000137889	72.3685	77.2807	0.000175267	0.000632011	0.0965469	7.90969e-005	3.8304e-006
1.27868	23.721	0.104084	8.1871	0	14.2499	0.00530735	131132	9823.66	0.000150979	33.3209	1.78025e-005	4.3392e-006	1250.81	1.61747e-005	0.300457	1.29971e-005	1.58961e-005	0.00751409	0.00081538	0.379041	41954.1	4.90842e-006	0.000246809	0.0044404	0.000288546
41.1412	48.2589	0.116217	7.11483	0	0.000271671	0.00257943	3.88323	0.000507993	0.571064	0.848491	0.334898	4.88372e-006	0.015273	18723.6	0.259386	9735.71	1.38539e-005	503555	365.184	0.282488	4125.08	266821	14.1733	0.00248162	5.59717e-005
0.00576671	0.361733	0.107595	0.310731	0	0.0448464	0.000389277	2257.8	2.47844	0.559232	1.5525e-005	0.386903	4.12982e-006	309.809	17603.4	3.9902e-006	2.33777	7.17093e-005	0.0010527	341.729	0.307137	1958.13	436774	12.9575	0.00213888	3.99594e-006
0.00620562	0.0443248	0.0835447	0.00610074	0	0.0315377	0.000480779	75911.7	18184.4	705.714	241.863	0.000114073	1.26859e-005	9.37394	31360.1	5.42234e-006	0.0170128	545.536	0.00070107	177.261	9485.42	2171.21	0.000213415	10.0731	0.00221671	4.47372e-006
0.0016793	1.13959	0.000382558	0.00550085	0	0.00361391	1.1288	73649.2	13902.1	13003.6	0.996238	0.470341	8.43275e-006	83871.9	32103.5	0.0598471	14.8526	0.000114874	0.000781487	1.91091e-006	7654.07	3.02516e-005	0.0411241	756.193	0.00019364	3.2665e-006
0.00116163	1.22559	0.000486013	0.00127345	0	0.00271034	1.22045	1.47029	0.000727001	1.52681e-006	352355	0.331865	7.65923e-006	2173.01	0.00520603	0.0573498	0.0028346	0.000138379	0.000116863	18.0076	0.0117143	8.4627e-006	671.241	531.744	46349.9	3.34284e-006
4.8546e-005	0.680086	0.0315972	8.59601e-006	0	5.53901e-006	0.680024	0.000861687	784.906	0.408352	6.95099	3796.36	9.58207e-006	614.83	105.888	50.1859	5.82815e-005	1.33716e-005	3.10562e-005	22.4478	8.95621e-005	686.56	0.0448289	3.7508e-005	4.37498	3.50121e-006
0.00099877	0.660787	0.0273646	0.00444953	0	6.15193e-006	0.655332	0.000935266	0.000288343	12.7077	39.2369	1.7199e-006	9.05457	0.000147864	86.3367	0.630485	5.82856e-005	1.0972e-005	4.40185e-005	16.8112	0.000152306	513.094	3384.36	11.9509	1.65838e-005	3.15471e-006
0.00136942	0.968887	0.0509415	0.00648412	0	9.0591e-006	0.961024	0.00138631	8.3455	0.00435763	180.74	11885.2	4.60883e-005	9.35738e-005	0.000368723	1.30729	6.9978e-005	1.53195e-005	0.000612471	393.586	4213.43	553.571	4579.96	13.8177	1.90755e-005	2.82636e-006
0.0018005	0.887154	0.0594724	0.00707726	0	8.52518e-006	0.878268	0.00112734	6.75557	0.00455108	38.638	2934.88	1.71062	4.22269e-005	0.0137793	0.963653	12.3858	1.67902e-005	0.000336567	21.4114	359.465	0.00336792	3742.78	13.6438	1.26566e-005	2.94828e-006
0.00244283	0.924939	0.0696945	0.00611893	0	0.217645	0.698733	13162.3	0.00607164	0.00380028	40.8176	10265.1	7.83463e-005	9.44319e-005	0.00901176	0.917852	226.304	0.195561	0.000427955	13.9504	0.00148132	19.0916	2460.05	1287.62	488.478	3.16596e-006
0.0308336	0.0439363	0.00274579	0.00993296	0	3.08854e-005	0.0031389	1.19857e-006	5.65871	252105	3465.19	771.869	5.07909e-005	17340.8	1.32228e-005	4.3483	0.000821432	38088.1	2.37436e-006	90236.3	0.400513	0.0528361	1.16203e-005	295726	8.25402e-005	4.47773e-006
5.16147e-005	0.0129162	0.00281427	0.00862169	0	2.1308e-005	0.00422158	11.18	934973	2577.19	1.47922e-005	0.000245457	25046.8	342.764	0.0954641	0.0251725	150300	5.94505e-005	3.56283e-006	0.000111112	0.000116445	866923	311902	577.361	168.729	3.74171e-006
0.000125089	0.00441103	1.5229e-006	1.39142e-006	0	0.00345739	0.00082716	761.397	5442.72	0.00113791	0.162761	181.397	12.5052	9013.56	0.125109	0.00270153	11.3789	289310	2.09237	1.06321	0.00218647	7.38274	2.74577e-005	451622	308.992	4.11045e-006
