[monophosphorylated PER]_0	[total PER]_0	[PER mRNA]_0	[nuclear PER]_0	[EmptySet]_0	[unphosphorylated PER]_0	[biphosphorylated PER]_0	(degradation of PER).Kd	(degradation of PER mRNA).Vm	(first phosphorylation of PER).K1	(removal of the first PER phosphate).V2	(transcription of PER).KI	(transcription of PER).Vs	(removal of the second PER phosphate).V4	(second phosphorylation of PER).V3	(transcription of PER).n	(removal of the second PER phosphate).K4	(removal of the first PER phosphate).K2	(translocation of PER to the cytoplasm).k2	(first phosphorylation of PER).V1	(translation of PER).ks	(second phosphorylation of PER).K3	(translocation of PER to the nucleus).k1	(degradation of PER).Vd	(degradation of PER mRNA).Km	TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Value
0.0133102	0.0155526	0.0421142	6.08626e-006	0	0.00149779	0.000738504	7765.6	0.000152979	78.9791	175030	273.828	9.7833e-005	100053	220.826	0.000186466	2991	11002.6	1261.94	4318.84	0.196713	8.65778	1.3496	5.75234	6.75289e-006	2.75805e-006
0.000141296	0.00338191	4.46718e-006	6.30786e-006	0	0.0024016	0.00083271	3.70848	6311.51	138.429	0.0681422	198.725	20.4491	6348.53	0.112026	0.00287439	2.04293e-005	262348	928	2.62854	0.00188949	10.5178	167143	5.62624	486.944	3.38609e-006
9.72547	11.7159	0.000581128	1.78297	0	0.206798	0.000691352	3.0927e-006	0.0635955	319.312	121.274	1.07673e-005	0.0733749	0.0805027	265869	19.6853	0.00441376	0.309707	0.00109643	89.2736	0.0951627	0.929809	1.20923	0.0545467	416614	4.21408e-005
0.000360292	1.86838	0.000350323	0.989701	0	0.877781	0.000542826	1.95278e-006	645.63	2.9296e-006	0.000147043	345245	0.0434187	0.0940556	0.00879905	0.000972057	0.00413394	0.240267	0.000799242	127.064	1.29645e-006	3.47042	0.936002	0.0351218	0.831812	3.1837e-006
0.119813	0.419163	0.00107603	0.00505037	0	0.274846	0.0194539	0.101693	21471.9	19.9565	3.80244	1.91986e-005	0.0739102	807262	24.7488	1.84055e-005	56.3625	23409.5	0.000629952	186.841	1.22223e-006	0.00919948	0.000745197	0.00162008	0.00866963	3.83938e-006
0.126637	0.236265	0.000573205	0.000967612	0	0.0261945	0.0824662	122.357	0.0574562	2361.92	2185.4	117679	0.0587406	9.35988e-006	2.56692e-005	0.000511781	6.93771	24974.2	0.000501813	130.484	0.668894	0.000422714	1131.91	108380	0.000994369	3.67786e-006
0.176188	0.256176	0.000383472	0.000785629	0	0.0163999	0.062803	83.3563	9572.93	1.58581e-005	2716.88	101962	8804.27	1.03829e-005	2.99315e-005	0.00224749	42.6057	49014.7	2.4046e-005	211.435	0.696652	0.000537377	1061.28	80027.6	0.0011673	3.70838e-006
0.0216892	1.31648	2.58685e-005	1.14589	0	0.0217746	0.127128	90.0685	7540.3	2.24895e-005	0.0980738	73645.2	6903.67	1.26764e-005	2.76017e-005	0.00127469	58.4014	44579.7	0.000518593	119.037	0.775845	0.00066464	1511.23	10963.5	0.000855497	3.1495e-006
0.813478	5.18093	5.16825e-006	4.36741	0	2.57364e-005	1.75516e-005	0.0289259	2608.22	2593.43	189376	0.0128745	8.43287e-006	0.000888569	0.386846	0.0162662	0.00322811	119.071	115.595	0.00364981	7.08174e-006	0.479693	0.00419394	587.887	0.15407	3.99206e-006
1.26736	2.70437	0.0096898	0.0835534	0	1.35345	4.74037e-006	4757.91	0.170078	24474.2	6.52948e-005	0.382057	0.145148	7.89809e-006	0.0573648	0.00296986	0.000689541	0.00250861	681.866	2.73759	2.28464e-006	31.3515	0.00234857	1390.96	1.51562	2.32601e-006
1.82546	1.89094	0.178307	0.0588682	0	1e-006	0.00661522	488030	1120.27	0.0138629	52824.7	0.0117084	1.3059e-006	0.000252096	118430	0.0021452	0.000127559	5.58926e-006	0.000127237	1.83968e-005	9.33119e-006	1.22387e-005	14481.2	2544.82	7.50582e-006	3.15981e-006
0.0124414	1.2449	0.219665	0.0435103	0	1.05794	0.131009	1.10744e-006	0.000282949	0.194709	0.000333738	16719.2	0.000643491	1756.64	76048.8	0.00192513	0.00890983	0.00355787	0.740083	2667.5	9.25286e-006	0.339831	0.477144	0.000325932	610853	2.85119e-006
0.00142429	1.62306	0.11723	0.0108995	0	0.000426664	1.61031	0.00194626	31.2152	764519	0.00575546	0.00231525	0.000303045	5.0524	4755.97	0.00134244	95997.7	0.00058412	7.27071	0.248207	2533.57	9465.7	1970.16	12.8955	0.000172419	3.92578e-006
0.00767231	2.76575	3.33774	2.75368	0	0.000265132	0.00413422	3.43018	20495.8	0.00132804	6.00865e-006	0.842827	0.000200845	4.80898	0.00126027	0.00151842	2.47874	0.000125494	0.9801	6.99892	0.00010434	2.54804e-005	368.487	9.90971	1.41608e-005	3.55139e-006
0.00968527	0.887597	1.4846e-006	0.624165	0	0.0275981	0.226149	3.42151	4727.69	0.0114804	1296.6	0.000743929	0.0133237	3.56836	4193.89	0.0138601	35.318	364.023	51493.1	0.0202409	0.00425077	0.323245	23313.3	0.000100047	0.009199	3.27911e-006
0.0908721	0.974677	1.05733e-006	0.608568	0	0.0203497	0.254887	237429	0.000876407	114.291	3.55185	53.4721	1.21003e-006	6965.87	3628.59	0.135858	10.2638	847317	0.0179995	1.80512	0.000866565	1.2552	1.79384e-005	0.000502292	0.00574187	3.2985e-006
2.72975e-005	0.859243	4.25751	0.859047	0	1.30633e-005	0.000155556	624342	0.0484769	209.523	7.95307	333.591	1.0149e-006	4.92523e-005	3.29514e-005	0.56571	0.0586831	820084	0.0126788	0.0212832	0.000504296	1.08615	1.51396e-005	0.0211345	191.92	3.08666e-006
1.9295e-005	1.14623	2.8973	1.14592	0	1.21636e-005	0.000276229	0.369773	5.00186e-006	0.000675206	8.1374	0.00175464	0.00128328	234.046	3939.92	9.09384e-006	0.0897736	192462	77564.4	0.349966	0.0194524	101.213	0.0104399	1429.25	0.00100751	4.36413e-006
0.132414	1.76533	3.44067	1.44222	0	2.32465e-005	0.190673	345291	0.00830556	111.22	1588.62	0.00160068	0.00532737	0.000103404	106346	8.89122e-006	0.0649515	1844.85	73593.7	0.308316	0.00289369	103.67	24120	1901.79	0.000150895	2.44372e-006
0.000622236	1.41391	2.11411e-006	1.24719	0	0.00705667	0.159047	150.689	0.891699	0.000306734	8600.06	0.00202809	7.02877e-005	82679.3	229.132	9.33648e-006	0.0510622	0.318853	0.000723676	0.904865	0.000107832	163.059	0.164985	96.9007	6.59751e-005	3.05997e-006
0.000507359	1.28794	0.000858705	1.27861	0	0.00741063	0.00141307	0.205452	7.14811	0.0581314	10.1125	169750	0.00142046	71786.1	554.775	1.22797e-005	0.0487545	0.236492	0.0204346	0.0401418	64.6217	0.00574816	0.133125	0.000464745	5.61398e-005	3.47781e-006
0.719063	0.762083	0.00362222	0.0422228	0	0.000728274	6.91534e-005	25662.6	767484	0.00129719	0.000161554	3.19494e-006	2.08154e-006	3.17163e-005	0.117512	1.4235e-005	0.00191791	0.293584	0.0263478	91.0206	30482	26356.2	7.34783e-005	0.00675718	31.6373	3.56537e-006
0.685232	1.85121	0.00304274	1.16489	0	0.00101111	8.16522e-005	43.0859	108101	8.00372	0.00118859	3.01031e-006	2.2412e-006	2.33413e-005	1.24426e-006	1.16011e-005	0.00269711	1.19696	0.000310863	54.6314	0.00542222	0.0255134	1.84354e-006	22553.6	43452	2.78938e-006
0.315746	1.3225	0.0509506	1.00252	0	0.000474097	0.0037666	182.685	171014	4.80427	3.29305e-006	0.00269116	0.0181033	7.15706	56.1997	1.44948e-005	0.0026735	218.012	0.000160614	131.053	0.20777	455717	0.00783882	0.00014723	31.4402	2.96083e-006
0.376544	1.6382	0.0565823	1.25841	0	0.000621245	0.00262735	161.719	32608.8	4.31829	995342	627.822	2.79329	7.34351	33.068	5.00697	0.00633221	0.21727	0.000210681	75.3364	0.0598314	442161	0.00799852	0.00480385	20.9477	3.01711e-006
0.306313	1.5148	0.0820986	1.20482	0	0.000636216	0.00303345	259.26	41316.3	4.06787	1e+006	619.028	2.86732	10.8949	0.185653	2.46454e-006	2.84718e-005	0.56323	0.000168377	138432	4.01466	10302	0.00740532	0.0055385	18.3106	3.24636e-006
0.252718	1.4994	2.33894e-006	1.10594	0	0.0780196	0.0627237	0.285657	0.000106292	6.58545e-005	0.0132584	0.674186	0.00013745	213138	2.66951e-005	0.000247265	0.00525154	0.00349091	1.59133e-006	1002.55	3.40222e-006	5.27898e-005	67.4312	451190	6.45773e-006	2.98328e-006
5.27315e-005	1.13313	1.73768e-006	1.03894	0	0.0898775	0.00426382	2888.27	7.75078e-005	21655.7	14.3038	0.495151	0.000144629	218798	2.24734e-005	0.000153834	5.961	0.218168	6.83072e-005	56664.3	0.0365608	6.92719e-005	3.18654e-005	3912.11	6313.88	3.00612e-006
5.3721e-005	0.924512	1.93938e-006	0.86624	0	0.0534685	0.00474958	197822	3428.79	20841.8	13.5561	0.79142	9470	231728	2.73765e-005	151.935	135.301	12402.3	1.76135e-006	58409.4	0.0268545	6.10636e-005	0.601452	3930.76	5904.81	3.07982e-006
4.25406e-005	0.895634	2.27438e-006	0.815599	0	0.0743837	0.00560806	0.262282	5.8064e-005	14648.5	15.4412	0.954105	0.000106031	1.04764e-005	25617.1	162.167	0.00289723	368.842	3.51912e-006	0.964805	0.022433	9.18676e-005	0.35627	2120.62	532860	3.11911e-006
3.75289e-005	1.32031	1.79588e-006	1.25138	0	0.0688984	1.91384e-006	0.313873	6.41409e-005	29385.1	15.2074	268.352	0.00015595	2544.02	2.74384e-005	110.36	0.00283484	2.95529	3.0336e-006	0.00462989	0.0235165	6.63435e-005	381.408	7.88969	0.461299	3.10303e-006
1.40626e-006	0.324784	9.21761	0.278617	0	0.0410124	0.00515394	0.0731615	3.60959	4.33848e-005	0.0322732	0.141841	2.43914	0.000256195	0.00393821	0.00240382	0.242405	1.18833e-006	3.72028	504.657	2.07467e-005	1.41974	0.0516105	1.22689e-006	2.12046	3.65583e-006
0.00538369	1.27914	3.84885e-006	1.22185	0	0.00178254	0.0501211	6275.66	0.000726839	0.0135926	0.214639	77452.1	0.00190784	7.36257e-005	0.00011239	5.83866e-005	24207.2	0.378657	367.52	0.0033907	0.00148879	187110	249477	211.384	2.36955	3.10399e-006
0.0231847	1.34432	0.0801791	1.26778	0	1e-006	0.0533572	730691	871.374	0.0207943	1.27696	74422.3	0.00190024	44.4465	0.000110556	6.51517	0.948725	0.495413	0.123987	0.00481586	1.83644	0.142437	0.00486497	239.817	3.6009	3.52809e-006
0.262081	1.36392	3.41004e-006	1.07516	0	0.00148019	0.0251972	6675.88	383.191	0.0197519	0.623894	47.8133	0.00152125	5.10976	0.000114153	8.35606e-005	10.4441	0.347332	0.160608	0.170958	1.7762	0.156926	0.0046722	204.993	0.690478	3.28e-006
0.00479088	0.952673	2.75438e-006	0.896602	0	0.00123164	0.0500485	4093.39	413.122	0.0235123	0.624345	48.5219	0.00143912	40.3693	0.000110987	5.21578e-005	10.6056	0.621854	0.192572	0.187736	1.88854	32365.6	2.31325	253.288	0.828139	3.27892e-006
0.563572	1.51408	4.43459e-006	0.72293	0	0.204703	0.0228761	0.035364	38.2958	0.0931044	0.902768	1955.67	0.0257381	40389.1	6.56942	0.00236268	0.000418486	0.390224	0.187542	0.193543	1.39337	0.105944	0.00277914	169.293	1.19608	3.39778e-006
0.431922	1.44889	3.01748e-006	0.750325	0	0.244281	0.0223619	0.27587	0.0717025	0.0227962	2.09141e-006	0.871762	3.2461e-006	0.000621011	0.000239449	1.84172	0.640652	2.07667	2.89223e-006	0.00141348	0.0504457	24237.5	0.0145238	0.00066584	0.994241	2.79057e-006
0.381148	1.54777	4.83244e-006	0.770235	0	0.376471	0.0199164	8.64444e-006	0.00802748	0.00128135	2.19053e-006	3.17908e-006	1.02623e-005	0.000512678	0.000266762	2.32081	0.00258996	0.00310634	2.63372e-006	0.00132573	0.0550454	47.3337	0.011357	0.000678772	1.12813	2.75624e-006
0.504585	1.80613	4.27622e-006	1.01057	0	0.271949	0.0190289	1.47772	0.00181227	92963.7	2.80416e-005	2.83683e-006	5.16529e-006	0.000615977	0.00025452	2.48664	0.00262339	0.00286145	2.88294e-006	0.0019086	0.000787009	361.719	0.0119977	7708.72	0.0832887	2.52571e-006
5.22894e-005	0.995285	0.0215163	0.983979	0	0.000111517	0.0111421	0.01277	1.70596	82540	799582	3.21982e-005	9.01689e-005	102.206	0.07814	0.0148572	108777	0.397236	0.149604	0.00141544	0.0478452	146164	1.61547e-005	0.000290462	0.508545	3.41393e-006
1.5618	2.72183	0.125995	1.15101	0	0.00010014	0.00892129	2.64596	25827.7	244235	149169	1.06836	0.197396	0.00176963	56159.6	771.229	11.0928	4.7644	11.7938	0.00502259	0.0704293	135947	1.21975	0.00309878	9.57733e-005	2.87185e-006
0.99783	2.06577	0.00213169	0.986134	0	2.26971e-005	0.0817872	6.40198	0.00769462	0.193444	0.000172951	2.00882e-006	0.000590991	2539.91	0.0302141	0.0715877	10.5783	0.0451019	0.0523785	3.70304e-005	52.0593	1.14699e-006	546.483	0.0788924	0.000294472	2.60299e-006
0.942	2.20562	0.00104014	1.26298	0	0.000635153	1.1581e-006	5.77296	0.00804925	0.186432	262563	6.38424	0.000723001	1190.51	0.00301211	0.0790685	273.206	8.2934e-005	0.00252566	303.056	0.000339785	119103	644.172	1.17781	89.1484	2.74239e-006
0.027012	1.76004	0.00139831	1.73298	0	4.27428e-005	1.51159e-006	3.36471	0.41669	0.0802521	302.206	845.628	1.5437e-006	1414.45	0.00358539	0.00125427	6.2797	308254	9.67694	2.18317e-005	0.00516368	1.49561e-006	580433	0.13777	103994	2.79056e-006
0.0260186	1.67922	0.00148472	1.65317	0	3.03702e-005	1.42722e-006	641890	0.00011637	4.82969e-005	141.676	0.00567606	1.08999e-006	1149.65	107.131	39.3925	6.15046	312608	11118.5	1e-006	0.190811	13.6176	3021.1	3.87833e-005	0.197569	3.4612e-006
0.297371	0.325436	0.686653	1.89054e-005	0	2.90003e-006	0.0280438	9219.25	2364.13	217379	4788.68	0.00799476	0.225698	6.01931	1.49196	0.0008988	0.0891546	0.144429	4.63495e-005	0.000246633	0.00264441	0.000474583	6313.74	190537	0.173146	4.09097e-006
50.9562	302.542	7.253e-006	251.585	0	5.65334e-005	1.0124e-005	0.0047113	1.1765e-005	0.113098	6.28894e-005	0.15677	71619.8	513363	0.0130936	57109.4	0.00272861	956413	7.93481e-006	9.00668e-005	102747	0.000106158	0.0103568	0.0139798	0.000951466	0.068443
0.486348	1.49239	0.0320751	0.0034295	0	0.912033	0.0905801	0.539934	52342.2	34.7591	7990.33	2.57211	1.378e-005	903.152	1232.56	0.00130221	286118	1.86714e-005	679144	0.887565	9.80529	2084.86	567.374	0.000552639	0.0197781	3.48566e-006
2.1537e-005	0.0867811	2.61018e-006	0.00170671	0	0.00675625	0.0782966	9031.32	0.123267	4.14297	7.61437	12734.5	0.0636972	1.25353e-005	1251.68	0.125526	81.7827	6.55893	2.40012e-006	110200	2.4857e-006	5.37386e-005	0.000374874	30.2827	3.1537	3.93598e-006
0.000660134	1.34391	1.7107e-006	0.0330379	0	1.31014	7.3987e-005	191819	0.000408672	185267	0.038405	520.354	0.00375202	2.44402e-005	241111	0.172837	9175.31	1.43066e-005	0.0428212	321194	2.03565e-006	3.59765e-005	0.875029	0.0263641	0.22398	3.04121e-006
0.034399	0.959868	2.1334e-006	0.0282869	0	0.0138813	0.883301	304989	0.000432942	229119	0.051797	380.965	0.00687463	1.9161e-005	0.00354128	1.78221e-006	0.30661	1.56061e-005	0.0455415	286503	2.18447e-006	0.0018964	1.26247	42.1253	1.50103	3.04684e-006
0.0234933	1.08137	0.000457081	0.0237595	0	1.8261e-005	1.0341	265181	0.000277988	143626	0.0343727	248.026	0.00447594	30.3931	0.0033321	2.90572e-006	1.0991	1.1907e-005	0.0522489	1.57735	2.89997e-006	0.000416423	113807	14.1759	2.74157	3.10409e-006
0.0291082	1.09674	0.00049142	0.0309361	0	1.97596e-005	1.03668	0.000724983	0.000225762	106762	0.0323484	250.004	0.00259083	29.8261	0.000435017	6.53364	1.3347	10.5372	8.73215e-005	14.5143	0.000541806	0.00050339	9.48914e-005	0.000172108	1673.99	2.67247e-006
0.0352208	1.26708	0.000376556	0.0229328	0	1.77486e-005	1.2089	0.000858327	0.000208246	89652.3	0.0222982	324.113	0.00327619	40.9446	0.000494658	6.26178	1.13235	10.3886	7.41322e-005	7.52521	0.000524049	0.000551769	0.000129587	0.00017207	2089.74	2.6115e-006
0.0315831	1.1731	0.000382385	0.0421581	0	1.24507e-005	1.09935	96985.3	0.000164305	249.277	0.19332	342.297	0.00192153	32.8935	0.0003474	6.82307	0.000171251	4.20284	6.74321e-005	11.8016	0.000635298	0.000620894	7.8597e-005	0.00027242	1990.6	2.48186e-006
0.0334813	1.23087	0.000686197	0.0287977	0	1.69401e-005	1.16858	0.000712025	0.00138227	157594	0.0216393	455.969	0.00246867	30.8904	0.000308889	7.68718	1.35022	6.01852	5.14949e-005	13.2477	0.000507999	0.0002559	5.95077e-005	0.00018267	1961.37	2.69245e-006
0.00735854	1.01152	9.49111e-006	0.0263969	0	1.10126e-005	0.977751	21953.3	7308.75	0.093832	0.000113852	316.466	12.2987	586.915	2.79547e-006	0.000988117	295230	16854.5	355.36	17.1585	6.68505e-005	7515.06	0.100833	0.000249858	2125.39	2.5316e-006
6.85103e-006	0.741756	3.12163e-005	0.0239168	0	1.57092e-005	0.717816	280.703	8.41928	0.291761	0.000249513	0.301044	0.000399938	16.197	1.54759e-005	8.14161	94.2271	6.86692	0.0116454	0.00011185	4.44597e-006	3.8612	0.230909	0.000244466	13164	3.42273e-006
0.0405319	0.816577	0.000382324	0.0227351	0	1.65886e-005	0.753294	0.000576471	1.43247e-005	14070.4	4.49583e-005	343.075	0.000283976	15.3233	0.148266	7.60589	0.889421	5.07091e-005	1589.4	3.65296e-005	0.00456298	750398	3.71217e-005	0.000298419	3352.41	3.23531e-006
4.05349e-005	35.7537	77.3266	35.7536	0	1.02874e-005	1.28927e-006	7.80641e-005	0.850986	0.00262976	4.91743	911.019	0.000264513	0.432043	31.009	6.49865	122.357	6.49371	0.00461074	81.6506	3.35353e-006	0.0053197	75544.2	266482	12.1892	0.000183107
0.00566371	1.60648	0.530707	0.032676	0	1.56813	1.16119e-006	7.97626e-005	4.08712e-005	20440	0.000654753	596.425	0.00147046	55101	7.99331e-005	55.6703	14.4202	0.133571	1.24684e-005	16.8937	3.21884e-005	142.916	200565	0.172568	0.000846017	2.39605e-006
5.30612e-005	1.28949	0.550786	0.0417869	0	1.24762	2.63657e-005	144533	8103.62	4.96421	1237.07	0.0056863	2.18417	48792.2	2314.25	6.0576e-005	11.1263	1.50222	673.383	1771.74	3893.98	142.923	165618	138.846	0.000498241	2.59319e-006
4.02852e-005	1.518	0.405742	0.0233542	0	1.49458	2.78875e-005	219164	7796.37	5.88033	3.27471e-005	639.597	1.18206	63789.9	3757.24	8.63885e-005	9.6559	0.120509	1136.4	1964.95	3257.29	68.2578	165769	0.160953	0.00120858	2.77623e-006
0.00154916	26.8593	1278.75	0.00982988	0	0.000159203	26.8478	5997.84	40213.8	404374	0.6126	2.73958	61.3888	44357.2	73.6664	3.20065e-006	34311.1	0.807778	0.165186	0.00981534	0.0885521	0.00138835	0.00183024	504922	309.682	0.00654307
0.00185284	20.7807	4.54561e-005	0.180195	0	2.79822e-005	20.5986	3716.21	34696.4	297095	0.83188	247554	4.05198	3.03175e-005	1966.46	2.37194e-006	28778.5	52721.2	5.77172e-006	0.00015927	0.000425111	0.00138548	0.00141583	581808	189.269	1.99234e-005
0.00273253	0.153467	4.73092e-005	0.150505	0	0.000226313	3.8292e-006	3183.54	36627.7	358355	0.703119	233871	5.05293	14.1783	68.5539	2.72137e-006	28365.5	39092.8	0.193742	408.74	0.18791	0.00116504	0.00141572	652406	207.599	3.72284e-006
1.01021e-005	26.1517	3.27026e-005	0.256526	0	25.8951	2.8077e-006	2783.49	41163	1.29138e-006	13534.4	0.11422	0.191189	25249.3	508894	0.0296019	48.3796	621140	219.688	241.571	0.137635	3686.61	378892	742101	0.000136283	1.23736e-005
0.529292	0.542152	0.000701118	0.0127533	0	4.92629e-005	5.80604e-005	85.3701	33258.8	0.0109059	0.00304357	1.01426e-006	0.179565	24133.8	538722	0.268815	7.49645e-006	381397	105.246	3.74361e-005	0.00229624	6.64274e-006	1.86172e-006	1.49335e-005	18531.2	3.56176e-006
3.69058	40.7741	4.41873	0.0162252	0	37.0671	0.000114877	0.158771	35633.7	315169	0.0024136	1.38188e-005	23.6179	0.735648	1621.76	0.0633508	0.0286555	0.0264845	0.108708	960095	0.00216037	2137.29	0.042033	55.0287	5422.39	2.09022e-005
9.8087e-006	0.000261077	4.08377	8.94667e-006	0	0.000232729	9.59236e-006	0.195022	41107.6	354028	0.00252807	2.019e-005	30.738	0.697186	938988	0.0420408	2.47331	0.0265194	0.0952481	918949	0.00210103	1994.21	419.899	94.1924	4702.92	3.95266e-006
8.92362e-006	0.000325396	3.78417	1.60262e-005	0	0.000290119	1.03276e-005	1e+006	19382.1	424692	0.00328734	2.6194e-005	23.893	251.705	0.000820334	0.0292575	1.52059	0.000784978	1.68851e-005	7.15125e-005	0.000434664	2448.22	0.0161171	72.7203	3100.66	3.45955e-006
0.567327	0.647472	6.18e-005	1.54771e-006	0	0.000796901	0.0793461	742323	27670.3	343619	1.50298e-005	1.79753e-005	27.1884	496.6	0.00100823	0.0243153	1.21551	0.000996314	1.91631e-005	9.26729e-005	0.000447825	1859.35	0.0239727	3.44267e-005	1815.54	2.90176e-006
0.0104696	1.03532	0.00531587	0.971079	0	0.0104434	0.0433236	846122	0.0484776	939326	28.3091	481.408	6.65494e-006	0.200377	368223	0.000288831	49459.3	1.07438e-006	11.0218	0.899517	5.91109e-005	0.0912783	50.7087	4.98251e-005	6690.59	3.2284e-006
3.18996	3.28411	0.0473745	0.0395451	0	0.0073126	0.0472932	7473.54	177.492	0.298459	1044.71	2.15764e-005	1.09496e-005	2.83352e-005	364778	0.000263297	48042.6	0.000458122	0.0276261	1.89252e-006	1.92286	48.9208	36.0756	0.00453674	5908.84	1.03224e-005
1.67964	1.75918	0.0516777	0.0487569	0	0.00629469	0.0244895	6997.92	0.0106089	4982.03	7972.02	3.44766	0.000242913	0.000786802	0.360037	1.86878e-006	49147	0.000356484	0.0316996	1.68714e-006	1.06375e-005	0.45899	5894.95	0.00563994	8990.37	3.46835e-006
1.29861	1.37285	0.0415586	0.0455954	0	0.00670504	0.0219433	28.7453	14099.4	0.339501	5502.28	7983.47	0.000252513	0.0013468	0.401005	0.511008	180638	71178.6	0.0325775	2.36564e-006	7.44701e-006	1.12882e-005	0.0311705	0.00610995	8311.9	2.81566e-006
1.33442	1.43023	0.0402709	0.0908189	0	0.00455748	0.000430243	0.311947	0.0247478	0.33316	4383.82	6341.63	0.000335083	0.00147828	0.00149128	0.000269761	236081	78459.3	2.43528e-005	0.00140718	3.72283e-006	17.7906	0.0302817	0.00404681	11074.4	3.24937e-006
1.14221	2.26082	0.040572	0.0640572	0	0.00535607	1.04919	0.230699	0.0308585	0.358463	3248.78	6208.07	0.000305356	0.00169906	0.001248	0.000287712	166214	89361.3	3.89336e-005	0.00101128	3.57243e-006	19.7381	0.0278762	0.00410067	8134.28	2.5706e-006
1.16876	2.47981	1.45847e-006	0.0644562	0	0.0149315	1.23166	8.01866e-005	4.55047	5132.98	0.00419975	6.20622e-005	1.15067e-005	5.46777e-005	0.00238792	1.8813e-006	419.33	0.00027019	0.000306353	0.00130389	4.4129e-006	15.589	3760.69	179.101	0.0015956	2.69307e-006
1.08663	1.97497	1.39612e-006	0.0350103	0	0.00340862	0.849928	14.8477	90.8266	5050.13	0.00534821	9.25842e-005	1.80413e-005	4.48961e-005	0.00227973	0.000277061	332074	0.623665	0.000229816	0.000906458	3.98792e-006	30.6898	6876.63	179.224	0.0337981	2.59153e-006
0.00829166	1.28384	1.55378e-006	0.319772	0	0.00576112	0.950014	10.0741	127.784	0.0398755	577.661	0.0170451	0.0570997	1.09659e-005	6.00347e-006	0.000310021	258583	0.460564	0.000275498	0.000708953	5.88396e-006	0.243619	6190.03	169.947	0.00106241	3.64678e-006
1.10408	1.90132	1.92486e-006	0.00149339	0	5.87769e-006	0.795743	8.8777	1.12109	0.0265868	0.0138819	8.8135	0.0691732	1.08691e-005	5.80726e-006	0.0013256	249130	0.56284	4.04091e-005	0.000752414	5.04498e-006	0.324255	76389.7	0.0566271	0.00104024	2.64951e-006
1.42591e-006	1.97101	0.0043729	0.389227	0	1.20712	0.374668	421019	44.0271	1.60479e-006	0.0110909	73.0289	0.000286688	1.69808e-005	0.01117	0.0011373	0.669247	0.00519761	8.69991e-006	8.26065e-006	0.20886	61554	0.47528	0.049132	0.000855367	2.75594e-006
1.41958e-006	1.42877	0.00981488	0.36186	0	1.06686	4.86096e-005	8.60922	64603.5	0.00453464	0.013735	311.581	4.25655e-005	26.0522	4.2993e-006	0.0010393	5.85161	0.00238329	4.63838e-005	0.0149769	0.184284	0.035058	39200.9	21174.5	0.000621471	2.80283e-006
1.76558e-006	1.84265	0.00646128	0.898411	0	0.944191	4.94695e-005	3.13771	51.1266	0.37624	0.0105343	73.0126	4.74001e-005	1.19506	4.03837e-006	0.0286856	2.69783e-005	21339.4	3.86805e-005	6.41949e-006	0.250418	3.51263e-005	8.93424e-005	1088.45	0.000424726	2.73983e-006
0.823706	2.73514	0.00679502	0.636999	0	1.27426	0.000183574	2.98477	860.437	0.309359	0.0736812	3111.26	0.000178914	1413.98	0.0605779	2.55378e-005	14090.3	40821.2	2.48203e-005	7.57734e-006	1.16154e-006	0.968074	0.000714455	0.14398	0.000358635	2.6886e-006
1.07923	3.78777	0.00545682	0.89711	0	1.23993	0.571493	1.18952e-006	79.3186	0.0922151	1.0526e-005	266372	1.91215e-006	261745	0.0273933	3.39975e-005	18410.5	20026.8	3.18149e-005	6.12074e-006	1.62339e-006	0.692903	0.000791004	0.098692	0.000290134	2.66812e-006
0.000285737	3.13952	3.56632e-006	1.03075	0	1.34588	0.7626	1.69564	950830	0.336317	0.0116691	59.6738	1.99452e-006	230313	3.41988	0.0581118	28066.9	5.97784	2.81716e-005	0.00165919	0.0024709	1.08417	0.000989417	0.00130303	352.349	1.79871e-006
0.655739	2.08077	3.57982e-006	0.699088	0	0.725753	0.000187697	1313.97	647790	0.551166	28.5593	2832.38	0.0030658	4.68305	0.00421491	0.00445341	816503	117.129	1.03942	2.68033e-006	1.10819e-006	253.439	0.06818	89162.9	0.000303516	3.53313e-006
0.921761	2.27307	0.0795796	0.528998	0	5.23618e-005	0.822255	4243.14	951701	0.558385	0.00146842	35330.2	0.00695397	4.10658	0.00535261	0.189243	0.0424984	0.384391	0.000768089	3.44533e-006	2.49158e-005	299.216	14.8262	77264.5	0.000332048	2.46087e-006
0.249743	1.77781	0.0558441	1.40053	0	1.31047e-005	0.127519	0.383114	600000	3217.48	966.609	0.927814	0.00726796	1.07593	0.000241714	0.20011	3.5728e-006	14.8715	0.000317389	0.000774028	3.42583e-005	348.51	2.54351	0.000140934	13977.2	3.04866e-006
0.00150025	1.60083	1.64504e-005	1.59531	0	0.00376121	0.000262816	0.000113183	1.32898	0.000766485	105.444	4.16244e-005	2.09588e-005	1.3024	1.87167e-006	0.000529026	0.000214625	64.9936	0.00191041	5617.02	1.07083e-005	4.53016	2985.04	3.36083e-006	195835	3.03213e-006
0.0364746	1.80565	1.17374e-005	1.65684	0	0.00358176	0.108755	730.532	1.75751e-005	2.19133e-005	97.5894	5.25204e-005	0.000368079	64.3606	0.00581558	0.000125678	0.00248882	0.0347596	0.00163633	50262.2	6.76998e-006	6.06215	3608.51	200684	0.0249011	3.0275e-006
