Time	Mek1-PP	Erk2	Mos	Erk2-P	Erk2-PP	Mos-P	Mek1	Mek1-P
0	9.7265462678	282.833554418	87.3836028264	10.1835095512	9.53175878196	9.89630584958	279.471247061	10.2133823656
20	8.32382247284e-07	94.6058694017	89.9488873242	196.076822565	10.319969324	9.50587379972	0.0472005725239	291.69238472
40	7.32468474408e-07	96.5040178955	96.2065434259	198.554624438	9.66372721354	7.88601489192	0.0511436468677	304.216893922
60	6.64699029299e-07	98.9692419713	92.8103927059	193.669470754	9.97151860979	7.85671727552	0.0590779012667	301.008629654
80	6.01707689366e-07	92.3840996249	90.8711045632	197.900866177	9.70307935337	6.88124843256	0.0665125562961	290.725183114
100	5.59525827374e-07	93.5216816137	97.4714385998	196.06034674	9.51451981262	6.03187066933	0.0736367554602	297.741931202
120	4.96159536939e-07	96.3299038869	91.1883977106	184.488079477	9.89521321217	5.62449643746	0.0774984482245	290.699128555
140	4.78234668575e-07	98.8497989387	92.9021575273	186.710586355	10.2498848346	5.23166593929	0.0883933810761	297.124262131
160	4.19897580906e-07	97.696939086	97.6570750275	192.439033742	10.3394478276	4.61615017214	0.0947150173326	287.094532826
180	3.65306914734e-07	93.9151830255	98.0139094468	186.719614274	10.232586438	4.01266528173	0.109449569074	290.090196252
200	3.33619502042e-07	95.0203151436	93.7551172221	189.444318313	9.66784591818	3.70770018722	0.117887705715	287.340126109
220	3.28023074681e-07	102.238495449	98.0420894093	184.035641675	9.70190182452	3.59516875633	0.130021291008	293.455734357
240	2.95220147938e-07	103.554467728	99.1971431973	182.2682708	10.3310505584	3.04795154218	0.147356086158	308.174278012
260	2.58284894017e-07	99.2166465469	97.8266885217	195.411466535	9.99386149707	2.95884101657	0.16019460162	304.733129057
280	2.26445287626e-07	102.655503047	99.5266180994	186.392144129	9.66773121802	2.66429211566	0.175312768358	306.690273811
300	2.21326026702e-07	102.474536259	101.609734542	187.299708023	9.4407555201	2.29494413074	0.192222306395	300.447468581
320	1.97835869733e-07	100.40280089	99.4599418931	198.738929426	9.55174000618	2.13199200345	0.20725471751	289.454641946
340	1.75291487492e-07	100.251443719	101.761688013	181.400826607	9.96875619621	1.91365022517	0.224957956042	313.929593109
360	1.66073307576e-07	95.7813226898	94.3847476701	199.005206763	9.43483414252	1.75032307507	0.260744614115	310.801148954
380	1.44240727122e-07	98.5724189427	96.4327170089	196.797232055	9.56814971873	1.59150127223	0.276010128334	285.290425618
400	1.28076720852e-07	104.69023828	93.7559055383	185.32402105	9.55392055294	1.5039457727	0.320299820303	293.002196797
420	1.1428960996e-07	97.1128128604	103.532155756	198.081129226	10.1493415019	1.34521192977	0.353001293761	311.332586855
440	1.11824057639e-07	104.952359736	99.9002037724	193.236061181	9.82415003844	1.19456158928	0.389177373445	309.949138645
460	9.42009700925e-08	101.343978843	94.8161653115	194.354284536	9.46911332484	1.04116154466	0.404701656555	302.576867994
480	8.8729425195e-08	105.076486638	102.739041283	186.343810889	9.76251244136	1.02799352218	0.449763207001	310.26865931
500	7.93996762333e-08	104.758721122	98.6481457881	187.81131248	9.89393054246	0.893500849071	0.490919801894	302.170672898
520	7.26729828521e-08	97.8369900335	97.421873597	188.676831376	9.9132937797	0.811981457518	0.57000031617	312.088018685
540	6.42309731752e-08	99.9983774412	99.2395870406	188.383486341	10.0133274917	0.711543484796	0.644066206246	310.284829005
560	6.14521788126e-08	102.498395403	102.532702884	179.523858096	9.43294015323	0.684215890991	0.690193593644	287.022312951
580	5.48906705861e-08	103.248599125	96.1143152664	180.927141876	10.156151529	0.602571532825	0.813418972694	313.401686451
600	4.99966480326e-08	101.608180581	102.141016611	196.076054059	10.2342152924	0.532243735853	0.863146545506	309.93956985
620	4.6677985783e-08	107.817886237	99.1821684505	190.28239558	9.59035350974	0.510618563209	0.953027348364	286.313826716
640	3.94756570447e-08	100.857970237	99.9057017409	188.711059981	10.2237095293	0.446589741397	1.04459412371	299.182598197
660	3.62448211403e-08	100.637583779	98.3978986305	192.454051812	10.0506214536	0.404685913574	1.18130225557	311.855719643
680	3.29052273013e-08	103.699216348	101.493066419	182.983657707	9.34729176769	0.381593399541	1.28189855803	291.833932768
700	3.20297351882e-08	107.364495485	99.4813312167	180.698466442	9.56777459625	0.34256554328	1.40179931082	286.177828413
720	2.79044445289e-08	107.795295671	99.034806631	177.436225322	10.0748745157	0.308076245167	1.58698687347	300.566457007
740	2.59926275748e-08	103.386240273	94.7688664846	186.427995461	9.73509015063	0.28501086311	1.83587078791	307.900158891
760	2.36115260642e-08	108.598710448	103.94256204	189.672500674	9.53646574209	0.247255272296	2.00653025707	292.011413986
780	2.15063517132e-08	104.900767033	98.6660269887	190.661623819	10.1228851931	0.240179008522	2.28913980094	303.970462731
