Time	[X]	[Y]	[Z]
2.832	6.40731	14.069	17.5219
2.833	6.48442	14.2443	17.543
2.834	6.56251	14.4215	17.5663
2.835	6.6416	14.6007	17.5918
2.836	6.72169	14.7819	17.6195
2.837	6.8028	14.965	17.6495
2.838	6.88494	15.1502	17.6819
2.839	6.96811	15.3373	17.7167
2.84	7.05233	15.5265	17.754
2.841	7.1376	15.7177	17.7937
2.842	7.22393	15.9108	17.836
2.843	7.31134	16.106	17.8809
2.844	7.39983	16.3032	17.9285
2.845	7.48941	16.5025	17.9788
2.846	7.58009	16.7037	18.0319
2.847	7.67188	16.907	18.0878
2.848	7.7648	17.1123	18.1466
2.849	7.85884	17.3196	18.2084
2.85	7.95401	17.529	18.2732
2.851	8.05034	17.7403	18.3411
2.852	8.14781	17.9536	18.4121
2.853	8.24646	18.1689	18.4863
2.854	8.34627	18.3862	18.5639
2.855	8.44726	18.6055	18.6448
2.856	8.54943	18.8267	18.7291
2.857	8.6528	19.0499	18.8169
2.858	8.75737	19.2749	18.9082
2.859	8.86315	19.5019	19.0032
2.86	8.97015	19.7308	19.1019
2.861	9.07837	19.9615	19.2044
2.862	9.18781	20.1941	19.3107
2.863	9.29849	20.4284	19.421
2.864	9.41041	20.6646	19.5353
2.865	9.52358	20.9025	19.6537
2.866	9.63799	21.1421	19.7762
2.867	9.75366	21.3834	19.903
2.868	9.87059	21.6264	20.0342
2.869	9.98878	21.8709	20.1697
2.87	10.1082	22.117	20.3098
2.871	10.229	22.3646	20.4544
2.872	10.3509	22.6137	20.6037
2.873	10.4742	22.8642	20.7577
2.874	10.5987	23.116	20.9166
2.875	10.7246	23.3692	21.0804
2.876	10.8516	23.6235	21.2493
2.877	10.98	23.879	21.4232
2.878	11.1096	24.1356	21.6023
2.879	11.2405	24.3933	21.7866
2.88	11.3727	24.6518	21.9764
2.881	11.5061	24.9113	22.1716
2.882	11.6408	25.1715	22.3723
2.883	11.7767	25.4324	22.5787
2.884	11.9139	25.6939	22.7907
2.885	12.0523	25.956	23.0086
2.886	12.192	26.2184	23.2323
2.887	12.3328	26.4811	23.4621
2.888	12.4749	26.744	23.6978
2.889	12.6182	27.0069	23.9398
2.89	12.7627	27.2699	24.1879
2.891	12.9083	27.5326	24.4424
2.892	13.0552	27.7951	24.7032
2.893	13.2031	28.0571	24.9705
2.894	13.3522	28.3185	25.2443
2.895	13.5025	28.5792	25.5248
2.896	13.6538	28.8391	25.8119
2.897	13.8062	29.0979	26.1058
2.898	13.9596	29.3556	26.4066
2.899	14.1141	29.6119	26.7142
2.9	14.2695	29.8667	27.0287
2.901	14.426	30.1198	27.3503
2.902	14.5834	30.371	27.679
2.903	14.7417	30.6202	28.0147
2.904	14.901	30.8671	28.3577
2.905	15.0611	31.1116	28.7078
2.906	15.222	31.3534	29.0652
2.907	15.3837	31.5924	29.4298
2.908	15.5461	31.8283	29.8017
2.909	15.7093	32.0609	30.181
2.91	15.8732	32.29	30.5676
2.911	16.0376	32.5154	30.9615
2.912	16.2027	32.7368	31.3628
2.913	16.3683	32.954	31.7715
2.914	16.5344	33.1667	32.1875
2.915	16.7009	33.3747	32.6108
2.916	16.8678	33.5778	33.0413
2.917	17.0351	33.7757	33.4792
2.918	17.2026	33.9681	33.9242
2.919	17.3704	34.1548	34.3765
2.92	17.5383	34.3355	34.8358
2.921	17.7063	34.5099	35.3021
2.922	17.8744	34.6778	35.7754
2.923	18.0424	34.8389	36.2556
2.924	18.2103	34.9929	36.7425
2.925	18.378	35.1395	37.2361
2.926	18.5455	35.2784	37.7362
2.927	18.7126	35.4095	38.2426
2.928	18.8794	35.5323	38.7554
2.929	19.0457	35.6466	39.2742
2.93	19.2114	35.7521	39.799
2.931	19.3764	35.8486	40.3295
2.932	19.5408	35.9357	40.8655
2.933	19.7043	36.0133	41.4069
2.934	19.8669	36.0809	41.9534
2.935	20.0286	36.1384	42.5048
2.936	20.1891	36.1854	43.0609
2.937	20.3485	36.2217	43.6214
2.938	20.5065	36.2471	44.186
2.939	20.6632	36.2613	44.7544
2.94	20.8185	36.264	45.3264
2.941	20.9721	36.255	45.9016
2.942	21.1241	36.2341	46.4797
2.943	21.2743	36.2011	47.0605
2.944	21.4226	36.1557	47.6435
2.945	21.5689	36.0977	48.2283
2.946	21.7131	36.027	48.8147
2.947	21.8552	35.9433	49.4022
2.948	21.9949	35.8465	49.9905
2.949	22.1322	35.7365	50.579
2.95	22.2669	35.613	51.1675
2.951	22.399	35.476	51.7555
2.952	22.5284	35.3254	52.3426
2.953	22.6549	35.161	52.9283
2.954	22.7785	34.9828	53.5122
2.955	22.899	34.7907	54.0938
2.956	23.0163	34.5847	54.6726
2.957	23.1303	34.3647	55.2483
2.958	23.241	34.1307	55.8202
2.959	23.3481	33.8827	56.388
2.96	23.4516	33.6208	56.9512
2.961	23.5514	33.345	57.5092
2.962	23.6475	33.0553	58.0616
2.963	23.7396	32.752	58.6079
2.964	23.8277	32.4349	59.1476
2.965	23.9117	32.1044	59.6802
2.966	23.9915	31.7605	60.2053
2.967	24.067	31.4035	60.7224
2.968	24.1382	31.0334	61.231
2.969	24.2049	30.6506	61.7306
2.97	24.2671	30.2552	62.2207
2.971	24.3246	29.8476	62.701
2.972	24.3775	29.4279	63.171
2.973	24.4256	28.9965	63.6303
2.974	24.4689	28.5537	64.0784
2.975	24.5073	28.0998	64.5149
2.976	24.5407	27.6352	64.9394
2.977	24.5692	27.1602	65.3516
2.978	24.5925	26.6753	65.7511
2.979	24.6108	26.1808	66.1375
2.98	24.6239	25.6772	66.5105
2.981	24.6319	25.1648	66.8699
2.982	24.6346	24.6442	67.2152
2.983	24.632	24.1157	67.5462
2.984	24.6242	23.58	67.8628
2.985	24.6111	23.0374	68.1645
2.986	24.5928	22.4884	68.4513
2.987	24.5691	21.9335	68.723
2.988	24.54	21.3733	68.9793
2.989	24.5057	20.8083	69.2201
2.99	24.4661	20.2389	69.4453
2.991	24.4212	19.6658	69.6548
2.992	24.371	19.0893	69.8485
2.993	24.3156	18.5102	70.0265
2.994	24.2549	17.9288	70.1885
2.995	24.189	17.3458	70.3347
2.996	24.118	16.7616	70.465
2.997	24.0419	16.1767	70.5795
2.998	23.9608	15.5917	70.6782
2.999	23.8746	15.0072	70.7612
3	23.7834	14.4235	70.8287
3.001	23.6874	13.8412	70.8807
3.002	23.5865	13.2608	70.9175
3.003	23.4809	12.6828	70.939
3.004	23.3706	12.1077	70.9456
3.005	23.2557	11.5358	70.9375
3.006	23.1362	10.9676	70.9147
3.007	23.0123	10.4037	70.8777
3.008	22.8841	9.84433	70.8266
3.009	22.7516	9.28998	70.7617
3.01	22.6149	8.74101	70.6834
3.011	22.4741	8.19781	70.5917
3.012	22.3294	7.66073	70.4872
3.013	22.1808	7.13011	70.3701
3.014	22.0284	6.60629	70.2407
3.015	21.8724	6.08957	70.0993
3.016	21.7128	5.58024	69.9464
3.017	21.5498	5.07856	69.7822
3.018	21.3834	4.58481	69.6071
3.019	21.2138	4.09922	69.4215
3.02	21.0411	3.622	69.2258
3.021	20.8655	3.15336	69.0203
3.022	20.6869	2.69348	68.8053
3.023	20.5057	2.24254	68.5814
3.024	20.3217	1.80068	68.3488
3.025	20.1353	1.36804	68.1079
3.026	19.9464	0.944733	67.8591
3.027	19.7553	0.530859	67.6029
3.028	19.562	0.126505	67.3394
3.029	19.3666	-0.268262	67.0692
3.03	19.1693	-0.653387	66.7926
3.031	18.9702	-1.02883	66.5099
3.032	18.7694	-1.39457	66.2216
3.033	18.5669	-1.7506	65.9279
3.034	18.3631	-2.09691	65.6293
3.035	18.1578	-2.43353	65.326
3.036	17.9513	-2.76048	65.0184
3.037	17.7436	-3.07781	64.7069
3.038	17.5349	-3.38555	64.3916
3.039	17.3252	-3.68378	64.0731
3.04	17.1147	-3.97257	63.7515
3.041	16.9035	-4.252	63.4272
3.042	16.6916	-4.52216	63.1005
3.043	16.4793	-4.78315	62.7715
3.044	16.2664	-5.03507	62.4407
3.045	16.0533	-5.27805	62.1083
3.046	15.8398	-5.5122	61.7745
3.047	15.6262	-5.73766	61.4395
3.048	15.4126	-5.95454	61.1037
3.049	15.1989	-6.16301	60.7672
3.05	14.9854	-6.36319	60.4303
3.051	14.772	-6.55525	60.0932
3.052	14.5589	-6.73932	59.756
3.053	14.3461	-6.91558	59.4189
3.054	14.1336	-7.08417	59.0823
3.055	13.9217	-7.24526	58.7461
3.056	13.7103	-7.39901	58.4106
3.057	13.4996	-7.54559	58.076
3.058	13.2894	-7.68518	57.7423
3.059	13.0801	-7.81793	57.4098
3.06	12.8715	-7.94401	57.0786
3.061	12.6638	-8.06361	56.7487
3.062	12.457	-8.17688	56.4204
3.063	12.2511	-8.284	56.0937
3.064	12.0463	-8.38514	55.7687
3.065	11.8425	-8.48048	55.4455
3.066	11.6398	-8.57017	55.1243
3.067	11.4383	-8.65438	54.8051
3.068	11.238	-8.7333	54.4879
3.069	11.0389	-8.80707	54.1729
3.07	10.8411	-8.87587	53.8601
3.071	10.6446	-8.93985	53.5496
3.072	10.4494	-8.99918	53.2414
3.073	10.2556	-9.05401	52.9356
3.074	10.0632	-9.10451	52.6322
3.075	9.87228	-9.15082	52.3313
3.076	9.68279	-9.1931	52.0329
3.077	9.49477	-9.2315	51.737
3.078	9.30827	-9.26616	51.4437
3.079	9.12329	-9.29723	51.153
3.08	8.93986	-9.32485	50.8648
3.081	8.758	-9.34916	50.5793
3.082	8.57773	-9.3703	50.2965
3.083	8.39905	-9.38839	50.0162
3.084	8.22198	-9.40357	49.7386
3.085	8.04654	-9.41598	49.4637
3.086	7.87273	-9.42572	49.1914
3.087	7.70057	-9.43293	48.9217
3.088	7.53007	-9.43772	48.6547
3.089	7.36122	-9.44022	48.3904
3.09	7.19404	-9.44053	48.1286
3.091	7.02853	-9.43876	47.8695
3.092	6.86469	-9.43503	47.613
3.093	6.70254	-9.42944	47.359
3.094	6.54206	-9.42209	47.1077
3.095	6.38325	-9.41309	46.8589
3.096	6.22613	-9.40252	46.6126
3.097	6.07068	-9.39049	46.3689
3.098	5.9169	-9.37708	46.1277
3.099	5.7648	-9.36239	45.8889
3.1	5.61436	-9.34649	45.6526
3.101	5.46558	-9.32949	45.4187
3.102	5.31845	-9.31145	45.1873
3.103	5.17298	-9.29246	44.9582
3.104	5.02914	-9.2726	44.7315
3.105	4.88694	-9.25193	44.5071
3.106	4.74636	-9.23053	44.285
3.107	4.6074	-9.20848	44.0651
3.108	4.47004	-9.18583	43.8476
3.109	4.33428	-9.16266	43.6322
3.11	4.2001	-9.13903	43.4191
3.111	4.06749	-9.11499	43.2081
3.112	3.93645	-9.09062	42.9993
3.113	3.80695	-9.06596	42.7925
3.114	3.67898	-9.04108	42.5879
3.115	3.55254	-9.01602	42.3853
3.116	3.42761	-8.99084	42.1847
3.117	3.30417	-8.9656	41.9862
3.118	3.18221	-8.94032	41.7896
3.119	3.06171	-8.91508	41.5949
3.12	2.94267	-8.8899	41.4022
3.121	2.82505	-8.86484	41.2114
3.122	2.70886	-8.83993	41.0224
3.123	2.59407	-8.81522	40.8353
3.124	2.48067	-8.79075	40.65
3.125	2.36864	-8.76654	40.4665
3.126	2.25796	-8.74265	40.2847
3.127	2.14862	-8.71911	40.1047
3.128	2.0406	-8.69594	39.9264
3.129	1.93388	-8.67318	39.7498
3.13	1.82845	-8.65087	39.5749
3.131	1.72429	-8.62903	39.4016
3.132	1.62138	-8.60769	39.2299
3.133	1.5197	-8.58689	39.0598
3.134	1.41924	-8.56664	38.8913
3.135	1.31998	-8.54697	38.7243
3.136	1.2219	-8.52791	38.5589
3.137	1.12498	-8.50949	38.395
3.138	1.0292	-8.49172	38.2326
3.139	0.934552	-8.47463	38.0717
3.14	0.841012	-8.45824	37.9122
3.141	0.748561	-8.44257	37.7542
3.142	0.657183	-8.42764	37.5975
3.143	0.566858	-8.41347	37.4423
3.144	0.47757	-8.40007	37.2884
3.145	0.389299	-8.38747	37.136
3.146	0.302029	-8.37569	36.9848
3.147	0.215739	-8.36473	36.835
3.148	0.130413	-8.35461	36.6865
3.149	0.0460327	-8.34535	36.5393
3.15	-0.0374204	-8.33697	36.3934
3.151	-0.119964	-8.32947	36.2488
3.152	-0.201617	-8.32287	36.1054
3.153	-0.282395	-8.31719	35.9633
3.154	-0.362319	-8.31243	35.8224
3.155	-0.441404	-8.30861	35.6828
3.156	-0.519669	-8.30574	35.5443
3.157	-0.597131	-8.30383	35.407
3.158	-0.673808	-8.30288	35.2709
3.159	-0.749718	-8.30292	35.136
3.16	-0.824878	-8.30395	35.0023
3.161	-0.899306	-8.30598	34.8697
3.162	-0.973017	-8.30901	34.7383
3.163	-1.04603	-8.31307	34.608
3.164	-1.11836	-8.31815	34.4788
3.165	-1.19003	-8.32426	34.3508
3.166	-1.26105	-8.33142	34.2238
3.167	-1.33145	-8.33962	34.098
3.168	-1.40122	-8.34888	33.9732
3.169	-1.4704	-8.35921	33.8496
3.17	-1.539	-8.37061	33.727
3.171	-1.60704	-8.38308	33.6055
3.172	-1.67453	-8.39664	33.4851
3.173	-1.74149	-8.41128	33.3658
3.174	-1.80793	-8.42702	33.2475
3.175	-1.87388	-8.44387	33.1303
3.176	-1.93934	-8.46182	33.0141
3.177	-2.00433	-8.48088	32.899
3.178	-2.06887	-8.50106	32.7849
3.179	-2.13298	-8.52237	32.6719
3.18	-2.19667	-8.5448	32.5599
3.181	-2.25995	-8.56837	32.4489
3.182	-2.32284	-8.59308	32.339
3.183	-2.38536	-8.61892	32.2301
3.184	-2.44752	-8.64592	32.1223
3.185	-2.50933	-8.67407	32.0155
3.186	-2.57082	-8.70337	31.9097
3.187	-2.63199	-8.73384	31.8049
3.188	-2.69286	-8.76547	31.7012
3.189	-2.75344	-8.79828	31.5985
3.19	-2.81376	-8.83225	31.4969
3.191	-2.87382	-8.86741	31.3963
3.192	-2.93364	-8.90374	31.2967
3.193	-2.99323	-8.94127	31.1981
3.194	-3.0526	-8.97998	31.1006
3.195	-3.11178	-9.01989	31.0042
3.196	-3.17077	-9.06099	30.9087
3.197	-3.22959	-9.1033	30.8144
3.198	-3.28825	-9.14682	30.721
3.199	-3.34676	-9.19154	30.6287
3.2	-3.40515	-9.23748	30.5375
3.201	-3.46341	-9.28464	30.4474
3.202	-3.52158	-9.33302	30.3583
3.203	-3.57965	-9.38262	30.2702
3.204	-3.63764	-9.43345	30.1833
3.205	-3.69557	-9.48552	30.0974
3.206	-3.75344	-9.53882	30.0126
3.207	-3.81128	-9.59336	29.9289
3.208	-3.86909	-9.64915	29.8463
3.209	-3.92689	-9.70619	29.7648
3.21	-3.98468	-9.76447	29.6844
3.211	-4.04249	-9.82401	29.6051
3.212	-4.10031	-9.88482	29.527
3.213	-4.15818	-9.94688	29.45
3.214	-4.21609	-10.0102	29.3741
3.215	-4.27407	-10.0748	29.2994
3.216	-4.33211	-10.1407	29.2258
3.217	-4.39024	-10.2078	29.1535
3.218	-4.44847	-10.2763	29.0823
3.219	-4.5068	-10.346	29.0122
3.22	-4.56525	-10.417	28.9434
3.221	-4.62384	-10.4893	28.8758
3.222	-4.68257	-10.5629	28.8094
3.223	-4.74145	-10.6378	28.7443
3.224	-4.8005	-10.714	28.6803
3.225	-4.85972	-10.7915	28.6177
3.226	-4.91914	-10.8703	28.5563
3.227	-4.97875	-10.9504	28.4962
3.228	-5.03857	-11.0318	28.4374
3.229	-5.09862	-11.1146	28.3799
3.23	-5.1589	-11.1987	28.3237
3.231	-5.21942	-11.2841	28.2688
3.232	-5.28019	-11.3708	28.2153
3.233	-5.34123	-11.4588	28.1632
3.234	-5.40255	-11.5482	28.1124
3.235	-5.46415	-11.639	28.0631
3.236	-5.52605	-11.731	28.0151
3.237	-5.58825	-11.8244	27.9686
3.238	-5.65077	-11.9192	27.9235
3.239	-5.71362	-12.0153	27.8799
3.24	-5.77681	-12.1127	27.8378
3.241	-5.84035	-12.2115	27.7972
3.242	-5.90424	-12.3117	27.7581
3.243	-5.9685	-12.4132	27.7205
3.244	-6.03313	-12.516	27.6845
3.245	-6.09816	-12.6203	27.6501
3.246	-6.16358	-12.7258	27.6172
3.247	-6.22941	-12.8327	27.586
3.248	-6.29565	-12.941	27.5564
3.249	-6.36232	-13.0507	27.5285
3.25	-6.42942	-13.1617	27.5023
3.251	-6.49697	-13.274	27.4777
3.252	-6.56496	-13.3878	27.4549
3.253	-6.63342	-13.5028	27.4339
3.254	-6.70235	-13.6193	27.4146
3.255	-6.77177	-13.7371	27.3971
3.256	-6.84166	-13.8562	27.3815
3.257	-6.91206	-13.9767	27.3677
3.258	-6.98296	-14.0985	27.3558
3.259	-7.05437	-14.2217	27.3457
3.26	-7.12631	-14.3463	27.3377
3.261	-7.19877	-14.4721	27.3315
3.262	-7.27178	-14.5994	27.3274
3.263	-7.34533	-14.7279	27.3252
3.264	-7.41943	-14.8578	27.3252
3.265	-7.4941	-14.9889	27.3271
3.266	-7.56933	-15.1214	27.3312
3.267	-7.64514	-15.2552	27.3374
3.268	-7.72153	-15.3903	27.3458
3.269	-7.79852	-15.5267	27.3563
3.27	-7.8761	-15.6644	27.3691
3.271	-7.95429	-15.8034	27.3841
3.272	-8.03308	-15.9436	27.4014
3.273	-8.1125	-16.0851	27.4211
3.274	-8.19254	-16.2278	27.4431
3.275	-8.27321	-16.3717	27.4674
3.276	-8.35451	-16.5169	27.4942
3.277	-8.43646	-16.6633	27.5235
3.278	-8.51905	-16.8109	27.5552
3.279	-8.60229	-16.9596	27.5895
3.28	-8.6862	-17.1095	27.6263
3.281	-8.77076	-17.2606	27.6657
3.282	-8.85599	-17.4127	27.7078
3.283	-8.9419	-17.566	27.7525
3.284	-9.02847	-17.7204	27.7999
3.285	-9.11573	-17.8758	27.8501
3.286	-9.20368	-18.0323	27.903
3.287	-9.29231	-18.1898	27.9588
3.288	-9.38163	-18.3483	28.0174
3.289	-9.47164	-18.5078	28.0789
3.29	-9.56235	-18.6682	28.1434
3.291	-9.65376	-18.8295	28.2108
3.292	-9.74586	-18.9917	28.2812
3.293	-9.83867	-19.1548	28.3547
3.294	-9.93219	-19.3187	28.4313
3.295	-10.0264	-19.4834	28.5111
3.296	-10.1213	-19.6489	28.594
3.297	-10.217	-19.8151	28.6801
3.298	-10.3133	-19.982	28.7694
3.299	-10.4103	-20.1495	28.8621
3.3	-10.5081	-20.3176	28.9581
3.301	-10.6065	-20.4863	29.0574
3.302	-10.7057	-20.6556	29.1602
3.303	-10.8055	-20.8253	29.2664
3.304	-10.9061	-20.9954	29.3761
3.305	-11.0073	-21.1659	29.4894
3.306	-11.1092	-21.3368	29.6062
3.307	-11.2118	-21.5079	29.7266
3.308	-11.3151	-21.6793	29.8507
3.309	-11.4191	-21.8508	29.9784
3.31	-11.5238	-22.0225	30.1099
3.311	-11.6291	-22.1942	30.2451
3.312	-11.7351	-22.3659	30.3841
3.313	-11.8417	-22.5375	30.527
3.314	-11.949	-22.7091	30.6737
3.315	-12.0569	-22.8804	30.8243
3.316	-12.1655	-23.0514	30.9788
3.317	-12.2746	-23.2221	31.1373
3.318	-12.3844	-23.3924	31.2998
3.319	-12.4948	-23.5622	31.4663
3.32	-12.6057	-23.7314	31.6369
3.321	-12.7173	-23.9	31.8115
3.322	-12.8294	-24.0679	31.9903
3.323	-12.9421	-24.2349	32.1732
3.324	-13.0552	-24.4011	32.3602
3.325	-13.169	-24.5663	32.5514
3.326	-13.2832	-24.7304	32.7468
3.327	-13.3979	-24.8933	32.9464
3.328	-13.5131	-25.055	33.1503
3.329	-13.6287	-25.2153	33.3584
3.33	-13.7448	-25.3742	33.5707
3.331	-13.8613	-25.5315	33.7873
3.332	-13.9782	-25.6872	34.0082
3.333	-14.0955	-25.8411	34.2334
3.334	-14.2131	-25.9931	34.4628
3.335	-14.3311	-26.1432	34.6966
3.336	-14.4494	-26.2911	34.9346
3.337	-14.5679	-26.4369	35.1769
3.338	-14.6867	-26.5804	35.4234
3.339	-14.8058	-26.7214	35.6742
3.34	-14.925	-26.8599	35.9293
3.341	-15.0445	-26.9957	36.1885
3.342	-15.164	-27.1288	36.452
3.343	-15.2837	-27.2589	36.7197
3.344	-15.4035	-27.386	36.9915
3.345	-15.5234	-27.51	37.2674
3.346	-15.6433	-27.6306	37.5474
3.347	-15.7631	-27.7479	37.8315
3.348	-15.8829	-27.8616	38.1196
3.349	-16.0027	-27.9717	38.4116
3.35	-16.1223	-28.078	38.7075
3.351	-16.2418	-28.1803	39.0073
3.352	-16.3611	-28.2786	39.3108
3.353	-16.4801	-28.3727	39.6181
3.354	-16.5989	-28.4625	39.929
3.355	-16.7174	-28.5478	40.2435
3.356	-16.8355	-28.6286	40.5615
3.357	-16.9532	-28.7046	40.883
3.358	-17.0705	-28.7758	41.2077
3.359	-17.1873	-28.8421	41.5357
3.36	-17.3036	-28.9032	41.8668
3.361	-17.4193	-28.9591	42.201
3.362	-17.5344	-29.0096	42.5381
3.363	-17.6488	-29.0547	42.878
3.364	-17.7625	-29.0942	43.2206
3.365	-17.8754	-29.1279	43.5657
3.366	-17.9875	-29.1558	43.9134
3.367	-18.0988	-29.1777	44.2633
3.368	-18.2091	-29.1936	44.6154
3.369	-18.3184	-29.2032	44.9695
3.37	-18.4268	-29.2066	45.3255
3.371	-18.534	-29.2035	45.6832
3.372	-18.6401	-29.194	46.0425
3.373	-18.7451	-29.1778	46.4032
3.374	-18.8488	-29.155	46.7651
3.375	-18.9512	-29.1253	47.1281
3.376	-19.0522	-29.0888	47.4919
3.377	-19.1519	-29.0453	47.8565
3.378	-19.2501	-28.9948	48.2216
3.379	-19.3468	-28.9372	48.587
3.38	-19.4419	-28.8724	48.9525
3.381	-19.5354	-28.8004	49.318
3.382	-19.6272	-28.7211	49.6832
3.383	-19.7172	-28.6345	50.0479
3.384	-19.8055	-28.5405	50.4119
3.385	-19.8919	-28.4391	50.775
3.386	-19.9764	-28.3303	51.1371
3.387	-20.059	-28.2139	51.4978
3.388	-20.1395	-28.0902	51.8569
3.389	-20.218	-27.9589	52.2143
3.39	-20.2943	-27.8202	52.5697
3.391	-20.3685	-27.674	52.9228
3.392	-20.4404	-27.5203	53.2736
3.393	-20.5101	-27.3592	53.6216
3.394	-20.5774	-27.1907	53.9668
3.395	-20.6423	-27.0148	54.3089
3.396	-20.7048	-26.8316	54.6476
3.397	-20.7648	-26.6411	54.9827
3.398	-20.8223	-26.4435	55.314
3.399	-20.8772	-26.2387	55.6414
3.4	-20.9295	-26.0269	55.9644
3.401	-20.9792	-25.8081	56.283
3.402	-21.0261	-25.5824	56.597
3.403	-21.0703	-25.35	56.906
3.404	-21.1117	-25.1109	57.2099
3.405	-21.1503	-24.8653	57.5085
3.406	-21.186	-24.6133	57.8016
3.407	-21.2188	-24.3551	58.089
3.408	-21.2487	-24.0907	58.3704
3.409	-21.2756	-23.8203	58.6457
3.41	-21.2996	-23.5442	58.9147
3.411	-21.3205	-23.2623	59.1773
3.412	-21.3384	-22.975	59.4332
3.413	-21.3532	-22.6824	59.6823
3.414	-21.365	-22.3847	59.9244
3.415	-21.3736	-22.082	60.1593
3.416	-21.3791	-21.7746	60.387
3.417	-21.3815	-21.4627	60.6072
3.418	-21.3808	-21.1465	60.8199
3.419	-21.3768	-20.8261	61.0249
3.42	-21.3697	-20.5019	61.2221
3.421	-21.3595	-20.1739	61.4113
3.422	-21.346	-19.8425	61.5925
3.423	-21.3294	-19.5079	61.7657
3.424	-21.3096	-19.1703	61.9306
3.425	-21.2866	-18.8299	62.0872
3.426	-21.2605	-18.487	62.2355
3.427	-21.2311	-18.1418	62.3754
3.428	-21.1987	-17.7945	62.5068
3.429	-21.1631	-17.4454	62.6298
3.43	-21.1243	-17.0948	62.7442
3.431	-21.0825	-16.7428	62.85
3.432	-21.0375	-16.3897	62.9473
3.433	-20.9895	-16.0357	63.036
3.434	-20.9385	-15.6811	63.1162
3.435	-20.8844	-15.3262	63.1878
3.436	-20.8273	-14.9711	63.2508
3.437	-20.7673	-14.6161	63.3054
3.438	-20.7043	-14.2614	63.3515
3.439	-20.6384	-13.9072	63.3891
3.44	-20.5697	-13.5538	63.4184
3.441	-20.4981	-13.2014	63.4394
3.442	-20.4238	-12.8503	63.4522
3.443	-20.3467	-12.5005	63.4567
3.444	-20.2669	-12.1524	63.4532
3.445	-20.1844	-11.8061	63.4417
3.446	-20.0993	-11.4619	63.4223
3.447	-20.0117	-11.1199	63.3951
3.448	-19.9215	-10.7803	63.3602
3.449	-19.8289	-10.4434	63.3178
3.45	-19.7338	-10.1092	63.2679
3.451	-19.6364	-9.778	63.2107
3.452	-19.5367	-9.44993	63.1463
3.453	-19.4347	-9.12514	63.0748
3.454	-19.3305	-8.8038	62.9964
3.455	-19.2242	-8.48605	62.9112
3.456	-19.1157	-8.17204	62.8194
3.457	-19.0053	-7.8619	62.7212
3.458	-18.8929	-7.55575	62.6166
3.459	-18.7786	-7.25372	62.5058
3.46	-18.6624	-6.95592	62.389
3.461	-18.5445	-6.66246	62.2664
3.462	-18.4248	-6.37345	62.138
3.463	-18.3035	-6.08897	62.0042
3.464	-18.1805	-5.80912	61.8649
3.465	-18.0561	-5.53397	61.7205
3.466	-17.9301	-5.26359	61.5711
3.467	-17.8027	-4.99807	61.4168
3.468	-17.674	-4.73745	61.2578
3.469	-17.544	-4.4818	61.0942
3.47	-17.4128	-4.23116	60.9263
3.471	-17.2804	-3.98557	60.7542
3.472	-17.1469	-3.74508	60.5781
3.473	-17.0124	-3.50971	60.3981
3.474	-16.8769	-3.27948	60.2144
3.475	-16.7405	-3.05442	60.0271
3.476	-16.6032	-2.83454	59.8365
3.477	-16.4651	-2.61984	59.6426
3.478	-16.3263	-2.41034	59.4457
3.479	-16.1868	-2.20602	59.2458
3.48	-16.0467	-2.00689	59.0432
3.481	-15.906	-1.81293	58.8379
3.482	-15.7649	-1.62413	58.6302
3.483	-15.6232	-1.44046	58.4201
3.484	-15.4812	-1.2619	58.2079
3.485	-15.3389	-1.08842	57.9936
3.486	-15.1962	-0.92	57.7774
3.487	-15.0534	-0.75659	57.5594
3.488	-14.9103	-0.598157	57.3397
3.489	-14.7671	-0.444657	57.1185
3.49	-14.6239	-0.296046	56.8959
3.491	-14.4806	-0.152274	56.672
3.492	-14.3373	-0.0132923	56.447
3.493	-14.1941	0.120954	56.2209
3.494	-14.0511	0.250521	55.9938
3.495	-13.9081	0.375467	55.7659
3.496	-13.7654	0.495851	55.5373
3.497	-13.6229	0.611737	55.308
3.498	-13.4807	0.723188	55.0782
3.499	-13.3388	0.83027	54.8479
3.5	-13.1973	0.933049	54.6173
3.501	-13.0563	1.03159	54.3864
3.502	-12.9156	1.12598	54.1553
3.503	-12.7754	1.21626	53.9241
3.504	-12.6358	1.30253	53.6929
3.505	-12.4967	1.38484	53.4617
3.506	-12.3582	1.46328	53.2306
3.507	-12.2203	1.53791	52.9997
3.508	-12.083	1.60882	52.769
3.509	-11.9464	1.67607	52.5387
3.51	-11.8106	1.73974	52.3087
3.511	-11.6754	1.7999	52.0791
3.512	-11.5411	1.85663	51.85
3.513	-11.4075	1.91001	51.6215
3.514	-11.2747	1.9601	51.3935
3.515	-11.1428	2.00699	51.1661
3.516	-11.0117	2.05074	50.9395
3.517	-10.8816	2.09143	50.7135
3.518	-10.7523	2.12914	50.4882
3.519	-10.6239	2.16393	50.2638
3.52	-10.4965	2.19589	50.0402
3.521	-10.3701	2.22507	49.8174
3.522	-10.2446	2.25155	49.5955
3.523	-10.1202	2.27541	49.3745
3.524	-9.99673	2.2967	49.1544
3.525	-9.87432	2.31551	48.9353
3.526	-9.75294	2.3319	48.7172
3.527	-9.63262	2.34593	48.5001
3.528	-9.51337	2.35767	48.284
3.529	-9.39521	2.36719	48.069
3.53	-9.27813	2.37455	47.855
