Time	[X]	[Y]	[Z]
4.76	-2.61621	-5.82066	18.7306
4.761	-2.64844	-5.88908	18.6712
4.762	-2.68103	-5.95851	18.6124
4.763	-2.71399	-6.02896	18.5542
4.764	-2.74733	-6.10043	18.4967
4.765	-2.78105	-6.17294	18.4398
4.766	-2.81517	-6.2465	18.3835
4.767	-2.84968	-6.32112	18.3279
4.768	-2.8846	-6.39681	18.2729
4.769	-2.91993	-6.4736	18.2186
4.77	-2.95567	-6.55148	18.165
4.771	-2.99185	-6.63048	18.112
4.772	-3.02845	-6.7106	18.0598
4.773	-3.06549	-6.79187	18.0082
4.774	-3.10298	-6.87428	17.9573
4.775	-3.14092	-6.95786	17.9072
4.776	-3.17932	-7.04262	17.8578
4.777	-3.21819	-7.12858	17.8091
4.778	-3.25753	-7.21574	17.7612
4.779	-3.29735	-7.30412	17.714
4.78	-3.33767	-7.39374	17.6677
4.781	-3.37848	-7.48461	17.6221
4.782	-3.41979	-7.57674	17.5773
4.783	-3.46162	-7.67015	17.5333
4.784	-3.50397	-7.76486	17.4901
4.785	-3.54684	-7.86087	17.4478
4.786	-3.59025	-7.95821	17.4063
4.787	-3.6342	-8.05688	17.3657
4.788	-3.67871	-8.15691	17.3259
4.789	-3.72377	-8.25831	17.2871
4.79	-3.7694	-8.36109	17.2491
4.791	-3.81561	-8.46527	17.2121
4.792	-3.8624	-8.57087	17.1761
4.793	-3.90978	-8.6779	17.1409
4.794	-3.95776	-8.78638	17.1068
4.795	-4.00635	-8.89632	17.0736
4.796	-4.05556	-9.00774	17.0415
4.797	-4.1054	-9.12066	17.0104
4.798	-4.15587	-9.23509	16.9803
4.799	-4.20699	-9.35104	16.9513
4.8	-4.25875	-9.46854	16.9234
4.801	-4.31118	-9.58761	16.8966
4.802	-4.36429	-9.70825	16.8709
4.803	-4.41807	-9.83048	16.8464
4.804	-4.47254	-9.95432	16.823
4.805	-4.5277	-10.0798	16.8008
4.806	-4.58358	-10.2069	16.7799
4.807	-4.64017	-10.3357	16.7602
4.808	-4.69749	-10.4661	16.7417
4.809	-4.75555	-10.5983	16.7246
4.81	-4.81435	-10.7321	16.7087
4.811	-4.87391	-10.8677	16.6942
4.812	-4.93423	-11.005	16.6811
4.813	-4.99533	-11.1441	16.6694
4.814	-5.05721	-11.285	16.6591
4.815	-5.11989	-11.4276	16.6503
4.816	-5.18337	-11.5721	16.6429
4.817	-5.24766	-11.7184	16.6371
4.818	-5.31278	-11.8665	16.6328
4.819	-5.37874	-12.0164	16.6302
4.82	-5.44554	-12.1683	16.6291
4.821	-5.5132	-12.322	16.6297
4.822	-5.58172	-12.4776	16.6319
4.823	-5.65112	-12.6352	16.6359
4.824	-5.7214	-12.7947	16.6417
4.825	-5.79259	-12.9561	16.6492
4.826	-5.86468	-13.1194	16.6586
4.827	-5.93769	-13.2848	16.6698
4.828	-6.01162	-13.4521	16.683
4.829	-6.0865	-13.6214	16.6981
4.83	-6.16232	-13.7928	16.7152
4.831	-6.23911	-13.9661	16.7344
4.832	-6.31687	-14.1415	16.7556
4.833	-6.39561	-14.3189	16.779
4.834	-6.47534	-14.4984	16.8046
4.835	-6.55607	-14.6799	16.8324
4.836	-6.63782	-14.8635	16.8624
4.837	-6.72059	-15.0492	16.8948
4.838	-6.80439	-15.237	16.9296
4.839	-6.88924	-15.4269	16.9667
4.84	-6.97515	-15.6189	17.0064
4.841	-7.06212	-15.813	17.0486
4.842	-7.15017	-16.0092	17.0934
4.843	-7.2393	-16.2075	17.1408
4.844	-7.32953	-16.4079	17.1909
4.845	-7.42087	-16.6105	17.2438
4.846	-7.51333	-16.8151	17.2995
4.847	-7.60691	-17.0219	17.3581
4.848	-7.70163	-17.2308	17.4197
4.849	-7.7975	-17.4419	17.4842
4.85	-7.89452	-17.655	17.5518
4.851	-7.99271	-17.8702	17.6226
4.852	-8.09207	-18.0876	17.6965
4.853	-8.19262	-18.307	17.7737
4.854	-8.29436	-18.5285	17.8543
4.855	-8.39731	-18.7521	17.9383
4.856	-8.50146	-18.9778	18.0258
4.857	-8.60684	-19.2054	18.1168
4.858	-8.71344	-19.4351	18.2114
4.859	-8.82127	-19.6669	18.3098
4.86	-8.93035	-19.9006	18.412
4.861	-9.04068	-20.1362	18.518
4.862	-9.15226	-20.3738	18.6279
4.863	-9.26511	-20.6133	18.7419
4.864	-9.37923	-20.8547	18.86
4.865	-9.49462	-21.098	18.9823
4.866	-9.61129	-21.343	19.1088
4.867	-9.72926	-21.5899	19.2397
4.868	-9.84851	-21.8384	19.375
4.869	-9.96905	-22.0887	19.5149
4.87	-10.0909	-22.3407	19.6593
4.871	-10.214	-22.5942	19.8085
4.872	-10.3385	-22.8493	19.9624
4.873	-10.4643	-23.1059	20.1213
4.874	-10.5913	-23.3639	20.2851
4.875	-10.7197	-23.6233	20.4539
4.876	-10.8494	-23.8841	20.6279
4.877	-10.9804	-24.146	20.8072
4.878	-11.1127	-24.4092	20.9918
4.879	-11.2463	-24.6735	21.1818
4.88	-11.3813	-24.9387	21.3773
4.881	-11.5175	-25.205	21.5785
4.882	-11.655	-25.472	21.7853
4.883	-11.7938	-25.7399	21.998
4.884	-11.9339	-26.0084	22.2165
4.885	-12.0753	-26.2775	22.441
4.886	-12.218	-26.547	22.6716
4.887	-12.3619	-26.8169	22.9084
4.888	-12.5071	-27.087	23.1514
4.889	-12.6535	-27.3572	23.4007
4.89	-12.8011	-27.6274	23.6565
4.891	-12.95	-27.8975	23.9188
4.892	-13.1001	-28.1673	24.1877
4.893	-13.2513	-28.4367	24.4633
4.894	-13.4038	-28.7055	24.7457
4.895	-13.5574	-28.9737	25.0349
4.896	-13.7121	-29.2409	25.3311
4.897	-13.8679	-29.5072	25.6342
4.898	-14.0249	-29.7723	25.9444
4.899	-14.1829	-30.036	26.2618
4.9	-14.3419	-30.2981	26.5863
4.901	-14.502	-30.5585	26.9182
4.902	-14.663	-30.8171	27.2573
4.903	-14.8251	-31.0735	27.6039
4.904	-14.988	-31.3276	27.9578
4.905	-15.1518	-31.5792	28.3193
4.906	-15.3165	-31.828	28.6882
4.907	-15.4821	-32.0739	29.0648
4.908	-15.6484	-32.3167	29.4489
4.909	-15.8154	-32.556	29.8406
4.91	-15.9832	-32.7917	30.2399
4.911	-16.1516	-33.0236	30.6469
4.912	-16.3206	-33.2513	31.0615
4.913	-16.4902	-33.4746	31.4838
4.914	-16.6603	-33.6934	31.9136
4.915	-16.8308	-33.9072	32.3511
4.916	-17.0018	-34.1159	32.7962
4.917	-17.1731	-34.3191	33.2488
4.918	-17.3447	-34.5167	33.7089
4.919	-17.5165	-34.7083	34.1765
4.92	-17.6885	-34.8936	34.6514
4.921	-17.8606	-35.0724	35.1336
4.922	-18.0327	-35.2444	35.6231
4.923	-18.2048	-35.4093	36.1197
4.924	-18.3768	-35.5667	36.6234
4.925	-18.5486	-35.7165	37.1339
4.926	-18.7201	-35.8583	37.6512
4.927	-18.8913	-35.9917	38.1752
4.928	-19.0621	-36.1166	38.7056
4.929	-19.2324	-36.2326	39.2424
4.93	-19.4021	-36.3393	39.7853
4.931	-19.5711	-36.4366	40.3342
4.932	-19.7393	-36.5242	40.8888
4.933	-19.9067	-36.6016	41.4489
4.934	-20.0732	-36.6687	42.0144
4.935	-20.2386	-36.7251	42.5848
4.936	-20.4029	-36.7706	43.1601
4.937	-20.5659	-36.8049	43.7399
4.938	-20.7277	-36.8277	44.324
4.939	-20.8879	-36.8388	44.9119
4.94	-21.0466	-36.8379	45.5035
4.941	-21.2037	-36.8247	46.0984
4.942	-21.359	-36.799	46.6963
4.943	-21.5125	-36.7606	47.2967
4.944	-21.664	-36.7092	47.8994
4.945	-21.8133	-36.6447	48.504
4.946	-21.9605	-36.5667	49.11
4.947	-22.1054	-36.4753	49.717
4.948	-22.2479	-36.3701	50.3247
4.949	-22.3878	-36.251	50.9326
4.95	-22.5251	-36.1179	51.5403
4.951	-22.6597	-35.9706	52.1473
4.952	-22.7913	-35.809	52.7531
4.953	-22.92	-35.633	53.3574
4.954	-23.0455	-35.4426	53.9595
4.955	-23.1679	-35.2377	54.5591
4.956	-23.2869	-35.0182	55.1557
4.957	-23.4025	-34.7841	55.7487
4.958	-23.5145	-34.5354	56.3376
4.959	-23.6229	-34.2721	56.922
4.96	-23.7274	-33.9943	57.5013
4.961	-23.8282	-33.702	58.075
4.962	-23.9249	-33.3953	58.6426
4.963	-24.0175	-33.0743	59.2037
4.964	-24.106	-32.7391	59.7576
4.965	-24.1902	-32.3899	60.3039
4.966	-24.27	-32.0269	60.842
4.967	-24.3453	-31.6502	61.3716
4.968	-24.416	-31.26	61.892
4.969	-24.4821	-30.8566	62.4028
4.97	-24.5435	-30.4402	62.9035
4.971	-24.6	-30.0112	63.3936
4.972	-24.6517	-29.5698	63.8727
4.973	-24.6984	-29.1164	64.3404
4.974	-24.74	-28.6512	64.7961
4.975	-24.7766	-28.1747	65.2395
4.976	-24.808	-27.6872	65.6702
4.977	-24.8341	-27.1891	66.0877
4.978	-24.8551	-26.6809	66.4918
4.979	-24.8706	-26.163	66.882
4.98	-24.8809	-25.6358	67.258
4.981	-24.8857	-25.0998	67.6195
4.982	-24.8852	-24.5555	67.9662
4.983	-24.8791	-24.0034	68.2978
4.984	-24.8676	-23.4439	68.6141
4.985	-24.8507	-22.8777	68.9148
4.986	-24.8282	-22.3052	69.1998
4.987	-24.8002	-21.7269	69.4688
4.988	-24.7667	-21.1435	69.7216
4.989	-24.7277	-20.5554	69.9583
4.99	-24.6833	-19.9632	70.1785
4.991	-24.6333	-19.3674	70.3823
4.992	-24.578	-18.7687	70.5696
4.993	-24.5172	-18.1676	70.7403
4.994	-24.451	-17.5646	70.8945
4.995	-24.3794	-16.9602	71.0321
4.996	-24.3026	-16.3551	71.1532
4.997	-24.2205	-15.7498	71.2579
4.998	-24.1332	-15.1449	71.3461
4.999	-24.0408	-14.5408	71.4181
5	-23.9432	-13.9381	71.4739
5.001	-23.8407	-13.3373	71.5138
5.002	-23.7332	-12.7389	71.5378
5.003	-23.6208	-12.1434	71.5462
5.004	-23.5037	-11.5514	71.5392
5.005	-23.3818	-10.9632	71.517
5.006	-23.2553	-10.3794	71.4798
5.007	-23.1243	-9.8003	71.428
5.008	-22.9889	-9.22645	71.3617
5.009	-22.8491	-8.65821	71.2814
5.01	-22.7051	-8.096	71.1873
5.011	-22.5569	-7.54017	71.0797
5.012	-22.4048	-6.9911	70.9589
5.013	-22.2487	-6.44912	70.8254
5.014	-22.0888	-5.91458	70.6794
5.015	-21.9253	-5.38776	70.5213
5.016	-21.7581	-4.86896	70.3516
5.017	-21.5875	-4.35845	70.1705
5.018	-21.4136	-3.85648	69.9785
5.019	-21.2364	-3.36328	69.776
5.02	-21.0562	-2.87907	69.5633
5.021	-20.8729	-2.40403	69.3409
5.022	-20.6868	-1.93834	69.1091
5.023	-20.498	-1.48216	68.8683
5.024	-20.3065	-1.03562	68.619
5.025	-20.1126	-0.598857	68.3616
5.026	-19.9163	-0.171964	68.0964
5.027	-19.7178	0.24497	67.8238
5.028	-19.5171	0.651877	67.5442
5.029	-19.3144	1.0487	67.2581
5.03	-19.1099	1.43541	66.9658
5.031	-18.9036	1.81197	66.6677
5.032	-18.6956	2.17838	66.3641
5.033	-18.4861	2.53465	66.0554
5.034	-18.2752	2.8808	65.742
5.035	-18.063	3.21686	65.4243
5.036	-17.8497	3.54287	65.1025
5.037	-17.6352	3.8589	64.7771
5.038	-17.4198	4.16501	64.4483
5.039	-17.2036	4.46128	64.1165
5.04	-16.9866	4.7478	63.782
5.041	-16.7689	5.02467	63.4451
5.042	-16.5507	5.292	63.106
5.043	-16.3321	5.54991	62.7651
5.044	-16.1131	5.79851	62.4227
5.045	-15.8939	6.03795	62.079
5.046	-15.6745	6.26835	61.7342
5.047	-15.4551	6.48987	61.3887
5.048	-15.2356	6.70265	61.0426
5.049	-15.0163	6.90685	60.6962
5.05	-14.7972	7.10263	60.3497
5.051	-14.5784	7.29015	60.0033
5.052	-14.3599	7.46957	59.6571
5.053	-14.1418	7.64107	59.3115
5.054	-13.9242	7.80482	58.9666
5.055	-13.7072	7.961	58.6225
5.056	-13.4909	8.10978	58.2794
5.057	-13.2752	8.25134	57.9375
5.058	-13.0604	8.38586	57.5969
5.059	-12.8463	8.51351	57.2577
5.06	-12.6332	8.63449	56.9201
5.061	-12.421	8.74897	56.5842
5.062	-12.2098	8.85713	56.2502
5.063	-11.9997	8.95916	55.918
5.064	-11.7906	9.05522	55.5878
5.065	-11.5828	9.1455	55.2598
5.066	-11.3761	9.23018	54.9339
5.067	-11.1707	9.30944	54.6103
5.068	-10.9665	9.38343	54.2891
5.069	-10.7637	9.45235	53.9702
5.07	-10.5622	9.51636	53.6538
5.071	-10.3621	9.57562	53.34
5.072	-10.1635	9.63031	53.0287
5.073	-9.96625	9.68059	52.72
5.074	-9.77053	9.72661	52.414
5.075	-9.57632	9.76855	52.1106
5.076	-9.38364	9.80654	51.81
5.077	-9.19252	9.84076	51.5121
5.078	-9.00298	9.87134	51.217
5.079	-8.81504	9.89844	50.9247
5.08	-8.62872	9.92219	50.6351
5.081	-8.44403	9.94275	50.3483
5.082	-8.26099	9.96025	50.0644
5.083	-8.07961	9.97483	49.7833
5.084	-7.8999	9.98662	49.505
5.085	-7.72188	9.99574	49.2294
5.086	-7.54555	10.0023	48.9567
5.087	-7.37092	10.0065	48.6868
5.088	-7.198	10.0084	48.4197
5.089	-7.0268	10.0081	48.1554
5.09	-6.85731	10.0058	47.8938
5.091	-6.68954	10.0015	47.635
5.092	-6.52349	9.99539	47.3789
5.093	-6.35916	9.98754	47.1256
5.094	-6.19655	9.97806	46.8749
5.095	-6.03567	9.96706	46.6269
5.096	-5.8765	9.95462	46.3816
5.097	-5.71904	9.94085	46.1388
5.098	-5.5633	9.92584	45.8987
5.099	-5.40926	9.90967	45.6612
5.1	-5.25692	9.89243	45.4262
5.101	-5.10627	9.87421	45.1938
5.102	-4.9573	9.85508	44.9638
5.103	-4.81002	9.83513	44.7363
5.104	-4.6644	9.81443	44.5113
5.105	-4.52044	9.79305	44.2887
5.106	-4.37812	9.77107	44.0685
5.107	-4.23745	9.74856	43.8506
5.108	-4.0984	9.72559	43.635
5.109	-3.96097	9.70221	43.4218
5.11	-3.82513	9.67849	43.2108
5.111	-3.69089	9.65449	43.002
5.112	-3.55822	9.63028	42.7955
5.113	-3.42711	9.6059	42.5911
5.114	-3.29756	9.58141	42.3889
5.115	-3.16953	9.55687	42.1888
5.116	-3.04302	9.53233	41.9908
5.117	-2.91802	9.50782	41.7949
5.118	-2.7945	9.48342	41.6009
5.119	-2.67245	9.45914	41.409
5.12	-2.55186	9.43506	41.2191
5.121	-2.43271	9.41119	41.0311
5.122	-2.31498	9.38759	40.8451
5.123	-2.19865	9.3643	40.6609
5.124	-2.08371	9.34136	40.4786
5.125	-1.97014	9.31879	40.2981
5.126	-1.85793	9.29664	40.1195
5.127	-1.74705	9.27494	39.9426
5.128	-1.63748	9.25372	39.7675
5.129	-1.52922	9.23301	39.5942
5.13	-1.42223	9.21286	39.4225
5.131	-1.31651	9.19327	39.2526
5.132	-1.21203	9.17429	39.0843
5.133	-1.10878	9.15594	38.9176
5.134	-1.00673	9.13824	38.7526
5.135	-0.905871	9.12122	38.5892
5.136	-0.806182	9.10491	38.4274
5.137	-0.707643	9.08933	38.2671
5.138	-0.610237	9.0745	38.1084
5.139	-0.513943	9.06043	37.9512
5.14	-0.418743	9.04716	37.7954
5.141	-0.324618	9.0347	37.6412
5.142	-0.23155	9.02307	37.4884
5.143	-0.139519	9.0123	37.3371
5.144	-0.0485072	9.00238	37.1872
5.145	0.0415049	8.99335	37.0387
5.146	0.130536	8.98522	36.8917
5.147	0.218605	8.978	36.7459
5.148	0.30573	8.97172	36.6016
5.149	0.391931	8.96638	36.4586
5.15	0.477225	8.96199	36.317
5.151	0.561632	8.95858	36.1766
5.152	0.64517	8.95614	36.0376
5.153	0.727858	8.95471	35.8999
5.154	0.809714	8.95428	35.7634
5.155	0.890755	8.95487	35.6283
5.156	0.971002	8.95649	35.4944
5.157	1.05047	8.95915	35.3617
5.158	1.12918	8.96286	35.2303
5.159	1.20715	8.96763	35.1001
5.16	1.2844	8.97346	34.9711
5.161	1.36094	8.98038	34.8434
5.162	1.43679	8.98838	34.7168
5.163	1.51198	8.99747	34.5915
5.164	1.58651	9.00767	34.4673
5.165	1.6604	9.01897	34.3443
5.166	1.73368	9.03139	34.2225
5.167	1.80636	9.04494	34.1018
5.168	1.87846	9.05961	33.9824
5.169	1.94999	9.07542	33.864
5.17	2.02098	9.09238	33.7468
5.171	2.09143	9.11049	33.6308
5.172	2.16136	9.12975	33.5159
5.173	2.2308	9.15017	33.4021
5.174	2.29976	9.17176	33.2895
5.175	2.36825	9.19452	33.178
5.176	2.43629	9.21846	33.0676
5.177	2.5039	9.24358	32.9584
5.178	2.57109	9.26989	32.8503
5.179	2.63788	9.2974	32.7432
5.18	2.70428	9.32609	32.6374
5.181	2.77032	9.35599	32.5326
5.182	2.836	9.3871	32.4289
5.183	2.90135	9.41941	32.3264
5.184	2.96637	9.45294	32.225
5.185	3.03108	9.48769	32.1247
5.186	3.0955	9.52366	32.0255
5.187	3.15965	9.56086	31.9274
5.188	3.22353	9.59928	31.8305
5.189	3.28717	9.63894	31.7347
5.19	3.35057	9.67984	31.64
5.191	3.41376	9.72198	31.5464
5.192	3.47674	9.76536	31.454
5.193	3.53954	9.80999	31.3627
5.194	3.60216	9.85587	31.2725
5.195	3.66462	9.90301	31.1835
5.196	3.72693	9.9514	31.0957
5.197	3.78911	10.0011	31.0089
5.198	3.85117	10.052	30.9234
5.199	3.91313	10.1042	30.839
5.2	3.975	10.1576	30.7557
5.201	4.03679	10.2124	30.6737
5.202	4.09851	10.2684	30.5928
5.203	4.16019	10.3257	30.5131
5.204	4.22183	10.3842	30.4346
5.205	4.28344	10.4441	30.3573
5.206	4.34505	10.5052	30.2812
5.207	4.40665	10.5677	30.2064
5.208	4.46827	10.6314	30.1327
5.209	4.52992	10.6964	30.0603
5.21	4.5916	10.7628	29.9892
5.211	4.65334	10.8304	29.9192
5.212	4.71515	10.8993	29.8506
5.213	4.77703	10.9696	29.7832
5.214	4.839	11.0411	29.7171
5.215	4.90108	11.114	29.6523
5.216	4.96326	11.1881	29.5889
5.217	5.02558	11.2636	29.5267
5.218	5.08803	11.3404	29.4659
5.219	5.15063	11.4186	29.4064
5.22	5.21339	11.498	29.3482
5.221	5.27633	11.5788	29.2915
5.222	5.33944	11.6609	29.2361
5.223	5.40276	11.7443	29.1821
5.224	5.46628	11.8291	29.1296
5.225	5.53002	11.9151	29.0784
5.226	5.59399	12.0025	29.0287
5.227	5.65819	12.0913	28.9805
5.228	5.72265	12.1814	28.9337
5.229	5.78737	12.2728	28.8884
5.23	5.85236	12.3655	28.8447
5.231	5.91764	12.4596	28.8024
5.232	5.98321	12.555	28.7617
5.233	6.04908	12.6518	28.7226
5.234	6.11526	12.7499	28.685
5.235	6.18177	12.8493	28.649
5.236	6.24862	12.9501	28.6147
5.237	6.31581	13.0522	28.582
5.238	6.38335	13.1556	28.5509
5.239	6.45126	13.2604	28.5215
5.24	6.51953	13.3665	28.4938
5.241	6.5882	13.4739	28.4679
5.242	6.65725	13.5827	28.4436
5.243	6.72671	13.6928	28.4212
5.244	6.79658	13.8042	28.4005
5.245	6.86686	13.9169	28.3816
5.246	6.93758	14.0309	28.3646
5.247	7.00873	14.1463	28.3494
5.248	7.08033	14.2629	28.3361
5.249	7.15239	14.3809	28.3247
5.25	7.22491	14.5002	28.3152
5.251	7.2979	14.6207	28.3077
5.252	7.37137	14.7426	28.3022
5.253	7.44532	14.8657	28.2986
5.254	7.51978	14.9902	28.2971
5.255	7.59473	15.1158	28.2977
5.256	7.6702	15.2428	28.3004
5.257	7.74619	15.371	28.3051
5.258	7.8227	15.5004	28.3121
5.259	7.89974	15.6311	28.3212
5.26	7.97733	15.763	28.3325
5.261	8.05546	15.8961	28.346
5.262	8.13414	16.0305	28.3618
5.263	8.21339	16.166	28.3799
5.264	8.2932	16.3027	28.4003
5.265	8.37358	16.4405	28.4231
5.266	8.45454	16.5796	28.4483
5.267	8.53608	16.7197	28.4759
5.268	8.61821	16.861	28.5059
5.269	8.70094	17.0034	28.5385
5.27	8.78426	17.1468	28.5735
5.271	8.86819	17.2914	28.6111
5.272	8.95272	17.437	28.6513
5.273	9.03787	17.5836	28.6942
5.274	9.12364	17.7313	28.7396
5.275	9.21003	17.8799	28.7878
5.276	9.29704	18.0295	28.8387
5.277	9.38468	18.18	28.8923
5.278	9.47295	18.3315	28.9488
5.279	9.56185	18.4838	29.0081
5.28	9.65139	18.637	29.0702
5.281	9.74156	18.7911	29.1353
5.282	9.83238	18.946	29.2032
5.283	9.92383	19.1016	29.2742
5.284	10.0159	19.258	29.3482
5.285	10.1087	19.4151	29.4252
5.286	10.2021	19.5728	29.5053
5.287	10.2961	19.7312	29.5885
5.288	10.3908	19.8902	29.6749
5.289	10.4861	20.0498	29.7645
5.29	10.582	20.2099	29.8573
5.291	10.6786	20.3705	29.9534
5.292	10.7759	20.5315	30.0527
5.293	10.8737	20.6929	30.1554
5.294	10.9723	20.8547	30.2615
5.295	11.0714	21.0168	30.371
5.296	11.1712	21.1791	30.4839
5.297	11.2715	21.3416	30.6003
5.298	11.3726	21.5043	30.7202
5.299	11.4742	21.6671	30.8437
5.3	11.5764	21.8299	30.9707
5.301	11.6792	21.9927	31.1014
5.302	11.7827	22.1554	31.2356
5.303	11.8867	22.3179	31.3736
5.304	11.9913	22.4803	31.5152
5.305	12.0965	22.6424	31.6606
5.306	12.2022	22.8042	31.8097
5.307	12.3085	22.9655	31.9626
5.308	12.4154	23.1264	32.1194
5.309	12.5227	23.2868	32.2799
5.31	12.6306	23.4465	32.4444
5.311	12.739	23.6055	32.6127
5.312	12.848	23.7638	32.7849
5.313	12.9574	23.9212	32.961
5.314	13.0672	24.0776	33.1411
5.315	13.1776	24.2331	33.3252
5.316	13.2883	24.3874	33.5132
5.317	13.3995	24.5406	33.7052
5.318	13.5111	24.6925	33.9012
5.319	13.6232	24.843	34.1012
5.32	13.7355	24.992	34.3053
5.321	13.8483	25.1395	34.5133
5.322	13.9614	25.2854	34.7254
5.323	14.0747	25.4294	34.9416
5.324	14.1884	25.5717	35.1617
5.325	14.3024	25.7119	35.3859
5.326	14.4166	25.8501	35.6141
5.327	14.5311	25.9862	35.8463
5.328	14.6457	26.1199	36.0826
5.329	14.7605	26.2513	36.3228
5.33	14.8755	26.3803	36.5669
5.331	14.9906	26.5066	36.8151
5.332	15.1058	26.6302	37.0671
5.333	15.2211	26.7509	37.323
5.334	15.3364	26.8688	37.5829
5.335	15.4517	26.9836	37.8465
5.336	15.567	27.0952	38.114
5.337	15.6823	27.2035	38.3852
5.338	15.7975	27.3084	38.6601
5.339	15.9125	27.4098	38.9387
5.34	16.0274	27.5076	39.2209
5.341	16.1421	27.6016	39.5066
5.342	16.2566	27.6917	39.7959
5.343	16.3708	27.7778	40.0886
5.344	16.4847	27.8598	40.3847
5.345	16.5983	27.9375	40.684
5.346	16.7115	28.0109	40.9866
5.347	16.8243	28.0798	41.2923
5.348	16.9366	28.144	41.6011
5.349	17.0484	28.2036	41.9128
5.35	17.1597	28.2583	42.2274
5.351	17.2704	28.3081	42.5448
5.352	17.3804	28.3528	42.8648
5.353	17.4898	28.3923	43.1874
5.354	17.5984	28.4266	43.5124
5.355	17.7063	28.4554	43.8398
5.356	17.8134	28.4787	44.1693
5.357	17.9196	28.4964	44.501
5.358	18.0249	28.5084	44.8346
5.359	18.1293	28.5145	45.17
5.36	18.2326	28.5148	45.5071
5.361	18.3349	28.509	45.8457
5.362	18.4361	28.4971	46.1857
5.363	18.5361	28.4791	46.5269
5.364	18.6349	28.4547	46.8692
5.365	18.7325	28.424	47.2124
5.366	18.8288	28.3869	47.5564
5.367	18.9236	28.3433	47.9009
5.368	19.0171	28.2931	48.2458
5.369	19.1091	28.2362	48.591
5.37	19.1997	28.1727	48.9362
5.371	19.2886	28.1024	49.2813
5.372	19.3759	28.0254	49.626
5.373	19.4616	27.9415	49.9702
5.374	19.5455	27.8508	50.3138
5.375	19.6277	27.7531	50.6564
5.376	19.708	27.6486	50.9979
5.377	19.7865	27.5371	51.3381
5.378	19.863	27.4187	51.6769
5.379	19.9376	27.2933	52.0139
5.38	20.0101	27.161	52.349
5.381	20.0806	27.0217	52.6821
5.382	20.1489	26.8755	53.0127
5.383	20.2151	26.7224	53.3409
5.384	20.279	26.5625	53.6664
5.385	20.3407	26.3957	53.9888
5.386	20.4001	26.2221	54.3082
5.387	20.4572	26.0418	54.6242
5.388	20.5118	25.8548	54.9366
5.389	20.564	25.6612	55.2453
5.39	20.6137	25.4611	55.55
5.391	20.6609	25.2545	55.8505
5.392	20.7056	25.0416	56.1467
5.393	20.7477	24.8224	56.4383
5.394	20.7871	24.597	56.7252
5.395	20.8238	24.3656	57.007
5.396	20.8579	24.1282	57.2838
5.397	20.8892	23.885	57.5552
5.398	20.9178	23.6362	57.8212
5.399	20.9436	23.3818	58.0814
5.4	20.9666	23.1219	58.3359
5.401	20.9867	22.8569	58.5843
5.402	21.004	22.5867	58.8265
5.403	21.0183	22.3116	59.0624
5.404	21.0298	22.0317	59.2919
5.405	21.0384	21.7472	59.5147
5.406	21.044	21.4583	59.7308
5.407	21.0467	21.1652	59.9399
5.408	21.0464	20.868	60.1421
5.409	21.0431	20.5669	60.3372
5.41	21.0368	20.2622	60.525
5.411	21.0276	19.9541	60.7054
5.412	21.0154	19.6426	60.8785
5.413	21.0001	19.3282	61.044
5.414	20.9819	19.0108	61.2019
5.415	20.9607	18.6909	61.3521
5.416	20.9365	18.3685	61.4946
5.417	20.9094	18.0439	61.6293
5.418	20.8792	17.7174	61.7561
5.419	20.8461	17.389	61.875
5.42	20.8101	17.0591	61.9861
5.421	20.7711	16.7279	62.0891
5.422	20.7292	16.3956	62.1843
5.423	20.6844	16.0624	62.2714
5.424	20.6368	15.7285	62.3506
5.425	20.5863	15.3941	62.4218
5.426	20.5329	15.0595	62.485
5.427	20.4768	14.7249	62.5403
5.428	20.4179	14.3904	62.5877
5.429	20.3563	14.0564	62.6273
5.43	20.2919	13.7229	62.659
5.431	20.2249	13.3902	62.6829
5.432	20.1552	13.0586	62.6992
5.433	20.083	12.7281	62.7078
5.434	20.0082	12.3991	62.7088
5.435	19.9308	12.0716	62.7023
5.436	19.851	11.7459	62.6884
5.437	19.7687	11.4221	62.6671
5.438	19.6841	11.1005	62.6387
5.439	19.5971	10.7812	62.6031
5.44	19.5078	10.4643	62.5604
5.441	19.4162	10.1501	62.5109
5.442	19.3225	9.83863	62.4545
5.443	19.2266	9.53012	62.3915
5.444	19.1285	9.22469	62.3219
5.445	19.0285	8.92248	62.2459
5.446	18.9264	8.62363	62.1635
5.447	18.8225	8.32826	62.075
5.448	18.7166	8.0365	61.9805
5.449	18.6089	7.74847	61.8801
5.45	18.4994	7.46426	61.7739
5.451	18.3882	7.184	61.6621
5.452	18.2753	6.90776	61.5448
5.453	18.1609	6.63566	61.4223
5.454	18.0448	6.36777	61.2945
5.455	17.9273	6.10418	61.1618
5.456	17.8084	5.84495	61.0242
5.457	17.6881	5.59017	60.8818
5.458	17.5665	5.33988	60.7349
5.459	17.4436	5.09415	60.5836
5.46	17.3195	4.85302	60.428
5.461	17.1943	4.61655	60.2683
5.462	17.068	4.38477	60.1047
5.463	16.9406	4.15772	59.9372
5.464	16.8123	3.93543	59.7661
5.465	16.6831	3.71791	59.5915
5.466	16.553	3.5052	59.4135
5.467	16.4222	3.2973	59.2322
5.468	16.2906	3.09422	59.048
5.469	16.1583	2.89597	58.8607
