Cell Type,Repeat,0,1,2,4,8,12,18,24,30,36,42,48
Adult,1,0.0792153361,0.07239099,0.0931808502,0.1356543434,0.0862135814,0.0971263611,0.1166023387,0.0867627545,0.1127288966,0.0777899545,0.0841095454,0.1004538115
Adult,2,0.0653874647,0.0694489681,0.0795453871,0.1194762857,0.0978511818,0.128735827,0.1146919931,0.0795907516,0.1067892591,0.1049284406,0.0947741037,0.0849788049
Adult,3,0.0565708542,0.0669649458,0.0705322433,0.0994954577,0.1091313381,0.1144017953,0.094637431,,0.1020871886,0.0813727244,0.1018810516,0.0795011885
Adult,4,0.0818128191,0.0787028557,0.0821314506,0.1004424326,0.1041790688,0.1207298106,0.1124800831,0.0821269055,0.1021444468,0.0891645274,0.0994897546,0.1129857775
Adult,5,0.0821443462,0.0886978765,0.0656337415,0.0964316067,0.0864781286,0.0996418622,0.1080687972,0.1066395264,0.1024551331,0.082386166,0.1130771679,0.08000479
Adult,6,0.0765367775,0.0739226286,0.0797194218,0.1108581093,0.0872846512,0.1095652691,0.1140300937,0.102114632,0.0921565576,0.1001753128,0.1116366254,0.0975135311
IR,1,0.0365848229,0.0508792341,0.0682164757,0.0989594944,0.0687500141,0.0781660688,0.048132931,0.068392568,0.061283512,0.0521973972,0.0537735779,0.0613666737
IR,2,0.0420675897,0.0452029451,0.0521172027,0.0889634376,0.0663934125,0.0754404749,0.0676730893,0.0588408066,0.3356175653,0.0555155609,0.0577645907,0.0490684874
IR,3,0.0489658368,0.0473299956,0.0451209064,0.0871464747,0.068322843,0.100488153,0.0625978635,0.0769299533,0.0301062385,0.0629698839,0.0552471094,0.0515573482
IR,4,0.0381435694,0.0483154754,0.049918353,0.0954577173,0.0591617149,0.0875951551,0.0542238915,0.0588512618,0.1051984037,0.0547887836,0.0506430023,0.0629602556
IR,5,0.0476088802,0.0614628833,0.0453277933,0.094577357,0.068162161,0.0793798641,0.0727526741,0.0614741797,0.1027579546,0.0619208748,0.0533926267,0.0556810723
IR,6,0.056252994,0.0383667316,0.0577070431,0.0826665703,0.0863475026,0.0721035367,0.0535945665,0.0584680955,0.1709292339,0.0743894191,0.0546942242,0.0502516952
Neonatal,1,0.0472678685,0.061310621,0.1329645977,0.16372828,0.0758610281,0.089459531,0.1057410361,0.0716011998,0.0834645095,0.0924427991,0.1022847745,0.0876882462
Neonatal,2,0.0569109199,0.0646254597,0.1086857932,0.1735672554,0.0897127625,0.1068130892,0.0942262402,0.1026049646,0.1122872253,0.0881429875,0.0948183048,0.1223909097
Neonatal,3,0.0602453405,0.0543519743,0.115800879,0.1803878226,0.0815050978,0.1597055427,0.0904925799,0.100559714,0.0927474126,0.0828129894,0.0891962928,0.0828929283
Neonatal,4,0.0405658546,0.0490236046,0.1122753106,0.1765819503,0.090638069,0.1286068808,0.08825427,0.0934349415,0.1070918297,0.077955389,0.113857425,0.0982035478
Neonatal,5,0.0657068186,0.0873949491,0.1230365598,0.170738541,0.0931595593,0.0923753175,0.1053729234,0.0844311608,0.0859949464,0.1090538386,0.0983948032,0.0862266328
Neonatal,6,0.1220345759,0.0484863464,0.1260225509,0.1598292461,0.1462959921,0.0774800792,0.1181694645,0.1113999869,0.0903874775,0.0983116787,0.0999430501,0.0806611429
