Time,monophosphorylated PER,total PER,PER mRNA,nuclear PER,EmptySet,unphosphorylated PER,biphosphorylated PER
0,0.237827349019,1.00821656209,0.099461332864,0.25358146007,0.0,0.255575851859,0.240835037481
20,0.880719948445,4.3181494597,0.88533064395,1.51333652934,0.0,1.00365437054,0.942548727787
40,1.06725043175,4.97118643198,2.28339647837,1.18812945927,0.0,1.68150831513,0.939369127678
60,0.838982476369,4.02490112209,2.95407736184,0.834759510773,0.0,1.66186008234,0.617886809547
80,0.551960865195,2.52581878829,2.62133503115,0.493111156435,0.0,1.14853780289,0.357310196909
100,0.36683310717,1.57249849003,1.79628316944,0.320731629233,0.0,0.67903259926,0.221069904431
120,0.330464466695,1.8368899065,0.755857285309,0.657213552281,0.0,0.368010058165,0.353741868848
140,0.707660070588,3.51971626878,0.681559162136,1.33230181246,0.0,0.695277280632,0.817402044573
160,1.02035851233,4.98928486725,1.67070942577,1.38613086208,0.0,1.44836895329,1.01421056989
180,0.974811517114,4.68337903168,2.66953983969,0.963583953912,0.0,1.7464225959,0.734856561197
200,0.72560316767,3.13263230901,2.89922566757,0.637262362807,0.0,1.3802983387,0.457646739284
220,0.449405211673,1.99138570007,2.12423038748,0.358523371565,0.0,0.894287212086,0.260099906304
240,0.29331369182,1.43783578691,1.25733852491,0.439453374911,0.0,0.465424789539,0.251786723637
260,0.479792003895,2.49730796026,0.514760558361,1.05468903759,0.0,0.466129869486,0.627762223657
280,0.950544104071,4.36267850965,1.18184952525,1.34917497915,0.0,1.12308872284,0.959651598509
300,1.02337583182,4.7102969308,2.23291936489,1.15641163113,0.0,1.76262592543,0.890874232579
320,0.812331786552,3.73470133387,2.94618653616,0.790692403093,0.0,1.65933104589,0.598860937816
340,0.58232636019,2.48851706633,2.60049020691,0.451700134158,0.0,1.06933191071,0.359636382087
360,0.360917213232,1.56505905951,1.58938521631,0.349654484484,0.0,0.646174036675,0.223980717811
380,0.362822016539,1.82592629702,0.714332228663,0.731870683819,0.0,0.387064355906,0.380068770251
400,0.717244894829,3.63316473807,0.675941350862,1.37933708579,0.0,0.731571347471,0.834961442522
420,1.06403182582,4.97655023854,1.69167841341,1.36118541508,0.0,1.55111824561,0.912524638183
440,0.9960993779,4.40369807194,2.71022561629,1.00565719877,0.0,1.82776490309,0.70635566892
460,0.670359462163,3.02909581233,2.86391615074,0.586396723154,0.0,1.34657273006,0.446625849203
480,0.442437567622,1.8632671631,2.11580820983,0.337011448918,0.0,0.833745137383,0.246015973408
500,0.29791746119,1.44876187719,1.18964502353,0.449882078223,0.0,0.457111811363,0.269741299627
520,0.507844131848,2.87739775389,0.510429302048,1.07769163967,0.0,0.508088890727,0.678639134783
540,0.948487003891,4.66715248675,1.22387767812,1.36686419498,0.0,1.2041991491,0.985129261708
560,1.02573706973,4.73531888704,2.37713055586,1.21486836068,0.0,1.78270333255,0.840528460422
580,0.819014459508,3.59464584741,2.83029819023,0.748349980032,0.0,1.55909409951,0.558864647126
600,0.537557794773,2.39425526885,2.31298623691,0.432379447329,0.0,1.0464648452,0.32665312416
620,0.344461273683,1.48269572133,1.5541371893,0.357315692884,0.0,0.611536820806,0.214639626615
640,0.387291102438,1.91605333708,0.659861772523,0.757259576088,0.0,0.383549496679,0.414585675715
660,0.722454669587,3.93376143087,0.756900245378,1.36916795043,0.0,0.782110569513,0.854473878824
680,1.07676891771,5.08295272657,1.9268259821,1.39281449185,0.0,1.60198028114,0.910260098848
700,0.93427068182,4.16374422247,2.82341548286,0.899548387898,0.0,1.72393223395,0.713337817429
720,0.67919769885,3.04405305542,2.69644693193,0.570997810476,0.0,1.33310996098,0.424592398746
740,0.4046475642,1.71095036439,1.99940950611,0.33229838529,0.0,0.749260113432,0.255509615699
760,0.318275881005,1.50190729826,1.02684771512,0.503182356878,0.0,0.433722562659,0.263889313769
780,0.55247213255,2.81539574276,0.51173925022,1.12861896601,0.0,0.548558451261,0.675949261941
800,0.980450135477,4.62608860466,1.2965869801,1.47379516097,0.0,1.23552279323,0.93391266275
820,0.993227680341,5.0255037121,2.43149694331,1.10249632117,0.0,1.72507361456,0.824268566273
840,0.767638893075,3.64232337576,2.79250128172,0.697299429838,0.0,1.63969636666,0.539604468513
860,0.502674437312,2.19855462757,2.48204889788,0.430355480106,0.0,1.05242625623,0.312371022616
880,0.341303051433,1.48466317824,1.52554250644,0.375791477901,0.0,0.554585658792,0.23122565426
900,0.395472470352,2.07815842361,0.612464326294,0.812717528678,0.0,0.38109048669,0.48389024405
920,0.76050715657,3.76759871463,0.796164073141,1.32518909056,0.0,0.904522477125,0.89007639063
940,1.0420519646,4.93651454782,1.97382690266,1.30029144703,0.0,1.68743614385,0.937450108296
960,0.936147417635,4.06782635087,2.78304633893,0.930822413815,0.0,1.75085010488,0.694368330217
980,0.664158932798,2.90361742126,2.7899833036,0.538733337604,0.0,1.29896845994,0.428124933113
1000,0.40938208909,1.72660796063,1.92775681969,0.326302783139,0.0,0.730777052251,0.241812362871
